x	interp	deriv	integ
6.76	0.888461	-0.458957	0.458951
6.77	0.883827	-0.467813	0.467813
6.78	0.879105	-0.47659	0.476628
6.79	0.874295	-0.485425	0.485395
6.8	0.869397	-0.494108	0.494113
6.81	0.864413	-0.502742	0.502782
6.82	0.859342	-0.511425	0.511401
6.83	0.854185	-0.519958	0.519969
6.84	0.848943	-0.528441	0.528485
6.85	0.843616	-0.536976	0.536948
6.86	0.838204	-0.545354	0.545357
6.87	0.832709	-0.553709	0.553711
6.88	0.82713	-0.562009	0.562011
6.89	0.821469	-0.570253	0.570254
6.9	0.815725	-0.578477	0.57844
6.91	0.8099	-0.586537	0.586568
6.92	0.803994	-0.594673	0.594637
6.93	0.798007	-0.602672	0.602648
6.94	0.791941	-0.610541	0.610597
6.95	0.785796	-0.618464	0.618486
6.96	0.779572	-0.626304	0.626313
6.97	0.77327	-0.634119	0.634077
6.98	0.76689	-0.641819	0.641778
6.99	0.760434	-0.649404	0.649415
7	0.753902	-0.656965	0.656987
7.01	0.747295	-0.664436	0.664493
7.02	0.740613	-0.671991	0.671932
7.03	0.733856	-0.679301	0.679305
7.04	0.727027	-0.686607	0.686609
7.05	0.720124	-0.693873	0.693845
7.06	0.71315	-0.701001	0.701011
7.07	0.706104	-0.708124	0.708108
7.08	0.698988	-0.715104	0.715133
7.09	0.691802	-0.722061	0.722087
7.1	0.684547	-0.72895	0.728969
7.11	0.677223	-0.735837	0.735778
7.12	0.669831	-0.742502	0.742513
7.13	0.662373	-0.749156	0.749174
7.14	0.654848	-0.755773	0.75576
7.15	0.647258	-0.762251	0.762271
7.16	0.639603	-0.768725	0.768705
7.17	0.631884	-0.775051	0.775063
7.18	0.624102	-0.78137	0.781343
7.19	0.616257	-0.78757	0.787545
7.2	0.608351	-0.793652	0.793668
7.21	0.600384	-0.799724	0.799712
7.22	0.592357	-0.805652	0.805675
7.23	0.584271	-0.81157	0.811558
7.24	0.576126	-0.81737	0.81736
7.25	0.567924	-0.823051	0.823081
7.26	0.559665	-0.828726	0.828719
7.27	0.55135	-0.834247	0.834274
7.28	0.54298	-0.839788	0.839746
7.29	0.534555	-0.845103	0.845133
7.3	0.526078	-0.850401	0.850437
7.31	0.517547	-0.855692	0.855655
7.32	0.508965	-0.86073	0.860787
7.33	0.500332	-0.865889	0.865834
7.34	0.491648	-0.870816	0.870794
7.35	0.482916	-0.875648	0.875667
7.36	0.474135	-0.880492	0.880452
7.37	0.465307	-0.885084	0.885149
7.38	0.456433	-0.889772	0.889758
7.39	0.447512	-0.894328	0.894278
7.4	0.438547	-0.898716	0.898708
7.41	0.429538	-0.903008	0.903048
7.42	0.420487	-0.907251	0.907299
7.43	0.411393	-0.911488	0.911458
7.44	0.402258	-0.915499	0.915526
7.45	0.393083	-0.919517	0.919503
7.46	0.383868	-0.923432	0.923388
7.47	0.374615	-0.927154	0.92718
7.48	0.365325	-0.930853	0.93088
7.49	0.355998	-0.934534	0.934487
7.5	0.346635	-0.938011	0.938
7.51	0.337238	-0.941422	0.941419
7.52	0.327807	-0.944702	0.944745
7.53	0.318344	-0.94797	0.947975
7.54	0.308848	-0.951117	0.951111
7.55	0.299322	-0.954161	0.954152
7.56	0.289765	-0.95714	0.957098
7.57	0.28018	-0.959881	0.959947
7.58	0.270567	-0.962738	0.962701
7.59	0.260926	-0.965367	0.965359
7.6	0.25126	-0.967894	0.96792
7.61	0.241568	-0.970456	0.970384
7.62	0.231852	-0.972681	0.972751
7.63	0.222114	-0.975022	0.975021
7.64	0.212352	-0.977233	0.977193
7.65	0.20257	-0.979245	0.979268
7.66	0.192767	-0.981285	0.981244
7.67	0.182945	-0.983115	0.983123
7.68	0.173105	-0.984854	0.984903
7.69	0.163248	-0.98657	0.986585
7.7	0.153374	-0.988167	0.988168
7.71	0.143485	-0.989662	0.989652
7.72	0.133581	-0.991085	0.991038
7.73	0.123664	-0.992298	0.992324
7.74	0.113735	-0.993524	0.993511
7.75	0.103794	-0.994606	0.994599
7.76	0.0938433	-0.995562	0.995587
7.77	0.0838829	-0.996478	0.996476
7.78	0.0739142	-0.997258	0.997265
7.79	0.063938	-0.997961	0.997954
7.8	0.0539554	-0.99854	0.998543
7.81	0.0439675	-0.99903	0.999033
7.82	0.0339751	-0.99943	0.999423
7.83	0.0239793	-0.99971	0.999712
7.84	0.0139812	-0.9999	0.999902
7.85	0.00398162	-0.999994	0.999992
7.86	-0.00601833	-0.999983	0.999982
7.87	-0.0160177	-0.999869	0.999872
7.88	-0.0260154	-0.999662	0.999661
7.89	-0.0360106	-0.999351	0.999351
7.9	-0.0460021	-0.998942	0.998941
7.91	-0.0559891	-0.998432	0.998431
7.92	-0.0659704	-0.997821	0.997821
7.93	-0.0759452	-0.997113	0.997112
7.94	-0.0859123	-0.996296	0.996303
7.95	-0.0958709	-0.995413	0.995394
7.96	-0.10582	-0.994362	0.994385
7.97	-0.115758	-0.993268	0.993277
7.98	-0.125685	-0.992066	0.99207
7.99	-0.135599	-0.990766	0.990764
8	-0.1455	-0.989368	0.989358
8.01	-0.155386	-0.987862	0.987854
8.02	-0.165257	-0.986284	0.98625
8.03	-0.175111	-0.984503	0.984549
8.04	-0.184947	-0.982703	0.982748
8.05	-0.194765	-0.980884	0.98085
8.06	-0.204564	-0.978862	0.978853
8.07	-0.214342	-0.976767	0.976759
8.08	-0.224099	-0.974571	0.974566
8.09	-0.233833	-0.972249	0.972277
8.1	-0.243544	-0.969934	0.96989
8.11	-0.253231	-0.967417	0.967406
8.12	-0.262892	-0.9648	0.964825
8.13	-0.272527	-0.962182	0.962148
8.14	-0.282135	-0.95937	0.959375
8.15	-0.291714	-0.956437	0.956505
8.16	-0.301264	-0.953584	0.953541
8.17	-0.310785	-0.950529	0.95048
8.18	-0.320274	-0.9473	0.947325
8.19	-0.329731	-0.94407	0.944075
8.2	-0.339155	-0.940719	0.94073
8.21	-0.348545	-0.937254	0.937292
8.22	-0.3579	-0.933766	0.93376
8.23	-0.36722	-0.930184	0.930134
8.24	-0.376503	-0.9264	0.926415
8.25	-0.385748	-0.922616	0.922604
8.26	-0.394955	-0.918737	0.918701
8.27	-0.404122	-0.914636	0.914705
8.28	-0.413248	-0.91062	0.910618
8.29	-0.422334	-0.906483	0.90644
8.3	-0.431377	-0.902149	0.902172
8.31	-0.440377	-0.89782	0.897813
8.32	-0.449333	-0.89337	0.893364
8.33	-0.458244	-0.888798	0.888826
8.34	-0.467109	-0.884237	0.8842
8.35	-0.475928	-0.879453	0.879484
8.36	-0.484698	-0.874653	0.874681
8.37	-0.493421	-0.869837	0.869791
8.38	-0.502094	-0.864798	0.864813
8.39	-0.510717	-0.859772	0.859749
8.4	-0.519289	-0.854615	0.854599
8.41	-0.527809	-0.84937	0.849363
8.42	-0.536276	-0.844007	0.844043
8.43	-0.544689	-0.838602	0.838638
8.44	-0.553048	-0.833186	0.833149
8.45	-0.561352	-0.827553	0.827577
8.46	-0.569599	-0.821903	0.821922
8.47	-0.57779	-0.816236	0.816185
8.48	-0.585923	-0.810353	0.810367
8.49	-0.593997	-0.804453	0.804467
8.5	-0.602012	-0.798536	0.798487
8.51	-0.609967	-0.792402	0.792427
8.52	-0.61786	-0.786256	0.786288
8.53	-0.625692	-0.780073	0.78007
8.54	-0.633461	-0.773752	0.773774
8.55	-0.641167	-0.76742	0.767401
8.56	-0.648809	-0.760968	0.760951
8.57	-0.656386	-0.754406	0.754425
8.58	-0.663897	-0.747806	0.747824
8.59	-0.671342	-0.741169	0.741147
8.6	-0.67872	-0.734419	0.734397
8.61	-0.68603	-0.727556	0.727573
8.62	-0.693271	-0.720655	0.720677
8.63	-0.700443	-0.713722	0.713708
8.64	-0.707545	-0.706657	0.706668
8.65	-0.714576	-0.699551	0.699557
8.66	-0.721536	-0.69244	0.692377
8.67	-0.728424	-0.685088	0.685127
8.68	-0.735238	-0.677807	0.677808
8.69	-0.74198	-0.670485	0.670422
8.7	-0.748647	-0.662954	0.662969
8.71	-0.755239	-0.655398	0.65545
8.72	-0.761755	-0.647854	0.647865
8.73	-0.768196	-0.640286	0.640215
8.74	-0.77456	-0.632501	0.632501
8.75	-0.780846	-0.62471	0.624724
8.76	-0.787054	-0.616858	0.616884
8.77	-0.793183	-0.608958	0.608983
8.78	-0.799233	-0.601011	0.601021
8.79	-0.805203	-0.593	0.592999
8.8	-0.811093	-0.584989	0.584917
8.81	-0.816902	-0.576742	0.576777
8.82	-0.822628	-0.568542	0.568579
8.83	-0.828273	-0.560388	0.560325
8.84	-0.833835	-0.552004	0.552014
8.85	-0.839313	-0.543596	0.543648
8.86	-0.844707	-0.535213	0.535228
8.87	-0.850017	-0.526754	0.526754
8.88	-0.855242	-0.518272	0.518228
8.89	-0.860382	-0.509659	0.50965
8.9	-0.865435	-0.500991	0.501021
8.91	-0.870402	-0.492375	0.492342
8.92	-0.875282	-0.483607	0.483613
8.93	-0.880074	-0.474795	0.474836
8.94	-0.884778	-0.466013	0.466012
8.95	-0.889394	-0.457153	0.457141
8.96	-0.893921	-0.448277	0.448224
8.97	-0.898359	-0.43924	0.439263
8.98	-0.902706	-0.430262	0.430257
8.99	-0.906964	-0.421212	0.421209
9	-0.91113	-0.412089	0.412118
9.01	-0.915206	-0.40303	0.402987
9.02	-0.91919	-0.393789	0.393815
9.03	-0.923082	-0.384613	0.384603
9.04	-0.926882	-0.37536	0.375353
9.05	-0.930589	-0.366046	0.366066
9.06	-0.934203	-0.356756	0.356742
9.07	-0.937724	-0.347429	0.347382
9.08	-0.941151	-0.337926	0.337988
9.09	-0.944483	-0.328566	0.328559
9.1	-0.947722	-0.319111	0.319098
9.11	-0.950865	-0.30959	0.309605
9.12	-0.953914	-0.300128	0.300081
9.13	-0.956867	-0.290498	0.290527
9.14	-0.959724	-0.280881	0.280944
9.15	-0.962485	-0.271377	0.271333
9.16	-0.965151	-0.261711	0.261695
9.17	-0.967719	-0.251981	0.25203
9.18	-0.970191	-0.242366	0.242341
9.19	-0.972566	-0.232654	0.232627
9.2	-0.974844	-0.222916	0.22289
9.21	-0.977024	-0.21308	0.21313
9.22	-0.979106	-0.203364	0.20335
9.23	-0.981091	-0.193564	0.193549
9.24	-0.982977	-0.18368	0.183728
9.25	-0.984765	-0.173915	0.173889
9.26	-0.986455	-0.164059	0.164033
9.27	-0.988046	-0.154148	0.154161
9.28	-0.989538	-0.14425	0.144273
9.29	-0.990931	-0.134351	0.13437
9.3	-0.992225	-0.124446	0.124454
9.31	-0.99342	-0.114566	0.114526
9.32	-0.994516	-0.104591	0.104586
9.33	-0.995512	-0.0946691	0.094636
9.34	-0.996409	-0.0846325	0.0846763
9.35	-0.997205	-0.074701	0.0747082
9.36	-0.997903	-0.0647634	0.0647326
9.37	-0.9985	-0.0547453	0.0547505
9.38	-0.998998	-0.0447555	0.0447629
9.39	-0.999395	-0.0347327	0.0347708
9.4	-0.999693	-0.0248138	0.0247753
9.41	-0.999891	-0.0148121	0.0147773
9.42	-0.999989	-0.00473792	0.00477783
9.43	-0.999986	0.00526376	-0.00522213
9.44	-0.999884	0.0151829	-0.0152216
9.45	-0.999682	0.0252046	-0.0252195
9.46	-0.99938	0.0351985	-0.0352149
9.47	-0.998978	0.0452013	-0.0452067
9.48	-0.998476	0.0551964	-0.0551941
9.49	-0.997874	0.0652132	-0.0651759
9.5	-0.997172	0.0751507	-0.0751512
9.51	-0.996371	0.0850841	-0.085119
9.52	-0.99547	0.0951128	-0.0950783
9.53	-0.994469	0.105064	-0.105028
9.54	-0.993369	0.114929	-0.114967
9.55	-0.99217	0.124919	-0.124895
9.56	-0.990871	0.134796	-0.13481
9.57	-0.989474	0.144696	-0.144712
9.58	-0.987977	0.15462	-0.1546
9.59	-0.986382	0.164424	-0.164471
9.6	-0.984688	0.174382	-0.174327
9.61	-0.982895	0.184147	-0.184165
9.62	-0.981005	0.193931	-0.193984
9.63	-0.979016	0.203831	-0.203785
9.64	-0.976929	0.213547	-0.213564
9.65	-0.974745	0.223281	-0.223323
9.66	-0.972463	0.233128	-0.233059
9.67	-0.970083	0.242806	-0.242772
9.68	-0.967607	0.25245	-0.25246
9.69	-0.965034	0.262096	-0.262124
9.7	-0.962365	0.271765	-0.271761
9.71	-0.959599	0.281344	-0.281371
9.72	-0.956738	0.29096	-0.290952
9.73	-0.95378	0.300516	-0.300505
9.74	-0.950728	0.309976	-0.310028
9.75	-0.94758	0.319579	-0.319519
9.76	-0.944337	0.329006	-0.328979
9.77	-0.941	0.338396	-0.338406
9.78	-0.937569	0.347811	-0.347799
9.79	-0.934044	0.357161	-0.357157
9.8	-0.930426	0.366444	-0.366479
9.81	-0.926715	0.375761	-0.375765
9.82	-0.922911	0.385011	-0.385013
9.83	-0.919015	0.394195	-0.394223
9.84	-0.915027	0.403407	-0.403393
9.85	-0.910947	0.412576	-0.412523
9.86	-0.906776	0.421591	-0.421612
9.87	-0.902515	0.430662	-0.430658
9.88	-0.898163	0.439662	-0.439662
9.89	-0.893722	0.448591	-0.448621
9.9	-0.889191	0.457575	-0.457536
9.91	-0.884571	0.466409	-0.466405
9.92	-0.879863	0.47519	-0.475227
9.93	-0.875067	0.48403	-0.484002
9.94	-0.870183	0.492689	-0.492728
9.95	-0.865213	0.501413	-0.501405
9.96	-0.860155	0.510059	-0.510032
9.97	-0.855012	0.51865	-0.518608
9.98	-0.849783	0.52694	-0.527132
9.99	-0.84447	0.536188	-0.535603
10	-0.839072	0.541606	-0.544021
