0.00631811	-0.967035	0.245813	-0.00589105	-0.00546347	0.972926	-0.24035	0.473897	0.430405	-0.932473	-0.864649	0.458576	0.434245	
0.0123877	-0.964136	0.24842	-0.0115512	-0.0107111	0.975687	-0.237709	0.481349	0.428441	-0.932658	-0.864416	0.451309	0.435975	
0.018307	-0.961265	0.25095	-0.0170725	-0.0158269	0.978337	-0.235123	0.488673	0.426448	-0.932954	-0.864042	0.44428	0.437594	
0.0241338	-0.958396	0.253429	-0.0225097	-0.0208602	0.980906	-0.232569	0.495939	0.42441	-0.933357	-0.863533	0.437417	0.439123	
0.0299031	-0.955514	0.255872	-0.0278958	-0.0258405	0.98341	-0.230031	0.503187	0.422314	-0.933864	-0.862891	0.430677	0.440576	
0.0356358	-0.952609	0.258287	-0.033251	-0.0307853	0.98586	-0.227501	0.510441	0.420154	-0.934474	-0.862116	0.424033	0.441962	
0.041345	-0.949674	0.260679	-0.038588	-0.0357048	0.988262	-0.224974	0.517717	0.417922	-0.935186	-0.861209	0.417469	0.443286	
0.0470383	-0.946706	0.263052	-0.0439144	-0.0406051	0.99062	-0.222447	0.525024	0.415616	-0.936001	-0.860169	0.410976	0.444553	
0.0527203	-0.943702	0.265407	-0.0492352	-0.0454895	0.992937	-0.219917	0.532367	0.413232	-0.936916	-0.858997	0.404549	0.445765	
0.0583937	-0.940661	0.267744	-0.0545534	-0.0503594	0.995214	-0.217385	0.539748	0.410766	-0.937931	-0.857691	0.398182	0.446925	
0.0640599	-0.937581	0.270065	-0.059871	-0.0552154	0.997452	-0.214849	0.547169	0.408217	-0.939045	-0.856251	0.391876	0.448034	
0.0697198	-0.934463	0.272368	-0.0651891	-0.0600574	0.999653	-0.212311	0.55463	0.405582	-0.940257	-0.854677	0.385627	0.449096	
0.0753734	-0.931307	0.274653	-0.0705086	-0.0648848	1.00182	-0.209769	0.562129	0.402859	-0.941566	-0.85297	0.379436	0.45011	
0.0810209	-0.928111	0.276921	-0.0758299	-0.0696969	1.00394	-0.207224	0.569667	0.400047	-0.942969	-0.851127	0.373302	0.45108	
0.0866619	-0.924876	0.279169	-0.0811532	-0.0744927	1.00603	-0.204677	0.577242	0.397143	-0.944466	-0.84915	0.367225	0.452006	
0.0922961	-0.921602	0.281399	-0.0864789	-0.0792713	1.00808	-0.202127	0.584851	0.394147	-0.946055	-0.847037	0.361204	0.45289	
