0.0565067	-0.547695	0.346295	-0.533357	-0.343382	1.08105	-0.00291276	1.09424	-0.220696	-1.09861	-0.246866	0.00436424	0.467562	
0.111065	-0.48757	0.331031	-0.59266	-0.353628	1.08023	0.0225969	1.10677	-0.338829	-1.07224	-0.128756	-0.0345385	0.467585	
0.164663	-0.428291	0.309868	-0.649053	-0.357528	1.07734	0.0476601	1.10259	-0.449917	-1.02931	-0.0177256	-0.0732824	0.467643	
0.218186	-0.369691	0.283033	-0.702673	-0.355723	1.07236	0.07269	1.08512	-0.55112	-0.972037	0.0835031	-0.113078	0.467617	
0.272464	-0.311489	0.250636	-0.753605	-0.3487	1.06509	0.0980645	1.05818	-0.64041	-0.903016	0.173118	-0.155161	0.467292	
0.328312	-0.25328	0.212674	-0.801885	-0.336813	1.05516	0.124139	1.02581	-0.716415	-0.824903	0.250119	-0.20091	0.466296	
0.386598	-0.194476	0.169034	-0.847508	-0.320292	1.04198	0.151259	0.992213	-0.778206	-0.740218	0.314207	-0.251995	0.464	
0.448326	-0.134203	0.11946	-0.890444	-0.299231	1.02465	0.179771	0.961727	-0.824972	-0.651146	0.365664	-0.310581	0.459308	
0.514751	-0.0711372	0.0635406	-0.930625	-0.273549	1.00176	0.210008	0.939016	-0.855473	-0.559415	0.405211	-0.379602	0.450262	
0.587376	-0.00339189	0.000856854	-0.96783	-0.243003	0.971221	0.242146	0.929312	-0.867098	-0.466398	0.433825	-0.462914	0.433273	
0.66699	0.0708121	-0.0678597	-1.00123	-0.207647	0.930418	0.275507	0.938127	-0.854716	-0.374245	0.452559	-0.563882	0.402158	
0.750051	0.149809	-0.137328	-1.02869	-0.169581	0.878885	0.30691	0.967167	-0.812754	-0.288676	0.462795	-0.678491	0.349959	
0.80825	0.505201	-0.340719	-1.07773	-0.0111461	0.572529	0.351865	1.09667	-0.302351	-0.0150849	0.468647	-1.08159	-0.166296	
0.864156	0.566067	-0.354282	-1.07746	0.0150505	0.511388	0.339231	1.07764	-0.182448	0.0249166	0.468537	-1.10256	-0.286089	
0.918767	0.624007	-0.361106	-1.07502	0.0406365	0.451016	0.320469	1.04133	-0.0680676	0.0643038	0.468495	-1.10564	-0.400428	
0.97298	0.679129	-0.361894	-1.07046	0.0660338	0.391329	0.29586	0.989698	0.0375833	0.104329	0.468433	-1.09403	-0.506016	
1.02763	0.731505	-0.357199	-1.06362	0.0916276	0.332115	0.265571	0.925213	0.132271	0.146234	0.468167	-1.07145	-0.600438	
1.08352	0.781168	-0.347438	-1.0542	0.117776	0.273031	0.229662	0.850565	0.214646	0.191367	0.467379	-1.04193	-0.682025	
1.14149	0.828111	-0.332908	-1.04167	0.144823	0.213564	0.188085	0.768383	0.28413	0.241326	0.465529	-1.00971	-0.749659	
1.20247	0.872304	-0.313776	-1.02525	0.173107	0.152947	0.140669	0.681031	0.340799	0.29814	0.461681	-0.979171	-0.80248	
1.2676	0.913693	-0.290052	-1.00371	0.202956	0.0900127	0.0870959	0.590442	0.38524	0.364539	0.454172	-0.954981	-0.839412	
1.33829	0.952129	-0.261571	-0.975174	0.234602	0.023045	0.0269684	0.498124	0.418371	0.444196	0.439956	-0.942319	-0.858327	
1.41565	0.987042	-0.228244	-0.937131	0.267708	-0.0499108	-0.0394642	0.405866	0.441233	0.541063	0.413573	-0.946928	-0.854806	
1.49762	1.01665	-0.191458	-0.888227	0.299877	-0.128428	-0.108419	0.31834	0.454982	0.654075	0.367661	-0.972414	-0.822643	
1.55431	1.07405	-0.0355039	-0.589265	0.354387	-0.484786	-0.318883	0.0387834	0.467178	1.08316	-0.133253	-1.12194	-0.333925	
1.60826	1.07509	-0.010287	-0.530026	0.343957	-0.545065	-0.33367	-0.000180217	0.467579	1.10955	-0.254181	-1.10937	-0.213398	
1.66053	1.0741	0.0141666	-0.471752	0.327614	-0.602344	-0.34178	-0.0379707	0.468033	1.1171	-0.370857	-1.07913	-0.0971759	
1.71206	1.07117	0.0382933	-0.414347	0.30567	-0.656822	-0.343963	-0.0758135	0.468505	1.10874	-0.479838	-1.03292	0.0113329	
1.76368	1.06625	0.0624895	-0.3576	0.278304	-0.708653	-0.340794	-0.114868	0.468888	1.0879	-0.578566	-0.973031	0.109678	
1.8162	1.05914	0.087122	-0.301204	0.245579	-0.757936	-0.332701	-0.156336	0.468976	1.05836	-0.665243	-0.902022	0.196267	
1.87042	1.04945	0.112539	-0.244738	0.207447	-0.804712	-0.319986	-0.201575	0.468412	1.02407	-0.738673	-0.822493	0.270261	
1.92719	1.03659	0.139084	-0.18761	0.163751	-0.848978	-0.302835	-0.252248	0.466583	0.98912	-0.798048	-0.736872	0.331466	
1.98749	1.01965	0.167108	-0.128945	0.114194	-0.8907	-0.281302	-0.310523	0.462413	0.957771	-0.842644	-0.647248	0.38023	
2.05257	0.997233	0.196955	-0.0674304	0.0583181	-0.929802	-0.255273	-0.379356	0.453971	0.934607	-0.871273	-0.55525	0.417303	
2.12392	0.967247	0.228818	-0.00119565	-0.00433358	-0.966051	-0.224484	-0.462641	0.437693	0.924824	-0.881356	-0.462183	0.443663	
2.20226	0.927111	0.262026	0.071482	-0.073022	-0.998593	-0.189004	-0.563729	0.407442	0.933923	-0.867815	-0.370194	0.460373	
2.28398	0.876422	0.293395	0.148875	-0.142406	-1.0253	-0.150989	-0.678469	0.356354	0.963497	-0.825251	-0.285028	0.468897	
2.34147	0.573864	0.340762	0.498777	-0.347173	-1.07264	0.00641185	-1.08589	-0.154273	1.09862	-0.31588	-0.0127297	0.470154	
2.3967	0.513184	0.328958	0.559059	-0.361316	-1.07224	0.0323584	-1.1083	-0.273596	1.08114	-0.195821	0.0271547	0.469417	
2.45065	0.453192	0.311104	0.616529	-0.36877	-1.06972	0.0576662	-1.11281	-0.387697	1.04639	-0.0810601	0.0664167	0.468757	
2.5042	0.393811	0.287478	0.671292	-0.37023	-1.0651	0.082752	-1.10254	-0.493252	0.996249	0.0251895	0.106294	0.468063	
2.55818	0.334826	0.258244	0.723422	-0.36624	-1.05825	0.107996	-1.08117	-0.587813	0.933157	0.120681	0.148012	0.467132	
2.6134	0.275894	0.223461	0.772955	-0.357211	-1.04885	0.13375	-1.05266	-0.669671	0.85976	0.204043	0.192898	0.465629	
2.67067	0.216504	0.18308	0.819893	-0.34343	-1.0364	0.16035	-1.02117	-0.73766	0.778656	0.274666	0.242516	0.462994	
2.73094	0.155893	0.136933	0.864214	-0.325055	-1.02011	0.188123	-0.991031	-0.790868	0.692184	0.332591	0.298847	0.458277	
2.79533	0.0929061	0.0847008	0.905876	-0.302085	-0.998782	0.217384	-0.966808	-0.828176	0.602268	0.378367	0.364539	0.449808	
2.86527	0.0258389	0.0259842	0.944748	-0.274337	-0.970587	0.248353	-0.953551	-0.847443	0.510402	0.412881	0.443149	0.434562	
2.94196	-0.0472948	-0.0390471	0.980304	-0.241668	-0.933009	0.280715	-0.956842	-0.844287	0.418293	0.437138	0.538549	0.407148	
3.02363	-0.126267	-0.106911	1.01081	-0.205291	-0.884545	0.312203	-0.980355	-0.812464	0.330398	0.452213	0.649957	0.360251	
3.08113	-0.487037	-0.315651	1.07208	-0.0481744	-0.585045	0.363825	-1.12024	-0.323532	0.0469977	0.46801	1.07324	-0.144479	
3.13594	-0.548133	-0.330102	1.07357	-0.0224995	-0.525438	0.352601	-1.10599	-0.203014	0.00736317	0.468868	1.09862	-0.265854	
3.1891	-0.606158	-0.3378	1.07294	0.00244803	-0.466784	0.335352	-1.07411	-0.0869205	-0.0311083	0.469769	1.10522	-0.382848	
3.24153	-0.661284	-0.33949	1.0703	0.0271001	-0.40902	0.31239	-1.0263	0.0212917	-0.0696636	0.470691	1.09596	-0.491983	
3.29406	-0.713645	-0.335753	1.06561	0.0518516	-0.351961	0.283902	-0.964883	0.119139	-0.109487	0.471534	1.07437	-0.590673	
3.34751	-0.76332	-0.327031	1.05863	0.0770708	-0.295313	0.24996	-0.892476	0.205025	-0.151812	0.472093	1.04429	-0.677118	
3.40266	-0.81034	-0.313638	1.049	0.103111	-0.238658	0.210527	-0.811713	0.278129	-0.198042	0.472008	1.00975	-0.750137	
3.46038	-0.854697	-0.295774	1.03609	0.130324	-0.181393	0.165451	-0.725044	0.338299	-0.249903	0.470644	0.974947	-0.808943	
