x	res0	res1	res2	res3	func
0.467	0.491027	0.491027	0.491027	0.491027	0.491027
0.468	0.491934	0.491934	0.491934	0.491934	0.491934
0.469	0.49284	0.49284	0.49284	0.49284	0.49284
0.47	0.493745	0.493745	0.493745	0.493745	0.493745
0.471	0.494649	0.494649	0.494649	0.494649	0.494649
0.472	0.495553	0.495553	0.495553	0.495553	0.495553
0.473	0.496455	0.496455	0.496455	0.496455	0.496455
0.474	0.497357	0.497357	0.497357	0.497357	0.497357
0.475	0.498258	0.498258	0.498258	0.498258	0.498258
0.476	0.499158	0.499158	0.499158	0.499158	0.499158
0.477	0.500057	0.500057	0.500057	0.500057	0.500057
0.478	0.500956	0.500956	0.500955	0.500956	0.500956
0.479	0.501853	0.501853	0.501853	0.501853	0.501853
0.48	0.50275	0.50275	0.502749	0.50275	0.50275
0.481	0.503645	0.503645	0.503645	0.503645	0.503645
0.482	0.50454	0.50454	0.50454	0.50454	0.50454
0.483	0.505434	0.505434	0.505434	0.505434	0.505434
0.484	0.506327	0.506327	0.506327	0.506327	0.506327
0.485	0.50722	0.50722	0.50722	0.50722	0.50722
0.486	0.508111	0.508111	0.508111	0.508111	0.508111
0.487	0.509002	0.509002	0.509001	0.509002	0.509002
0.488	0.509891	0.509891	0.509891	0.509891	0.509891
0.489	0.51078	0.51078	0.51078	0.51078	0.51078
0.49	0.511668	0.511668	0.511668	0.511668	0.511668
0.491	0.512555	0.512555	0.512555	0.512555	0.512555
0.492	0.513442	0.513442	0.513441	0.513442	0.513442
0.493	0.514327	0.514327	0.514327	0.514327	0.514327
0.494	0.515211	0.515211	0.515211	0.515211	0.515211
0.495	0.516095	0.516095	0.516095	0.516095	0.516095
0.496	0.516978	0.516978	0.516977	0.516978	0.516978
0.497	0.51786	0.51786	0.517859	0.51786	0.51786
0.498	0.518741	0.518741	0.51874	0.518741	0.518741
0.499	0.519621	0.519621	0.51962	0.519621	0.519621
0.5	0.5205	0.5205	0.5205	0.5205	0.5205
0.501	0.521378	0.521378	0.521378	0.521378	0.521378
0.502	0.522256	0.522256	0.522255	0.522256	0.522256
0.503	0.523132	0.523132	0.523132	0.523132	0.523132
0.504	0.524008	0.524008	0.524008	0.524008	0.524008
0.505	0.524883	0.524883	0.524882	0.524883	0.524883
0.506	0.525757	0.525757	0.525756	0.525757	0.525757
0.507	0.52663	0.52663	0.526629	0.52663	0.52663
0.508	0.527502	0.527502	0.527502	0.527502	0.527502
0.509	0.528373	0.528373	0.528373	0.528373	0.528373
0.51	0.529244	0.529244	0.529243	0.529244	0.529244
0.511	0.530113	0.530113	0.530113	0.530113	0.530113
0.512	0.530982	0.530982	0.530981	0.530982	0.530982
0.513	0.531849	0.531849	0.531849	0.531849	0.531849
0.514	0.532716	0.532716	0.532716	0.532716	0.532716
0.515	0.533582	0.533582	0.533582	0.533582	0.533582
0.516	0.534447	0.534447	0.534447	0.534447	0.534447
0.517	0.535311	0.535311	0.535311	0.535311	0.535311
0.518	0.536175	0.536175	0.536174	0.536175	0.536175
0.519	0.537037	0.537037	0.537037	0.537037	0.537037
0.52	0.537899	0.537899	0.537898	0.537899	0.537899
0.521	0.538759	0.538759	0.538759	0.538759	0.538759
0.522	0.539619	0.539619	0.539619	0.539619	0.539619
0.523	0.540478	0.540478	0.540477	0.540478	0.540478
0.524	0.541336	0.541336	0.541335	0.541336	0.541336
0.525	0.542193	0.542193	0.542192	0.542193	0.542193
0.526	0.543049	0.543049	0.543048	0.543049	0.543049
0.527	0.543904	0.543904	0.543903	0.543904	0.543904
0.528	0.544758	0.544758	0.544758	0.544758	0.544758
0.529	0.545612	0.545612	0.545611	0.545612	0.545612
0.53	0.546464	0.546464	0.546464	0.546464	0.546464
0.531	0.547316	0.547316	0.547315	0.547316	0.547316
0.532	0.548166	0.548166	0.548166	0.548166	0.548166
0.533	0.549016	0.549016	0.549016	0.549016	0.549016
0.534	0.549865	0.549865	0.549865	0.549865	0.549865
0.535	0.550713	0.550713	0.550713	0.550713	0.550713
0.536	0.55156	0.55156	0.55156	0.55156	0.55156
0.537	0.552406	0.552406	0.552406	0.552406	0.552406
0.538	0.553251	0.553251	0.553251	0.553251	0.553251
0.539	0.554096	0.554096	0.554095	0.554096	0.554096
0.54	0.554939	0.554939	0.554939	0.554939	0.554939
0.541	0.555782	0.555782	0.555781	0.555782	0.555782
0.542	0.556623	0.556623	0.556623	0.556623	0.556623
0.543	0.557464	0.557464	0.557464	0.557464	0.557464
0.544	0.558304	0.558304	0.558303	0.558304	0.558304
0.545	0.559143	0.559143	0.559142	0.559143	0.559143
0.546	0.559981	0.559981	0.55998	0.559981	0.559981
0.547	0.560818	0.560818	0.560817	0.560818	0.560818
0.548	0.561654	0.561654	0.561653	0.561654	0.561654
0.549	0.562489	0.562489	0.562489	0.562489	0.562489
0.55	0.563323	0.563323	0.563323	0.563323	0.563323
0.551	0.564157	0.564157	0.564156	0.564157	0.564157
0.552	0.564989	0.564989	0.564989	0.564989	0.564989
0.553	0.565821	0.565821	0.56582	0.565821	0.565821
0.554	0.566651	0.566651	0.566651	0.566651	0.566651
0.555	0.567481	0.567481	0.56748	0.567481	0.567481
0.556	0.56831	0.56831	0.568309	0.56831	0.56831
0.557	0.569138	0.569138	0.569137	0.569138	0.569138
0.558	0.569965	0.569965	0.569964	0.569965	0.569965
0.559	0.570791	0.570791	0.57079	0.570791	0.570791
0.56	0.571616	0.571616	0.571615	0.571616	0.571616
0.561	0.57244	0.57244	0.572439	0.57244	0.57244
0.562	0.573263	0.573263	0.573263	0.573263	0.573263
0.563	0.574086	0.574086	0.574085	0.574086	0.574086
0.564	0.574907	0.574907	0.574906	0.574907	0.574907
0.565	0.575727	0.575727	0.575727	0.575727	0.575727
0.566	0.576547	0.576547	0.576546	0.576547	0.576547
0.567	0.577366	0.577366	0.577365	0.577366	0.577366
0.568	0.578183	0.578183	0.578183	0.578183	0.578183
0.569	0.579	0.579	0.578999	0.579	0.579
0.57	0.579816	0.579816	0.579815	0.579816	0.579816
0.571	0.580631	0.580631	0.58063	0.580631	0.580631
0.572	0.581445	0.581445	0.581444	0.581445	0.581445
0.573	0.582258	0.582258	0.582257	0.582258	0.582258
0.574	0.58307	0.58307	0.583069	0.58307	0.58307
0.575	0.583881	0.583881	0.58388	0.583881	0.583881
0.576	0.584691	0.584691	0.584691	0.584691	0.584691
0.577	0.585501	0.585501	0.5855	0.585501	0.585501
0.578	0.586309	0.586309	0.586308	0.586309	0.586309
0.579	0.587116	0.587116	0.587116	0.587116	0.587116
0.58	0.587923	0.587923	0.587922	0.587923	0.587923
0.581	0.588728	0.588728	0.588728	0.588728	0.588728
0.582	0.589533	0.589533	0.589532	0.589533	0.589533
0.583	0.590337	0.590337	0.590336	0.590337	0.590337
0.584	0.59114	0.59114	0.591139	0.59114	0.59114
0.585	0.591941	0.591941	0.591941	0.591941	0.591941
0.586	0.592742	0.592742	0.592742	0.592742	0.592742
0.587	0.593542	0.593542	0.593542	0.593542	0.593542
0.588	0.594341	0.594341	0.594341	0.594341	0.594341
0.589	0.595139	0.595139	0.595139	0.595139	0.595139
0.59	0.595936	0.595936	0.595936	0.595936	0.595936
0.591	0.596733	0.596733	0.596732	0.596733	0.596733
0.592	0.597528	0.597528	0.597527	0.597528	0.597528
0.593	0.598322	0.598322	0.598321	0.598322	0.598322
0.594	0.599116	0.599116	0.599115	0.599116	0.599116
0.595	0.599908	0.599908	0.599907	0.599908	0.599908
0.596	0.6007	0.6007	0.600699	0.6007	0.6007
0.597	0.60149	0.60149	0.601489	0.60149	0.60149
0.598	0.60228	0.60228	0.602279	0.60228	0.60228
0.599	0.603068	0.603068	0.603068	0.603068	0.603068
0.6	0.603856	0.603856	0.603855	0.603856	0.603856
0.601	0.604643	0.604643	0.604642	0.604643	0.604643
0.602	0.605429	0.605429	0.605428	0.605429	0.605429
0.603	0.606214	0.606214	0.606213	0.606214	0.606214
0.604	0.606998	0.606998	0.606997	0.606998	0.606998
0.605	0.60778	0.60778	0.60778	0.60778	0.60778
0.606	0.608563	0.608563	0.608562	0.608563	0.608563
0.607	0.609344	0.609344	0.609343	0.609344	0.609344
0.608	0.610124	0.610124	0.610123	0.610124	0.610124
0.609	0.610903	0.610903	0.610902	0.610903	0.610903
0.61	0.611681	0.611681	0.61168	0.611681	0.611681
0.611	0.612459	0.612459	0.612458	0.612459	0.612459
0.612	0.613235	0.613235	0.613234	0.613235	0.613235
0.613	0.61401	0.61401	0.614009	0.61401	0.61401
0.614	0.614785	0.614785	0.614784	0.614785	0.614785
0.615	0.615558	0.615558	0.615557	0.615558	0.615558
0.616	0.616331	0.616331	0.61633	0.616331	0.616331
0.617	0.617102	0.617102	0.617101	0.617102	0.617102
0.618	0.617873	0.617873	0.617872	0.617873	0.617873
0.619	0.618643	0.618643	0.618642	0.618643	0.618643
0.62	0.619411	0.619411	0.61941	0.619411	0.619411
0.621	0.620179	0.620179	0.620178	0.620179	0.620179
0.622	0.620946	0.620946	0.620945	0.620946	0.620946
0.623	0.621712	0.621712	0.621711	0.621712	0.621712
0.624	0.622477	0.622477	0.622476	0.622477	0.622477
0.625	0.623241	0.623241	0.62324	0.623241	0.623241
0.626	0.624004	0.624004	0.624003	0.624004	0.624004
0.627	0.624766	0.624766	0.624765	0.624766	0.624766
0.628	0.625527	0.625527	0.625526	0.625527	0.625527
0.629	0.626287	0.626287	0.626286	0.626287	0.626287
0.63	0.627046	0.627046	0.627045	0.627046	0.627046
0.631	0.627805	0.627805	0.627804	0.627805	0.627805
0.632	0.628562	0.628562	0.628561	0.628562	0.628562
0.633	0.629318	0.629318	0.629317	0.629318	0.629318
0.634	0.630074	0.630074	0.630073	0.630074	0.630074
0.635	0.630828	0.630828	0.630827	0.630828	0.630828
0.636	0.631582	0.631582	0.63158	0.631582	0.631582
0.637	0.632334	0.632334	0.632333	0.632334	0.632334
0.638	0.633086	0.633086	0.633084	0.633086	0.633086
0.639	0.633836	0.633836	0.633835	0.633836	0.633836
0.64	0.634586	0.634586	0.634585	0.634586	0.634586
0.641	0.635334	0.635334	0.635333	0.635334	0.635334
0.642	0.636082	0.636082	0.636081	0.636082	0.636082
0.643	0.636829	0.636829	0.636828	0.636829	0.636829
0.644	0.637575	0.637575	0.637574	0.637575	0.637575
0.645	0.63832	0.63832	0.638318	0.63832	0.63832
0.646	0.639063	0.639063	0.639062	0.639063	0.639063
0.647	0.639806	0.639806	0.639805	0.639806	0.639806
0.648	0.640548	0.640548	0.640547	0.640548	0.640548
0.649	0.641289	0.641289	0.641288	0.641289	0.641289
0.65	0.642029	0.642029	0.642028	0.642029	0.642029
0.651	0.642768	0.642768	0.642767	0.642768	0.642768
0.652	0.643506	0.643506	0.643505	0.643506	0.643506
0.653	0.644244	0.644244	0.644242	0.644244	0.644244
0.654	0.64498	0.64498	0.644979	0.64498	0.64498
0.655	0.645715	0.645715	0.645714	0.645715	0.645715
0.656	0.646449	0.646449	0.646448	0.646449	0.646449
0.657	0.647183	0.647183	0.647181	0.647183	0.647183
0.658	0.647915	0.647915	0.647914	0.647915	0.647915
0.659	0.648646	0.648646	0.648645	0.648646	0.648646
0.66	0.649377	0.649377	0.649375	0.649377	0.649377
0.661	0.650106	0.650106	0.650105	0.650106	0.650106
0.662	0.650835	0.650835	0.650833	0.650835	0.650835
0.663	0.651562	0.651562	0.651561	0.651562	0.651562
0.664	0.652289	0.652289	0.652287	0.652289	0.652289
0.665	0.653014	0.653014	0.653013	0.653014	0.653014
0.666	0.653739	0.653739	0.653738	0.653739	0.653739
0.667	0.654463	0.654463	0.654461	0.654463	0.654463
0.668	0.655185	0.655185	0.655184	0.655185	0.655185
0.669	0.655907	0.655907	0.655906	0.655907	0.655907
0.67	0.656628	0.656628	0.656626	0.656628	0.656628
0.671	0.657347	0.657347	0.657346	0.657347	0.657347
0.672	0.658066	0.658066	0.658065	0.658066	0.658066
0.673	0.658784	0.658784	0.658783	0.658784	0.658784
0.674	0.659501	0.659501	0.6595	0.659501	0.659501
0.675	0.660217	0.660217	0.660216	0.660217	0.660217
0.676	0.660932	0.660932	0.660931	0.660932	0.660932
0.677	0.661646	0.661646	0.661645	0.661646	0.661646
0.678	0.662359	0.662359	0.662358	0.662359	0.662359
0.679	0.663071	0.663071	0.66307	0.663071	0.663071
0.68	0.663782	0.663782	0.663781	0.663782	0.663782
0.681	0.664492	0.664492	0.664491	0.664492	0.664492
0.682	0.665202	0.665202	0.6652	0.665202	0.665202
0.683	0.66591	0.66591	0.665908	0.66591	0.66591
0.684	0.666617	0.666617	0.666615	0.666617	0.666617
0.685	0.667323	0.667323	0.667322	0.667323	0.667323
0.686	0.668029	0.668029	0.668027	0.668029	0.668029
0.687	0.668733	0.668733	0.668731	0.668733	0.668733
0.688	0.669436	0.669436	0.669435	0.669436	0.669436
0.689	0.670139	0.670139	0.670137	0.670139	0.670139
0.69	0.67084	0.67084	0.670839	0.67084	0.67084
0.691	0.671541	0.671541	0.671539	0.671541	0.671541
0.692	0.67224	0.67224	0.672238	0.67224	0.67224
0.693	0.672939	0.672939	0.672937	0.672939	0.672939
0.694	0.673636	0.673636	0.673635	0.673636	0.673636
0.695	0.674333	0.674333	0.674331	0.674333	0.674333
0.696	0.675028	0.675028	0.675027	0.675028	0.675028
0.697	0.675723	0.675723	0.675721	0.675723	0.675723
0.698	0.676417	0.676417	0.676415	0.676417	0.676417
0.699	0.677109	0.677109	0.677108	0.677109	0.677109
0.7	0.677801	0.677801	0.6778	0.677801	0.677801
0.701	0.678492	0.678492	0.67849	0.678492	0.678492
0.702	0.679182	0.679182	0.67918	0.679182	0.679182
0.703	0.679871	0.679871	0.679869	0.679871	0.679871
0.704	0.680559	0.680559	0.680557	0.680559	0.680559
0.705	0.681245	0.681245	0.681244	0.681245	0.681245
0.706	0.681931	0.681931	0.68193	0.681931	0.681931
0.707	0.682616	0.682616	0.682615	0.682616	0.682616
0.708	0.6833	0.6833	0.683299	0.6833	0.6833
0.709	0.683983	0.683983	0.683982	0.683983	0.683983
0.71	0.684666	0.684666	0.684664	0.684666	0.684666
0.711	0.685347	0.685347	0.685345	0.685347	0.685347
0.712	0.686027	0.686027	0.686025	0.686027	0.686027
0.713	0.686706	0.686706	0.686704	0.686706	0.686706
0.714	0.687384	0.687384	0.687382	0.687384	0.687384
0.715	0.688061	0.688061	0.68806	0.688061	0.688061
0.716	0.688738	0.688738	0.688736	0.688738	0.688738
0.717	0.689413	0.689413	0.689411	0.689413	0.689413
0.718	0.690087	0.690087	0.690086	0.690087	0.690087
0.719	0.690761	0.690761	0.690759	0.690761	0.690761
0.72	0.691433	0.691433	0.691431	0.691433	0.691433
0.721	0.692105	0.692105	0.692103	0.692105	0.692105
0.722	0.692775	0.692775	0.692773	0.692775	0.692775
0.723	0.693445	0.693445	0.693443	0.693445	0.693445
0.724	0.694113	0.694113	0.694111	0.694113	0.694113
0.725	0.694781	0.694781	0.694779	0.694781	0.694781
0.726	0.695447	0.695447	0.695445	0.695447	0.695447
0.727	0.696113	0.696113	0.696111	0.696113	0.696113
0.728	0.696778	0.696778	0.696776	0.696778	0.696778
0.729	0.697441	0.697441	0.697439	0.697441	0.697441
0.73	0.698104	0.698104	0.698102	0.698104	0.698104
0.731	0.698766	0.698766	0.698764	0.698766	0.698766
0.732	0.699427	0.699427	0.699425	0.699427	0.699427
0.733	0.700086	0.700086	0.700085	0.700086	0.700086
0.734	0.700745	0.700745	0.700743	0.700745	0.700745
0.735	0.701403	0.701403	0.701401	0.701403	0.701403
0.736	0.70206	0.70206	0.702058	0.70206	0.70206
0.737	0.702716	0.702716	0.702714	0.702716	0.702716
0.738	0.703371	0.703371	0.703369	0.703371	0.703371
0.739	0.704025	0.704025	0.704023	0.704025	0.704025
0.74	0.704678	0.704678	0.704676	0.704678	0.704678
0.741	0.70533	0.70533	0.705328	0.70533	0.70533
0.742	0.705981	0.705981	0.705979	0.705981	0.705981
0.743	0.706631	0.706631	0.70663	0.706631	0.706631
0.744	0.707281	0.707281	0.707279	0.707281	0.707281
0.745	0.707929	0.707929	0.707927	0.707929	0.707929
0.746	0.708576	0.708576	0.708574	0.708576	0.708576
0.747	0.709222	0.709222	0.709221	0.709223	0.709222
0.748	0.709868	0.709868	0.709866	0.709868	0.709868
0.749	0.710512	0.710512	0.71051	0.710512	0.710512
0.75	0.711156	0.711156	0.711154	0.711156	0.711156
0.751	0.711798	0.711798	0.711796	0.711798	0.711798
0.752	0.71244	0.71244	0.712438	0.71244	0.71244
0.753	0.71308	0.71308	0.713078	0.71308	0.71308
0.754	0.71372	0.71372	0.713718	0.71372	0.71372
0.755	0.714358	0.714358	0.714356	0.714358	0.714358
0.756	0.714996	0.714996	0.714994	0.714996	0.714996
0.757	0.715633	0.715633	0.715631	0.715633	0.715633
0.758	0.716268	0.716268	0.716266	0.716268	0.716268
0.759	0.716903	0.716903	0.716901	0.716903	0.716903
0.76	0.717537	0.717537	0.717535	0.717537	0.717537
0.761	0.71817	0.71817	0.718168	0.71817	0.71817
0.762	0.718801	0.718801	0.7188	0.718801	0.718801
0.763	0.719432	0.719432	0.71943	0.719432	0.719432
0.764	0.720062	0.720062	0.72006	0.720062	0.720062
0.765	0.720691	0.720691	0.720689	0.720691	0.720691
0.766	0.721319	0.721319	0.721317	0.721319	0.721319
0.767	0.721946	0.721946	0.721944	0.721946	0.721946
0.768	0.722572	0.722572	0.72257	0.722572	0.722572
0.769	0.723197	0.723197	0.723196	0.723197	0.723197
0.77	0.723822	0.723822	0.72382	0.723822	0.723822
0.771	0.724445	0.724445	0.724443	0.724445	0.724445
0.772	0.725067	0.725067	0.725065	0.725067	0.725067
0.773	0.725688	0.725688	0.725686	0.725688	0.725688
0.774	0.726309	0.726309	0.726307	0.726309	0.726309
0.775	0.726928	0.726928	0.726926	0.726928	0.726928
0.776	0.727546	0.727546	0.727545	0.727546	0.727546
0.777	0.728164	0.728164	0.728162	0.728164	0.728164
0.778	0.72878	0.72878	0.728778	0.72878	0.72878
0.779	0.729396	0.729396	0.729394	0.729396	0.729396
0.78	0.73001	0.73001	0.730009	0.73001	0.73001
0.781	0.730624	0.730624	0.730622	0.730624	0.730624
0.782	0.731237	0.731237	0.731235	0.731237	0.731237
0.783	0.731848	0.731848	0.731846	0.731848	0.731848
0.784	0.732459	0.732459	0.732457	0.732459	0.732459
0.785	0.733069	0.733069	0.733067	0.733069	0.733069
0.786	0.733678	0.733678	0.733676	0.733678	0.733678
0.787	0.734286	0.734286	0.734284	0.734286	0.734286
0.788	0.734892	0.734892	0.734891	0.734892	0.734892
0.789	0.735498	0.735498	0.735497	0.735498	0.735498
0.79	0.736103	0.736103	0.736102	0.736103	0.736103
0.791	0.736707	0.736707	0.736706	0.736707	0.736707
0.792	0.737311	0.737311	0.737309	0.737311	0.737311
0.793	0.737913	0.737913	0.737911	0.737913	0.737913
0.794	0.738514	0.738514	0.738512	0.738514	0.738514
0.795	0.739114	0.739114	0.739112	0.739114	0.739114
0.796	0.739713	0.739713	0.739712	0.739713	0.739713
0.797	0.740312	0.740312	0.74031	0.740312	0.740312
0.798	0.740909	0.740909	0.740907	0.740909	0.740909
0.799	0.741506	0.741506	0.741504	0.741506	0.741506
0.8	0.742101	0.742101	0.742099	0.742101	0.742101
0.801	0.742695	0.742695	0.742694	0.742695	0.742695
0.802	0.743289	0.743289	0.743287	0.743289	0.743289
0.803	0.743882	0.743882	0.74388	0.743882	0.743882
0.804	0.744473	0.744473	0.744471	0.744473	0.744473
0.805	0.745064	0.745064	0.745062	0.745064	0.745064
0.806	0.745654	0.745654	0.745652	0.745654	0.745654
0.807	0.746243	0.746243	0.746241	0.746243	0.746243
0.808	0.74683	0.74683	0.746829	0.74683	0.74683
0.809	0.747417	0.747417	0.747416	0.747417	0.747417
0.81	0.748003	0.748003	0.748002	0.748003	0.748003
0.811	0.748588	0.748588	0.748587	0.748588	0.748588
0.812	0.749172	0.749172	0.749171	0.749172	0.749172
0.813	0.749755	0.749755	0.749754	0.749755	0.749755
0.814	0.750338	0.750338	0.750336	0.750338	0.750338
0.815	0.750919	0.750919	0.750917	0.750919	0.750919
0.816	0.751499	0.751499	0.751497	0.751499	0.751499
0.817	0.752078	0.752078	0.752077	0.752078	0.752078
0.818	0.752657	0.752657	0.752655	0.752657	0.752657
0.819	0.753234	0.753234	0.753233	0.753234	0.753234
0.82	0.753811	0.753811	0.753809	0.753811	0.753811
0.821	0.754386	0.754386	0.754385	0.754386	0.754386
0.822	0.754961	0.754961	0.754959	0.754961	0.754961
0.823	0.755535	0.755535	0.755533	0.755535	0.755535
0.824	0.756107	0.756107	0.756106	0.756107	0.756107
0.825	0.756679	0.756679	0.756677	0.756679	0.756679
0.826	0.75725	0.75725	0.757248	0.75725	0.75725
0.827	0.75782	0.75782	0.757818	0.75782	0.75782
0.828	0.758389	0.758389	0.758387	0.758389	0.758389
0.829	0.758957	0.758957	0.758955	0.758957	0.758957
0.83	0.759524	0.759524	0.759522	0.759524	0.759524
0.831	0.76009	0.76009	0.760088	0.76009	0.76009
0.832	0.760655	0.760655	0.760654	0.760655	0.760655
0.833	0.761219	0.761219	0.761218	0.761219	0.761219
0.834	0.761783	0.761783	0.761781	0.761783	0.761783
0.835	0.762345	0.762345	0.762344	0.762345	0.762345
0.836	0.762906	0.762906	0.762905	0.762906	0.762906
0.837	0.763467	0.763467	0.763465	0.763467	0.763467
0.838	0.764026	0.764026	0.764025	0.764026	0.764026
0.839	0.764585	0.764585	0.764584	0.764585	0.764585
0.84	0.765143	0.765143	0.765141	0.765143	0.765143
0.841	0.765699	0.765699	0.765698	0.765699	0.765699
0.842	0.766255	0.766255	0.766254	0.766255	0.766255
0.843	0.76681	0.76681	0.766809	0.76681	0.76681
0.844	0.767364	0.767364	0.767363	0.767364	0.767364
0.845	0.767917	0.767917	0.767916	0.767917	0.767917
0.846	0.768469	0.768469	0.768468	0.768469	0.768469
0.847	0.76902	0.76902	0.769019	0.76902	0.76902
0.848	0.76957	0.76957	0.769569	0.76957	0.76957
0.849	0.77012	0.77012	0.770119	0.77012	0.77012
0.85	0.770668	0.770668	0.770667	0.770668	0.770668
0.851	0.771215	0.771215	0.771214	0.771215	0.771215
0.852	0.771762	0.771762	0.771761	0.771762	0.771762
0.853	0.772307	0.772307	0.772306	0.772307	0.772307
0.854	0.772852	0.772852	0.772851	0.772852	0.772852
0.855	0.773396	0.773396	0.773395	0.773396	0.773396
0.856	0.773939	0.773939	0.773938	0.773939	0.773939
0.857	0.77448	0.77448	0.774479	0.77448	0.77448
0.858	0.775021	0.775021	0.77502	0.775021	0.775021
0.859	0.775561	0.775561	0.77556	0.775561	0.775561
0.86	0.7761	0.7761	0.776099	0.7761	0.7761
0.861	0.776638	0.776638	0.776638	0.776638	0.776638
0.862	0.777176	0.777176	0.777175	0.777176	0.777176
0.863	0.777712	0.777712	0.777711	0.777712	0.777712
0.864	0.778247	0.778247	0.778246	0.778247	0.778247
0.865	0.778782	0.778782	0.778781	0.778782	0.778782
0.866	0.779315	0.779315	0.779314	0.779315	0.779315
0.867	0.779848	0.779848	0.779847	0.779848	0.779848
0.868	0.780379	0.780379	0.780379	0.780379	0.780379
0.869	0.78091	0.78091	0.780909	0.78091	0.78091
0.87	0.78144	0.78144	0.781439	0.78144	0.78144
0.871	0.781969	0.781969	0.781968	0.781969	0.781969
0.872	0.782497	0.782497	0.782496	0.782497	0.782497
0.873	0.783024	0.783024	0.783023	0.783024	0.783024
0.874	0.78355	0.78355	0.783549	0.78355	0.78355
0.875	0.784075	0.784075	0.784075	0.784075	0.784075
0.876	0.784599	0.784599	0.784599	0.784599	0.784599
0.877	0.785123	0.785123	0.785122	0.785123	0.785123
0.878	0.785645	0.785645	0.785645	0.785645	0.785645
0.879	0.786167	0.786167	0.786166	0.786167	0.786167
0.88	0.786687	0.786687	0.786687	0.786687	0.786687
0.881	0.787207	0.787207	0.787207	0.787207	0.787207
0.882	0.787726	0.787726	0.787726	0.787726	0.787726
0.883	0.788244	0.788244	0.788244	0.788244	0.788244
0.884	0.788761	0.788761	0.788761	0.788761	0.788761
0.885	0.789277	0.789277	0.789277	0.789277	0.789277
0.886	0.789792	0.789792	0.789792	0.789792	0.789792
0.887	0.790306	0.790306	0.790306	0.790306	0.790306
0.888	0.790819	0.790819	0.79082	0.790819	0.790819
0.889	0.791332	0.791332	0.791332	0.791332	0.791332
0.89	0.791843	0.791843	0.791843	0.791843	0.791843
0.891	0.792354	0.792354	0.792354	0.792354	0.792354
0.892	0.792863	0.792863	0.792864	0.792863	0.792863
0.893	0.793372	0.793372	0.793373	0.793372	0.793372
0.894	0.79388	0.79388	0.793881	0.79388	0.79388
0.895	0.794387	0.794387	0.794388	0.794387	0.794387
0.896	0.794893	0.794893	0.794894	0.794893	0.794893
0.897	0.795398	0.795398	0.795399	0.795398	0.795398
0.898	0.795902	0.795902	0.795903	0.795902	0.795902
0.899	0.796406	0.796406	0.796406	0.796406	0.796406
0.9	0.796908	0.796908	0.796909	0.796908	0.796908
0.901	0.79741	0.79741	0.797411	0.79741	0.79741
0.902	0.79791	0.79791	0.797911	0.79791	0.79791
0.903	0.79841	0.79841	0.798411	0.79841	0.79841
0.904	0.798909	0.798909	0.79891	0.798909	0.798909
0.905	0.799407	0.799407	0.799408	0.799407	0.799407
0.906	0.799904	0.799904	0.799905	0.799904	0.799904
0.907	0.8004	0.8004	0.800401	0.8004	0.8004
0.908	0.800895	0.800895	0.800896	0.800895	0.800895
0.909	0.801389	0.801389	0.801391	0.801389	0.801389
0.91	0.801883	0.801883	0.801884	0.801883	0.801883
0.911	0.802375	0.802375	0.802377	0.802375	0.802375
0.912	0.802867	0.802867	0.802868	0.802867	0.802867
0.913	0.803358	0.803358	0.803359	0.803358	0.803358
0.914	0.803848	0.803848	0.803849	0.803848	0.803848
0.915	0.804336	0.804336	0.804338	0.804336	0.804336
0.916	0.804824	0.804824	0.804826	0.804824	0.804824
0.917	0.805312	0.805312	0.805313	0.805312	0.805312
0.918	0.805798	0.805798	0.8058	0.805798	0.805798
0.919	0.806283	0.806283	0.806285	0.806283	0.806283
0.92	0.806768	0.806768	0.80677	0.806768	0.806768
0.921	0.807251	0.807251	0.807253	0.807251	0.807251
0.922	0.807734	0.807734	0.807736	0.807734	0.807734
0.923	0.808216	0.808216	0.808218	0.808216	0.808216
0.924	0.808697	0.808697	0.808699	0.808697	0.808697
0.925	0.809177	0.809177	0.809179	0.809177	0.809177
0.926	0.809656	0.809656	0.809658	0.809656	0.809656
0.927	0.810134	0.810134	0.810137	0.810134	0.810134
0.928	0.810611	0.810611	0.810614	0.810611	0.810611
0.929	0.811088	0.811088	0.811091	0.811088	0.811088
0.93	0.811564	0.811564	0.811566	0.811564	0.811564
0.931	0.812038	0.812038	0.812041	0.812038	0.812038
0.932	0.812512	0.812512	0.812515	0.812512	0.812512
0.933	0.812985	0.812985	0.812988	0.812985	0.812985
0.934	0.813457	0.813457	0.81346	0.813457	0.813457
0.935	0.813928	0.813928	0.813931	0.813928	0.813928
0.936	0.814399	0.814399	0.814402	0.814399	0.814399
0.937	0.814868	0.814868	0.814871	0.814868	0.814868
0.938	0.815337	0.815337	0.81534	0.815337	0.815337
0.939	0.815804	0.815804	0.815808	0.815804	0.815804
0.94	0.816271	0.816271	0.816275	0.816271	0.816271
0.941	0.816737	0.816737	0.816741	0.816737	0.816737
0.942	0.817202	0.817202	0.817206	0.817202	0.817202
0.943	0.817666	0.817666	0.81767	0.817666	0.817666
0.944	0.818129	0.818129	0.818133	0.818129	0.818129
0.945	0.818592	0.818592	0.818596	0.818592	0.818592
0.946	0.819053	0.819053	0.819057	0.819053	0.819053
0.947	0.819514	0.819514	0.819518	0.819514	0.819514
0.948	0.819974	0.819974	0.819978	0.819974	0.819974
