x	res0	res1	res2	res3	func
4.33	-0.355711	-0.355711	-0.355711	-0.355711	-0.355711
4.34	-0.353881	-0.353881	-0.353881	-0.353881	-0.353881
4.35	-0.35202	-0.35202	-0.35202	-0.35202	-0.35202
4.36	-0.350128	-0.350128	-0.350128	-0.350128	-0.350128
4.37	-0.348206	-0.348206	-0.348206	-0.348206	-0.348206
4.38	-0.346253	-0.346253	-0.346253	-0.346253	-0.346253
4.39	-0.34427	-0.34427	-0.34427	-0.34427	-0.34427
4.4	-0.342257	-0.342257	-0.342257	-0.342257	-0.342257
4.41	-0.340214	-0.340214	-0.340214	-0.340214	-0.340214
4.42	-0.338142	-0.338142	-0.338142	-0.338142	-0.338142
4.43	-0.336041	-0.336041	-0.336041	-0.336041	-0.336041
4.44	-0.333912	-0.333912	-0.333912	-0.333912	-0.333912
4.45	-0.331753	-0.331753	-0.331753	-0.331753	-0.331753
4.46	-0.329567	-0.329567	-0.329567	-0.329567	-0.329567
4.47	-0.327352	-0.327352	-0.327352	-0.327352	-0.327352
4.48	-0.32511	-0.32511	-0.32511	-0.32511	-0.32511
4.49	-0.32284	-0.32284	-0.32284	-0.32284	-0.32284
4.5	-0.320543	-0.320543	-0.320543	-0.320543	-0.320543
4.51	-0.318218	-0.318218	-0.318218	-0.318218	-0.318218
4.52	-0.315868	-0.315868	-0.315868	-0.315868	-0.315868
4.53	-0.313491	-0.313491	-0.313491	-0.313491	-0.313491
4.54	-0.311088	-0.311088	-0.311088	-0.311088	-0.311088
4.55	-0.308659	-0.308659	-0.308659	-0.308659	-0.308659
4.56	-0.306204	-0.306204	-0.306204	-0.306204	-0.306204
4.57	-0.303725	-0.303725	-0.303725	-0.303725	-0.303725
4.58	-0.30122	-0.30122	-0.30122	-0.30122	-0.30122
4.59	-0.298691	-0.298691	-0.298691	-0.298691	-0.298691
4.6	-0.296138	-0.296138	-0.296138	-0.296138	-0.296138
4.61	-0.29356	-0.29356	-0.29356	-0.29356	-0.29356
4.62	-0.290959	-0.290959	-0.290959	-0.290959	-0.290959
4.63	-0.288334	-0.288334	-0.288334	-0.288334	-0.288334
4.64	-0.285687	-0.285687	-0.285687	-0.285687	-0.285687
4.65	-0.283016	-0.283016	-0.283016	-0.283016	-0.283016
4.66	-0.280323	-0.280323	-0.280323	-0.280323	-0.280323
4.67	-0.277607	-0.277607	-0.277607	-0.277607	-0.277607
4.68	-0.27487	-0.27487	-0.27487	-0.27487	-0.27487
4.69	-0.272111	-0.272111	-0.272111	-0.272111	-0.272111
4.7	-0.269331	-0.269331	-0.269331	-0.269331	-0.269331
4.71	-0.26653	-0.26653	-0.26653	-0.26653	-0.26653
4.72	-0.263708	-0.263708	-0.263708	-0.263708	-0.263708
4.73	-0.260865	-0.260865	-0.260865	-0.260865	-0.260865
4.74	-0.258003	-0.258003	-0.258003	-0.258003	-0.258003
4.75	-0.255121	-0.255121	-0.255121	-0.255121	-0.255121
4.76	-0.252219	-0.252219	-0.252219	-0.252219	-0.252219
4.77	-0.249299	-0.249299	-0.249299	-0.249299	-0.249299
4.78	-0.246359	-0.246359	-0.246359	-0.246359	-0.246359
4.79	-0.243401	-0.243401	-0.243401	-0.243401	-0.243401
4.8	-0.240425	-0.240425	-0.240425	-0.240425	-0.240425
4.81	-0.237431	-0.237431	-0.237431	-0.237431	-0.237431
4.82	-0.23442	-0.23442	-0.23442	-0.23442	-0.23442
4.83	-0.231392	-0.231392	-0.231392	-0.231392	-0.231392
4.84	-0.228346	-0.228346	-0.228346	-0.228346	-0.228346
4.85	-0.225284	-0.225284	-0.225284	-0.225284	-0.225284
4.86	-0.222206	-0.222206	-0.222206	-0.222206	-0.222206
4.87	-0.219112	-0.219112	-0.219112	-0.219112	-0.219112
4.88	-0.216003	-0.216003	-0.216003	-0.216003	-0.216003
4.89	-0.212878	-0.212878	-0.212878	-0.212878	-0.212878
4.9	-0.209738	-0.209738	-0.209738	-0.209738	-0.209738
4.91	-0.206584	-0.206584	-0.206584	-0.206584	-0.206584
4.92	-0.203416	-0.203416	-0.203416	-0.203416	-0.203416
4.93	-0.200233	-0.200233	-0.200233	-0.200233	-0.200233
4.94	-0.197038	-0.197038	-0.197038	-0.197038	-0.197038
4.95	-0.193829	-0.193829	-0.193829	-0.193829	-0.193829
4.96	-0.190607	-0.190607	-0.190607	-0.190607	-0.190607
4.97	-0.187372	-0.187372	-0.187372	-0.187372	-0.187372
4.98	-0.184125	-0.184125	-0.184125	-0.184125	-0.184125
4.99	-0.180867	-0.180867	-0.180867	-0.180867	-0.180867
5	-0.177597	-0.177597	-0.177597	-0.177597	-0.177597
5.01	-0.174315	-0.174315	-0.174315	-0.174315	-0.174315
5.02	-0.171023	-0.171023	-0.171023	-0.171023	-0.171023
5.03	-0.16772	-0.16772	-0.16772	-0.16772	-0.16772
5.04	-0.164408	-0.164408	-0.164408	-0.164408	-0.164408
5.05	-0.161085	-0.161085	-0.161085	-0.161085	-0.161085
5.06	-0.157752	-0.157752	-0.157752	-0.157752	-0.157752
5.07	-0.154411	-0.154411	-0.154411	-0.154411	-0.154411
5.08	-0.151061	-0.151061	-0.151061	-0.151061	-0.151061
5.09	-0.147702	-0.147702	-0.147702	-0.147702	-0.147702
5.1	-0.144335	-0.144335	-0.144335	-0.144335	-0.144335
5.11	-0.14096	-0.14096	-0.14096	-0.14096	-0.14096
5.12	-0.137578	-0.137578	-0.137578	-0.137578	-0.137578
5.13	-0.134188	-0.134188	-0.134188	-0.134188	-0.134188
5.14	-0.130792	-0.130792	-0.130792	-0.130792	-0.130792
5.15	-0.127389	-0.127389	-0.127389	-0.127389	-0.127389
5.16	-0.12398	-0.12398	-0.12398	-0.12398	-0.12398
5.17	-0.120566	-0.120566	-0.120566	-0.120566	-0.120566
5.18	-0.117146	-0.117146	-0.117146	-0.117146	-0.117146
5.19	-0.11372	-0.11372	-0.11372	-0.11372	-0.11372
5.2	-0.11029	-0.11029	-0.11029	-0.11029	-0.11029
5.21	-0.106856	-0.106856	-0.106856	-0.106856	-0.106856
5.22	-0.103418	-0.103418	-0.103418	-0.103418	-0.103418
5.23	-0.0999753	-0.0999753	-0.0999753	-0.0999753	-0.0999753
5.24	-0.0965297	-0.0965297	-0.0965297	-0.0965297	-0.0965297
5.25	-0.093081	-0.093081	-0.093081	-0.093081	-0.093081
5.26	-0.0896295	-0.0896295	-0.0896295	-0.0896295	-0.0896295
5.27	-0.0861757	-0.0861757	-0.0861757	-0.0861757	-0.0861757
5.28	-0.0827198	-0.0827198	-0.0827198	-0.0827198	-0.0827198
5.29	-0.0792621	-0.0792621	-0.0792621	-0.0792621	-0.0792621
5.3	-0.0758031	-0.0758031	-0.0758031	-0.0758031	-0.0758031
5.31	-0.072343	-0.072343	-0.072343	-0.072343	-0.072343
5.32	-0.0688822	-0.0688822	-0.0688822	-0.0688822	-0.0688822
5.33	-0.0654211	-0.0654211	-0.0654211	-0.0654211	-0.0654211
5.34	-0.0619598	-0.0619598	-0.0619598	-0.0619598	-0.0619598
5.35	-0.0584989	-0.0584989	-0.0584989	-0.0584989	-0.0584989
5.36	-0.0550386	-0.0550386	-0.0550386	-0.0550386	-0.0550386
5.37	-0.0515792	-0.0515792	-0.0515792	-0.0515792	-0.0515792
5.38	-0.0481211	-0.0481211	-0.0481211	-0.0481211	-0.0481211
5.39	-0.0446646	-0.0446646	-0.0446646	-0.0446646	-0.0446646
5.4	-0.0412101	-0.0412101	-0.0412101	-0.0412101	-0.0412101
5.41	-0.0377578	-0.0377578	-0.0377578	-0.0377578	-0.0377578
5.42	-0.0343082	-0.0343082	-0.0343082	-0.0343082	-0.0343082
5.43	-0.0308615	-0.0308615	-0.0308615	-0.0308615	-0.0308615
5.44	-0.027418	-0.027418	-0.027418	-0.027418	-0.027418
5.45	-0.0239781	-0.0239781	-0.0239781	-0.0239781	-0.0239781
5.46	-0.0205422	-0.0205422	-0.0205422	-0.0205422	-0.0205422
5.47	-0.0171104	-0.0171104	-0.0171104	-0.0171104	-0.0171104
5.48	-0.0136833	-0.0136833	-0.0136833	-0.0136833	-0.0136833
5.49	-0.010261	-0.010261	-0.010261	-0.010261	-0.010261
5.5	-0.00684387	-0.00684387	-0.00684387	-0.00684387	-0.00684387
5.51	-0.0034323	-0.0034323	-0.0034323	-0.0034323	-0.0034323
5.52	-2.65784e-05	-2.65784e-05	-2.65784e-05	-2.65783e-05	-2.65784e-05
5.53	0.00337298	0.00337298	0.00337298	0.00337298	0.00337298
5.54	0.00676607	0.00676607	0.00676607	0.00676607	0.00676607
5.55	0.0101524	0.0101524	0.0101524	0.0101524	0.0101524
5.56	0.0135315	0.0135315	0.0135315	0.0135315	0.0135315
5.57	0.0169033	0.0169033	0.0169033	0.0169033	0.0169033
5.58	0.0202673	0.0202673	0.0202673	0.0202673	0.0202673
5.59	0.0236233	0.0236233	0.0236233	0.0236233	0.0236233
5.6	0.0269709	0.0269709	0.0269709	0.0269709	0.0269709
5.61	0.0303098	0.0303098	0.0303098	0.0303098	0.0303098
5.62	0.0336398	0.0336398	0.0336398	0.0336398	0.0336398
5.63	0.0369605	0.0369605	0.0369605	0.0369605	0.0369605
5.64	0.0402716	0.0402716	0.0402716	0.0402716	0.0402716
5.65	0.0435728	0.0435728	0.0435728	0.0435728	0.0435728
5.66	0.0468638	0.0468638	0.0468638	0.0468638	0.0468638
5.67	0.0501444	0.0501444	0.0501444	0.0501444	0.0501444
5.68	0.0534141	0.0534141	0.0534141	0.0534141	0.0534141
5.69	0.0566727	0.0566727	0.0566727	0.0566727	0.0566727
5.7	0.05992	0.05992	0.05992	0.05992	0.05992
5.71	0.0631556	0.0631556	0.0631556	0.0631556	0.0631556
5.72	0.0663792	0.0663792	0.0663792	0.0663792	0.0663792
5.73	0.0695906	0.0695906	0.0695906	0.0695906	0.0695906
5.74	0.0727894	0.0727894	0.0727894	0.0727894	0.0727894
5.75	0.0759753	0.0759753	0.0759753	0.0759753	0.0759753
5.76	0.0791482	0.0791482	0.0791482	0.0791482	0.0791482
5.77	0.0823076	0.0823076	0.0823076	0.0823076	0.0823076
5.78	0.0854533	0.0854533	0.0854533	0.0854533	0.0854533
5.79	0.0885851	0.0885851	0.0885851	0.0885851	0.0885851
5.8	0.0917026	0.0917026	0.0917026	0.0917026	0.0917026
5.81	0.0948055	0.0948055	0.0948055	0.0948055	0.0948055
5.82	0.0978937	0.0978937	0.0978937	0.0978937	0.0978937
5.83	0.100967	0.100967	0.100967	0.100967	0.100967
5.84	0.104024	0.104024	0.104024	0.104024	0.104024
5.85	0.107067	0.107067	0.107067	0.107067	0.107067
5.86	0.110093	0.110093	0.110093	0.110093	0.110093
5.87	0.113103	0.113103	0.113103	0.113103	0.113103
5.88	0.116096	0.116096	0.116096	0.116096	0.116096
5.89	0.119073	0.119073	0.119073	0.119073	0.119073
5.9	0.122033	0.122033	0.122033	0.122033	0.122033
5.91	0.124976	0.124976	0.124976	0.124976	0.124976
5.92	0.127901	0.127901	0.127901	0.127901	0.127901
5.93	0.130809	0.130809	0.130809	0.130809	0.130809
5.94	0.133699	0.133699	0.133699	0.133699	0.133699
5.95	0.13657	0.13657	0.13657	0.13657	0.13657
5.96	0.139423	0.139423	0.139423	0.139423	0.139423
5.97	0.142257	0.142257	0.142257	0.142257	0.142257
5.98	0.145073	0.145073	0.145073	0.145073	0.145073
5.99	0.147869	0.147869	0.147869	0.147869	0.147869
6	0.150645	0.150645	0.150645	0.150645	0.150645
6.01	0.153402	0.153402	0.153402	0.153402	0.153402
6.02	0.156139	0.156139	0.156139	0.156139	0.156139
6.03	0.158856	0.158856	0.158856	0.158856	0.158856
6.04	0.161553	0.161553	0.161553	0.161553	0.161553
6.05	0.164229	0.164229	0.164229	0.164229	0.164229
6.06	0.166884	0.166884	0.166884	0.166884	0.166884
6.07	0.169518	0.169518	0.169518	0.169518	0.169518
6.08	0.172131	0.172131	0.172131	0.172131	0.172131
6.09	0.174722	0.174722	0.174722	0.174722	0.174722
6.1	0.177291	0.177291	0.177291	0.177291	0.177291
6.11	0.179839	0.179839	0.179839	0.179839	0.179839
6.12	0.182365	0.182365	0.182365	0.182365	0.182365
6.13	0.184868	0.184868	0.184868	0.184868	0.184868
6.14	0.187348	0.187348	0.187348	0.187348	0.187348
6.15	0.189806	0.189806	0.189806	0.189806	0.189806
6.16	0.192241	0.192241	0.192241	0.192241	0.192241
6.17	0.194653	0.194653	0.194653	0.194653	0.194653
6.18	0.197041	0.197041	0.197041	0.197041	0.197041
6.19	0.199406	0.199406	0.199406	0.199406	0.199406
6.2	0.201747	0.201747	0.201747	0.201747	0.201747
6.21	0.204064	0.204064	0.204064	0.204064	0.204064
6.22	0.206357	0.206357	0.206357	0.206357	0.206357
6.23	0.208626	0.208626	0.208626	0.208626	0.208626
6.24	0.21087	0.21087	0.21087	0.21087	0.21087
6.25	0.21309	0.21309	0.21309	0.21309	0.21309
6.26	0.215285	0.215285	0.215285	0.215285	0.215285
6.27	0.217455	0.217455	0.217455	0.217455	0.217455
6.28	0.219599	0.219599	0.219599	0.219599	0.219599
6.29	0.221718	0.221718	0.221718	0.221718	0.221718
6.3	0.223812	0.223812	0.223812	0.223812	0.223812
6.31	0.22588	0.22588	0.22588	0.22588	0.22588
6.32	0.227922	0.227922	0.227922	0.227922	0.227922
6.33	0.229938	0.229938	0.229938	0.229938	0.229938
6.34	0.231928	0.231928	0.231928	0.231928	0.231928
6.35	0.233892	0.233892	0.233892	0.233892	0.233892
6.36	0.235829	0.235829	0.235829	0.235829	0.235829
6.37	0.23774	0.23774	0.23774	0.23774	0.23774
6.38	0.239624	0.239624	0.239624	0.239624	0.239624
6.39	0.241481	0.241481	0.241481	0.241481	0.241481
6.4	0.243311	0.243311	0.243311	0.243311	0.243311
6.41	0.245113	0.245113	0.245113	0.245113	0.245113
6.42	0.246889	0.246889	0.246889	0.246889	0.246889
6.43	0.248637	0.248637	0.248637	0.248637	0.248637
6.44	0.250357	0.250357	0.250357	0.250357	0.250357
6.45	0.25205	0.25205	0.25205	0.25205	0.25205
6.46	0.253715	0.253715	0.253715	0.253715	0.253715
6.47	0.255352	0.255352	0.255352	0.255352	0.255352
6.48	0.256961	0.256961	0.256961	0.256961	0.256961
6.49	0.258542	0.258542	0.258542	0.258542	0.258542
6.5	0.260095	0.260095	0.260095	0.260095	0.260095
6.51	0.261619	0.261619	0.261619	0.261619	0.261619
6.52	0.263115	0.263115	0.263115	0.263115	0.263115
6.53	0.264582	0.264582	0.264582	0.264582	0.264582
6.54	0.26602	0.26602	0.26602	0.26602	0.26602
6.55	0.26743	0.26743	0.26743	0.26743	0.26743
6.56	0.268811	0.268811	0.268811	0.268811	0.268811
6.57	0.270162	0.270162	0.270162	0.270162	0.270162
6.58	0.271485	0.271485	0.271485	0.271485	0.271485
6.59	0.272779	0.272779	0.272779	0.272779	0.272779
6.6	0.274043	0.274043	0.274043	0.274043	0.274043
6.61	0.275279	0.275279	0.275279	0.275279	0.275279
6.62	0.276484	0.276484	0.276484	0.276484	0.276484
6.63	0.277661	0.277661	0.277661	0.277661	0.277661
6.64	0.278807	0.278807	0.278807	0.278807	0.278807
6.65	0.279925	0.279925	0.279925	0.279925	0.279925
6.66	0.281012	0.281012	0.281012	0.281012	0.281012
6.67	0.28207	0.28207	0.28207	0.28207	0.28207
6.68	0.283098	0.283098	0.283098	0.283098	0.283098
6.69	0.284096	0.284096	0.284096	0.284096	0.284096
6.7	0.285065	0.285065	0.285065	0.285065	0.285065
6.71	0.286003	0.286003	0.286003	0.286003	0.286003
6.72	0.286912	0.286912	0.286912	0.286912	0.286912
6.73	0.28779	0.28779	0.28779	0.28779	0.28779
6.74	0.288638	0.288638	0.288638	0.288638	0.288638
6.75	0.289457	0.289457	0.289457	0.289457	0.289457
6.76	0.290245	0.290245	0.290245	0.290245	0.290245
6.77	0.291003	0.291003	0.291003	0.291003	0.291003
6.78	0.291731	0.291731	0.291731	0.291731	0.291731
6.79	0.292428	0.292428	0.292428	0.292428	0.292428
6.8	0.293096	0.293096	0.293096	0.293096	0.293096
6.81	0.293733	0.293733	0.293733	0.293733	0.293733
6.82	0.294339	0.294339	0.294339	0.294339	0.294339
6.83	0.294916	0.294916	0.294916	0.294916	0.294916
6.84	0.295462	0.295462	0.295462	0.295462	0.295462
6.85	0.295978	0.295978	0.295978	0.295978	0.295978
6.86	0.296463	0.296463	0.296463	0.296463	0.296463
6.87	0.296919	0.296919	0.296919	0.296919	0.296919
6.88	0.297343	0.297343	0.297343	0.297343	0.297343
6.89	0.297738	0.297738	0.297738	0.297738	0.297738
6.9	0.298102	0.298102	0.298102	0.298102	0.298102
6.91	0.298436	0.298436	0.298436	0.298436	0.298436
6.92	0.298739	0.298739	0.298739	0.298739	0.298739
6.93	0.299013	0.299013	0.299013	0.299013	0.299013
6.94	0.299256	0.299256	0.299256	0.299256	0.299256
6.95	0.299468	0.299468	0.299468	0.299468	0.299468
6.96	0.299651	0.299651	0.299651	0.299651	0.299651
6.97	0.299803	0.299803	0.299803	0.299803	0.299803
6.98	0.299925	0.299925	0.299925	0.299925	0.299925
6.99	0.300017	0.300017	0.300017	0.300017	0.300017
7	0.300079	0.300079	0.300079	0.300079	0.300079
7.01	0.300111	0.300111	0.300111	0.300111	0.300111
7.02	0.300113	0.300113	0.300113	0.300113	0.300113
7.03	0.300085	0.300085	0.300085	0.300085	0.300085
7.04	0.300026	0.300026	0.300026	0.300026	0.300026
7.05	0.299938	0.299938	0.299938	0.299938	0.299938
7.06	0.29982	0.29982	0.29982	0.29982	0.29982
7.07	0.299673	0.299673	0.299673	0.299673	0.299673
7.08	0.299495	0.299495	0.299495	0.299495	0.299495
7.09	0.299288	0.299288	0.299288	0.299288	0.299288
7.1	0.299051	0.299051	0.299051	0.299051	0.299051
7.11	0.298785	0.298785	0.298785	0.298785	0.298785
7.12	0.298489	0.298489	0.298489	0.298489	0.298489
7.13	0.298164	0.298164	0.298164	0.298164	0.298164
7.14	0.29781	0.29781	0.29781	0.29781	0.29781
7.15	0.297426	0.297426	0.297426	0.297426	0.297426
7.16	0.297013	0.297013	0.297013	0.297013	0.297013
7.17	0.296571	0.296571	0.296571	0.296571	0.296571
7.18	0.2961	0.2961	0.2961	0.2961	0.2961
7.19	0.2956	0.2956	0.2956	0.2956	0.2956
7.2	0.295071	0.295071	0.295071	0.295071	0.295071
7.21	0.294513	0.294513	0.294513	0.294513	0.294513
7.22	0.293927	0.293927	0.293927	0.293927	0.293927
7.23	0.293312	0.293312	0.293312	0.293312	0.293312
7.24	0.292669	0.292669	0.292669	0.292669	0.292669
7.25	0.291997	0.291997	0.291997	0.291997	0.291997
7.26	0.291297	0.291297	0.291297	0.291297	0.291297
7.27	0.290569	0.290569	0.290569	0.290569	0.290569
7.28	0.289813	0.289813	0.289813	0.289813	0.289813
7.29	0.289029	0.289029	0.289029	0.289029	0.289029
7.3	0.288217	0.288217	0.288217	0.288217	0.288217
7.31	0.287377	0.287377	0.287377	0.287377	0.287377
7.32	0.28651	0.28651	0.28651	0.28651	0.28651
7.33	0.285616	0.285616	0.285616	0.285616	0.285616
7.34	0.284694	0.284694	0.284694	0.284694	0.284694
7.35	0.283745	0.283745	0.283745	0.283745	0.283745
7.36	0.282769	0.282769	0.282769	0.282769	0.282769
7.37	0.281766	0.281766	0.281766	0.281766	0.281766
7.38	0.280736	0.280736	0.280736	0.280736	0.280736
7.39	0.279679	0.279679	0.279679	0.279679	0.279679
7.4	0.278596	0.278596	0.278596	0.278596	0.278596
7.41	0.277487	0.277487	0.277487	0.277487	0.277487
7.42	0.276351	0.276351	0.276351	0.276351	0.276351
7.43	0.275189	0.275189	0.275189	0.275189	0.275189
7.44	0.274002	0.274002	0.274002	0.274002	0.274002
7.45	0.272788	0.272788	0.272788	0.272788	0.272788
7.46	0.271549	0.271549	0.271549	0.271549	0.271549
7.47	0.270285	0.270285	0.270285	0.270285	0.270285
7.48	0.268995	0.268995	0.268995	0.268995	0.268995
7.49	0.26768	0.26768	0.26768	0.26768	0.26768
7.5	0.26634	0.26634	0.26634	0.26634	0.26634
7.51	0.264975	0.264975	0.264975	0.264975	0.264975
7.52	0.263585	0.263585	0.263585	0.263585	0.263585
7.53	0.262171	0.262171	0.262171	0.262171	0.262171
7.54	0.260733	0.260733	0.260733	0.260733	0.260733
7.55	0.25927	0.25927	0.25927	0.25927	0.25927
7.56	0.257784	0.257784	0.257784	0.257784	0.257784
7.57	0.256274	0.256274	0.256274	0.256274	0.256274
7.58	0.25474	0.25474	0.25474	0.25474	0.25474
7.59	0.253182	0.253182	0.253182	0.253182	0.253182
7.6	0.251602	0.251602	0.251602	0.251602	0.251602
7.61	0.249998	0.249998	0.249998	0.249998	0.249998
7.62	0.248372	0.248372	0.248372	0.248372	0.248372
7.63	0.246722	0.246722	0.246722	0.246722	0.246722
7.64	0.245051	0.245051	0.245051	0.245051	0.245051
7.65	0.243357	0.243357	0.243357	0.243357	0.243357
7.66	0.241641	0.241641	0.241641	0.241641	0.241641
7.67	0.239903	0.239903	0.239903	0.239903	0.239903
7.68	0.238143	0.238143	0.238143	0.238143	0.238143
7.69	0.236362	0.236362	0.236362	0.236362	0.236362
7.7	0.234559	0.234559	0.234559	0.234559	0.234559
7.71	0.232735	0.232735	0.232735	0.232735	0.232735
7.72	0.230891	0.230891	0.230891	0.230891	0.230891
7.73	0.229026	0.229026	0.229026	0.229026	0.229026
7.74	0.22714	0.22714	0.22714	0.22714	0.22714
7.75	0.225234	0.225234	0.225234	0.225234	0.225234
7.76	0.223308	0.223308	0.223308	0.223308	0.223308
7.77	0.221362	0.221362	0.221362	0.221362	0.221362
7.78	0.219397	0.219397	0.219397	0.219397	0.219397
7.79	0.217412	0.217412	0.217412	0.217412	0.217412
7.8	0.215408	0.215408	0.215408	0.215408	0.215408
7.81	0.213385	0.213385	0.213385	0.213385	0.213385
7.82	0.211343	0.211343	0.211343	0.211343	0.211343
7.83	0.209283	0.209283	0.209283	0.209283	0.209283
7.84	0.207204	0.207204	0.207204	0.207204	0.207204
7.85	0.205108	0.205108	0.205108	0.205108	0.205108
7.86	0.202993	0.202993	0.202993	0.202993	0.202993
7.87	0.200861	0.200861	0.200861	0.200861	0.200861
7.88	0.198712	0.198712	0.198712	0.198712	0.198712
7.89	0.196545	0.196545	0.196545	0.196545	0.196545
7.9	0.194362	0.194362	0.194362	0.194362	0.194362
7.91	0.192162	0.192162	0.192162	0.192162	0.192162
7.92	0.189945	0.189945	0.189945	0.189945	0.189945
7.93	0.187713	0.187713	0.187713	0.187713	0.187713
7.94	0.185464	0.185464	0.185464	0.185464	0.185464
7.95	0.1832	0.1832	0.1832	0.1832	0.1832
7.96	0.18092	0.18092	0.18092	0.18092	0.18092
7.97	0.178625	0.178625	0.178625	0.178625	0.178625
7.98	0.176315	0.176315	0.176315	0.176315	0.176315
7.99	0.17399	0.17399	0.17399	0.17399	0.17399
8	0.171651	0.171651	0.171651	0.171651	0.171651
8.01	0.169297	0.169297	0.169297	0.169297	0.169297
8.02	0.16693	0.16693	0.16693	0.16693	0.16693
8.03	0.164549	0.164549	0.164549	0.164549	0.164549
8.04	0.162154	0.162154	0.162154	0.162154	0.162154
8.05	0.159746	0.159746	0.159746	0.159746	0.159746
8.06	0.157325	0.157325	0.157325	0.157325	0.157325
8.07	0.154892	0.154892	0.154892	0.154892	0.154892
8.08	0.152446	0.152446	0.152446	0.152446	0.152446
8.09	0.149988	0.149988	0.149988	0.149988	0.149988
8.1	0.147517	0.147517	0.147517	0.147517	0.147517
8.11	0.145036	0.145036	0.145036	0.145036	0.145036
8.12	0.142542	0.142542	0.142542	0.142542	0.142542
8.13	0.140038	0.140038	0.140038	0.140038	0.140038
8.14	0.137522	0.137522	0.137522	0.137522	0.137522
8.15	0.134996	0.134996	0.134996	0.134996	0.134996
8.16	0.13246	0.13246	0.13246	0.13246	0.13246
8.17	0.129913	0.129913	0.129913	0.129913	0.129913
8.18	0.127357	0.127357	0.127357	0.127357	0.127357
8.19	0.124791	0.124791	0.124791	0.124791	0.124791
8.2	0.122215	0.122215	0.122215	0.122215	0.122215
8.21	0.119631	0.119631	0.119631	0.119631	0.119631
8.22	0.117038	0.117038	0.117038	0.117038	0.117038
8.23	0.114436	0.114436	0.114436	0.114436	0.114436
8.24	0.111826	0.111826	0.111826	0.111826	0.111826
8.25	0.109207	0.109207	0.109207	0.109207	0.109207
8.26	0.106582	0.106582	0.106582	0.106582	0.106582
8.27	0.103948	0.103948	0.103948	0.103948	0.103948
8.28	0.101308	0.101308	0.101308	0.101308	0.101308
8.29	0.0986602	0.0986602	0.0986602	0.0986602	0.0986602
8.3	0.0960061	0.0960061	0.0960061	0.0960061	0.0960061
8.31	0.0933456	0.0933456	0.0933456	0.0933456	0.0933456
8.32	0.0906789	0.0906789	0.0906789	0.0906789	0.0906789
8.33	0.0880063	0.0880063	0.0880063	0.0880063	0.0880063
8.34	0.0853282	0.0853282	0.0853282	0.0853282	0.0853282
8.35	0.0826448	0.0826448	0.0826448	0.0826448	0.0826448
8.36	0.0799563	0.0799563	0.0799563	0.0799563	0.0799563
8.37	0.077263	0.077263	0.077263	0.077263	0.077263
8.38	0.0745652	0.0745652	0.0745652	0.0745652	0.0745652
8.39	0.0718632	0.0718632	0.0718632	0.0718632	0.0718632
8.4	0.0691573	0.0691573	0.0691573	0.0691573	0.0691573
8.41	0.0664476	0.0664476	0.0664476	0.0664476	0.0664476
8.42	0.0637345	0.0637345	0.0637345	0.0637345	0.0637345
8.43	0.0610183	0.0610183	0.0610183	0.0610183	0.0610183
8.44	0.0582992	0.0582992	0.0582992	0.0582992	0.0582992
8.45	0.0555775	0.0555775	0.0555775	0.0555775	0.0555775
8.46	0.0528534	0.0528534	0.0528534	0.0528534	0.0528534
8.47	0.0501273	0.0501273	0.0501273	0.0501273	0.0501273
8.48	0.0473994	0.0473994	0.0473994	0.0473994	0.0473994
8.49	0.0446699	0.0446699	0.0446699	0.0446699	0.0446699
8.5	0.0419393	0.0419393	0.0419393	0.0419393	0.0419393
8.51	0.0392076	0.0392076	0.0392076	0.0392076	0.0392076
8.52	0.0364752	0.0364752	0.0364752	0.0364752	0.0364752
8.53	0.0337424	0.0337424	0.0337424	0.0337424	0.0337424
8.54	0.0310094	0.0310094	0.0310094	0.0310094	0.0310094
8.55	0.0282765	0.0282765	0.0282765	0.0282765	0.0282765
8.56	0.025544	0.025544	0.025544	0.025544	0.025544
8.57	0.0228121	0.0228121	0.0228121	0.0228121	0.0228121
8.58	0.0200812	0.0200812	0.0200812	0.0200812	0.0200812
8.59	0.0173513	0.0173513	0.0173513	0.0173513	0.0173513
8.6	0.014623	0.014623	0.014623	0.014623	0.014623
8.61	0.0118963	0.0118963	0.0118963	0.0118963	0.0118963
8.62	0.00917167	0.00917167	0.00917167	0.00917167	0.00917167
8.63	0.00644924	0.00644924	0.00644924	0.00644924	0.00644924
8.64	0.00372932	0.00372932	0.00372932	0.00372932	0.00372932
8.65	0.00101217	0.00101217	0.00101217	0.00101217	0.00101217
8.66	-0.00170194	-0.00170194	-0.00170194	-0.00170194	-0.00170194
8.67	-0.00441275	-0.00441275	-0.00441275	-0.00441275	-0.00441275
8.68	-0.00712	-0.00712	-0.00712	-0.00712	-0.00712
8.69	-0.00982341	-0.00982341	-0.00982341	-0.00982341	-0.00982341
8.7	-0.0125227	-0.0125227	-0.0125227	-0.0125227	-0.0125227
8.71	-0.0152177	-0.0152177	-0.0152177	-0.0152177	-0.0152177
8.72	-0.0179081	-0.0179081	-0.0179081	-0.0179081	-0.0179081
8.73	-0.0205935	-0.0205935	-0.0205935	-0.0205935	-0.0205935
8.74	-0.0232739	-0.0232739	-0.0232739	-0.0232739	-0.0232739
