x	res0	res1	res2	res3	func
0.77	0.0705179	0.0705179	0.0705179	0.0705179	0.0705179
0.78	0.0722668	0.0722668	0.0722668	0.0722668	0.0722668
0.79	0.0740335	0.0740335	0.0740335	0.0740335	0.0740335
0.8	0.0758178	0.0758178	0.0758178	0.0758178	0.0758178
0.81	0.0776194	0.0776194	0.0776194	0.0776194	0.0776194
0.82	0.0794383	0.0794383	0.0794383	0.0794383	0.0794383
0.83	0.0812741	0.0812741	0.0812741	0.0812741	0.0812741
0.84	0.0831269	0.0831269	0.0831269	0.0831269	0.0831269
0.85	0.0849962	0.0849962	0.0849962	0.0849962	0.0849962
0.86	0.0868821	0.0868821	0.0868821	0.0868821	0.0868821
0.87	0.0887842	0.0887842	0.0887842	0.0887842	0.0887842
0.88	0.0907024	0.0907024	0.0907024	0.0907024	0.0907024
0.89	0.0926365	0.0926365	0.0926365	0.0926365	0.0926365
0.9	0.0945863	0.0945863	0.0945863	0.0945863	0.0945863
0.91	0.0965516	0.0965516	0.0965516	0.0965516	0.0965516
0.92	0.0985322	0.0985322	0.0985322	0.0985322	0.0985322
0.93	0.100528	0.100528	0.100528	0.100528	0.100528
0.94	0.102538	0.102538	0.102538	0.102538	0.102538
0.95	0.104564	0.104564	0.104564	0.104564	0.104564
0.96	0.106604	0.106604	0.106604	0.106604	0.106604
0.97	0.108658	0.108658	0.108658	0.108658	0.108658
0.98	0.110726	0.110726	0.110726	0.110726	0.110726
0.99	0.112808	0.112808	0.112808	0.112808	0.112808
1	0.114903	0.114903	0.114903	0.114903	0.114903
1.01	0.117013	0.117013	0.117013	0.117013	0.117013
1.02	0.119135	0.119135	0.119135	0.119135	0.119135
1.03	0.12127	0.12127	0.12127	0.12127	0.12127
1.04	0.123419	0.123419	0.123419	0.123419	0.123419
1.05	0.125579	0.125579	0.125579	0.125579	0.125579
1.06	0.127752	0.127752	0.127752	0.127752	0.127752
1.07	0.129938	0.129938	0.129938	0.129938	0.129938
1.08	0.132135	0.132135	0.132135	0.132135	0.132135
1.09	0.134344	0.134344	0.134344	0.134344	0.134344
1.1	0.136564	0.136564	0.136564	0.136564	0.136564
1.11	0.138796	0.138796	0.138796	0.138796	0.138796
1.12	0.141038	0.141038	0.141038	0.141038	0.141038
1.13	0.143292	0.143292	0.143292	0.143292	0.143292
1.14	0.145556	0.145556	0.145556	0.145556	0.145556
1.15	0.14783	0.14783	0.14783	0.14783	0.14783
1.16	0.150115	0.150115	0.150115	0.150115	0.150115
1.17	0.152409	0.152409	0.152409	0.152409	0.152409
1.18	0.154713	0.154713	0.154713	0.154713	0.154713
1.19	0.157026	0.157026	0.157026	0.157026	0.157026
1.2	0.159349	0.159349	0.159349	0.159349	0.159349
1.21	0.161681	0.161681	0.161681	0.161681	0.161681
1.22	0.164021	0.164021	0.164021	0.164021	0.164021
1.23	0.166369	0.166369	0.166369	0.166369	0.166369
1.24	0.168726	0.168726	0.168726	0.168726	0.168726
1.25	0.171091	0.171091	0.171091	0.171091	0.171091
1.26	0.173464	0.173464	0.173464	0.173464	0.173464
1.27	0.175844	0.175844	0.175844	0.175844	0.175844
1.28	0.178231	0.178231	0.178231	0.178231	0.178231
1.29	0.180626	0.180626	0.180626	0.180626	0.180626
1.3	0.183027	0.183027	0.183027	0.183027	0.183027
1.31	0.185434	0.185434	0.185434	0.185434	0.185434
1.32	0.187848	0.187848	0.187848	0.187848	0.187848
1.33	0.190268	0.190268	0.190268	0.190268	0.190268
1.34	0.192694	0.192694	0.192694	0.192694	0.192694
1.35	0.195125	0.195125	0.195125	0.195125	0.195125
1.36	0.197562	0.197562	0.197562	0.197562	0.197562
1.37	0.200003	0.200003	0.200003	0.200003	0.200003
1.38	0.20245	0.20245	0.20245	0.20245	0.20245
1.39	0.204901	0.204901	0.204901	0.204901	0.204901
1.4	0.207356	0.207356	0.207356	0.207356	0.207356
1.41	0.209815	0.209815	0.209815	0.209815	0.209815
1.42	0.212278	0.212278	0.212278	0.212278	0.212278
1.43	0.214745	0.214745	0.214745	0.214745	0.214745
1.44	0.217214	0.217214	0.217214	0.217214	0.217214
1.45	0.219687	0.219687	0.219687	0.219687	0.219687
1.46	0.222163	0.222163	0.222163	0.222163	0.222163
1.47	0.224641	0.224641	0.224641	0.224641	0.224641
1.48	0.227121	0.227121	0.227121	0.227121	0.227121
1.49	0.229604	0.229604	0.229604	0.229604	0.229604
1.5	0.232088	0.232088	0.232088	0.232088	0.232088
1.51	0.234573	0.234573	0.234573	0.234573	0.234573
1.52	0.23706	0.23706	0.23706	0.23706	0.23706
1.53	0.239548	0.239548	0.239548	0.239548	0.239548
1.54	0.242036	0.242036	0.242036	0.242036	0.242036
1.55	0.244525	0.244525	0.244525	0.244525	0.244525
1.56	0.247014	0.247014	0.247014	0.247014	0.247014
1.57	0.249503	0.249503	0.249503	0.249503	0.249503
1.58	0.251992	0.251992	0.251992	0.251992	0.251992
1.59	0.25448	0.25448	0.25448	0.25448	0.25448
1.6	0.256968	0.256968	0.256968	0.256968	0.256968
1.61	0.259454	0.259454	0.259454	0.259454	0.259454
1.62	0.261939	0.261939	0.261939	0.261939	0.261939
1.63	0.264422	0.264422	0.264422	0.264422	0.264422
1.64	0.266904	0.266904	0.266904	0.266904	0.266904
1.65	0.269383	0.269383	0.269383	0.269383	0.269383
1.66	0.27186	0.27186	0.27186	0.27186	0.27186
1.67	0.274334	0.274334	0.274334	0.274334	0.274334
1.68	0.276806	0.276806	0.276806	0.276806	0.276806
1.69	0.279274	0.279274	0.279274	0.279274	0.279274
1.7	0.281739	0.281739	0.281739	0.281739	0.281739
1.71	0.2842	0.2842	0.2842	0.2842	0.2842
1.72	0.286657	0.286657	0.286657	0.286657	0.286657
1.73	0.289111	0.289111	0.289111	0.289111	0.289111
1.74	0.291559	0.291559	0.291559	0.291559	0.291559
1.75	0.294003	0.294003	0.294003	0.294003	0.294003
1.76	0.296442	0.296442	0.296442	0.296442	0.296442
1.77	0.298876	0.298876	0.298876	0.298876	0.298876
1.78	0.301304	0.301304	0.301304	0.301304	0.301304
1.79	0.303727	0.303727	0.303727	0.303727	0.303727
1.8	0.306144	0.306144	0.306144	0.306144	0.306144
1.81	0.308554	0.308554	0.308554	0.308554	0.308554
1.82	0.310958	0.310958	0.310958	0.310958	0.310958
1.83	0.313355	0.313355	0.313355	0.313355	0.313355
1.84	0.315745	0.315745	0.315745	0.315745	0.315745
1.85	0.318128	0.318128	0.318128	0.318128	0.318128
1.86	0.320504	0.320504	0.320504	0.320504	0.320504
1.87	0.322871	0.322871	0.322871	0.322871	0.322871
1.88	0.325231	0.325231	0.325231	0.325231	0.325231
1.89	0.327583	0.327583	0.327583	0.327583	0.327583
1.9	0.329926	0.329926	0.329926	0.329926	0.329926
1.91	0.33226	0.33226	0.33226	0.33226	0.33226
1.92	0.334585	0.334585	0.334585	0.334585	0.334585
1.93	0.336901	0.336901	0.336901	0.336901	0.336901
1.94	0.339208	0.339208	0.339208	0.339208	0.339208
1.95	0.341505	0.341505	0.341505	0.341505	0.341505
1.96	0.343791	0.343791	0.343791	0.343791	0.343791
1.97	0.346068	0.346068	0.346068	0.346068	0.346068
1.98	0.348334	0.348334	0.348334	0.348334	0.348334
1.99	0.35059	0.35059	0.35059	0.35059	0.35059
2	0.352834	0.352834	0.352834	0.352834	0.352834
2.01	0.355067	0.355067	0.355067	0.355067	0.355067
2.02	0.357289	0.357289	0.357289	0.357289	0.357289
2.03	0.359499	0.359499	0.359499	0.359499	0.359499
2.04	0.361698	0.361698	0.361698	0.361698	0.361698
2.05	0.363884	0.363884	0.363884	0.363884	0.363884
2.06	0.366057	0.366057	0.366057	0.366057	0.366057
2.07	0.368218	0.368218	0.368218	0.368218	0.368218
2.08	0.370367	0.370367	0.370367	0.370367	0.370367
2.09	0.372502	0.372502	0.372502	0.372502	0.372502
2.1	0.374624	0.374624	0.374624	0.374624	0.374624
2.11	0.376732	0.376732	0.376732	0.376732	0.376732
2.12	0.378826	0.378826	0.378826	0.378826	0.378826
2.13	0.380907	0.380907	0.380907	0.380907	0.380907
2.14	0.382973	0.382973	0.382973	0.382973	0.382973
2.15	0.385025	0.385025	0.385025	0.385025	0.385025
2.16	0.387062	0.387062	0.387062	0.387062	0.387062
2.17	0.389084	0.389084	0.389084	0.389084	0.389084
2.18	0.391091	0.391091	0.391091	0.391091	0.391091
2.19	0.393083	0.393083	0.393083	0.393083	0.393083
2.2	0.395059	0.395059	0.395059	0.395059	0.395059
2.21	0.397019	0.397019	0.397019	0.397019	0.397019
2.22	0.398963	0.398963	0.398963	0.398963	0.398963
2.23	0.400891	0.400891	0.400891	0.400891	0.400891
2.24	0.402803	0.402803	0.402803	0.402803	0.402803
2.25	0.404698	0.404698	0.404698	0.404698	0.404698
2.26	0.406576	0.406576	0.406576	0.406576	0.406576
2.27	0.408436	0.408436	0.408436	0.408436	0.408436
2.28	0.41028	0.41028	0.41028	0.41028	0.41028
2.29	0.412106	0.412106	0.412106	0.412106	0.412106
2.3	0.413915	0.413915	0.413915	0.413915	0.413915
2.31	0.415705	0.415705	0.415705	0.415705	0.415705
2.32	0.417477	0.417477	0.417477	0.417477	0.417477
2.33	0.419231	0.419231	0.419231	0.419231	0.419231
2.34	0.420967	0.420967	0.420967	0.420967	0.420967
2.35	0.422684	0.422684	0.422684	0.422684	0.422684
2.36	0.424382	0.424382	0.424382	0.424382	0.424382
2.37	0.42606	0.42606	0.42606	0.42606	0.42606
2.38	0.42772	0.42772	0.42772	0.42772	0.42772
2.39	0.42936	0.42936	0.42936	0.42936	0.42936
2.4	0.43098	0.43098	0.43098	0.43098	0.43098
2.41	0.43258	0.43258	0.43258	0.43258	0.43258
2.42	0.434161	0.434161	0.434161	0.434161	0.434161
2.43	0.435721	0.435721	0.435721	0.435721	0.435721
2.44	0.43726	0.43726	0.43726	0.43726	0.43726
2.45	0.438779	0.438779	0.438779	0.438779	0.438779
2.46	0.440278	0.440278	0.440278	0.440278	0.440278
2.47	0.441755	0.441755	0.441755	0.441755	0.441755
2.48	0.443211	0.443211	0.443211	0.443211	0.443211
2.49	0.444646	0.444646	0.444646	0.444646	0.444646
2.5	0.446059	0.446059	0.446059	0.446059	0.446059
2.51	0.447451	0.447451	0.447451	0.447451	0.447451
2.52	0.44882	0.44882	0.44882	0.44882	0.44882
2.53	0.450168	0.450168	0.450168	0.450168	0.450168
2.54	0.451494	0.451494	0.451494	0.451494	0.451494
2.55	0.452797	0.452797	0.452797	0.452797	0.452797
2.56	0.454078	0.454078	0.454078	0.454078	0.454078
2.57	0.455336	0.455336	0.455336	0.455336	0.455336
2.58	0.456571	0.456571	0.456571	0.456571	0.456571
2.59	0.457784	0.457784	0.457784	0.457784	0.457784
2.6	0.458973	0.458973	0.458973	0.458973	0.458973
2.61	0.460139	0.460139	0.460139	0.460139	0.460139
2.62	0.461281	0.461281	0.461281	0.461281	0.461281
2.63	0.4624	0.4624	0.4624	0.4624	0.4624
2.64	0.463496	0.463496	0.463496	0.463496	0.463496
2.65	0.464567	0.464567	0.464567	0.464567	0.464567
2.66	0.465614	0.465614	0.465614	0.465614	0.465614
2.67	0.466638	0.466638	0.466638	0.466638	0.466638
2.68	0.467637	0.467637	0.467637	0.467637	0.467637
2.69	0.468611	0.468611	0.468611	0.468611	0.468611
2.7	0.469562	0.469562	0.469562	0.469562	0.469562
2.71	0.470487	0.470487	0.470487	0.470487	0.470487
2.72	0.471388	0.471388	0.471388	0.471388	0.471388
2.73	0.472263	0.472263	0.472263	0.472263	0.472263
2.74	0.473114	0.473114	0.473114	0.473114	0.473114
2.75	0.473939	0.473939	0.473939	0.473939	0.473939
2.76	0.47474	0.47474	0.47474	0.47474	0.47474
2.77	0.475515	0.475515	0.475515	0.475515	0.475515
2.78	0.476264	0.476264	0.476264	0.476264	0.476264
2.79	0.476988	0.476988	0.476988	0.476988	0.476988
2.8	0.477685	0.477685	0.477685	0.477685	0.477685
2.81	0.478358	0.478358	0.478358	0.478358	0.478358
2.82	0.479004	0.479004	0.479004	0.479004	0.479004
2.83	0.479624	0.479624	0.479624	0.479624	0.479624
2.84	0.480218	0.480218	0.480218	0.480218	0.480218
2.85	0.480786	0.480786	0.480786	0.480786	0.480786
2.86	0.481327	0.481327	0.481327	0.481327	0.481327
2.87	0.481842	0.481842	0.481842	0.481842	0.481842
2.88	0.48233	0.48233	0.48233	0.48233	0.48233
2.89	0.482792	0.482792	0.482792	0.482792	0.482792
2.9	0.483227	0.483227	0.483227	0.483227	0.483227
2.91	0.483635	0.483635	0.483635	0.483635	0.483635
2.92	0.484017	0.484017	0.484017	0.484017	0.484017
2.93	0.484371	0.484371	0.484371	0.484371	0.484371
2.94	0.484699	0.484699	0.484699	0.484699	0.484699
2.95	0.484999	0.484999	0.484999	0.484999	0.484999
2.96	0.485272	0.485272	0.485272	0.485272	0.485272
2.97	0.485518	0.485518	0.485518	0.485518	0.485518
2.98	0.485736	0.485736	0.485736	0.485736	0.485736
2.99	0.485928	0.485928	0.485928	0.485928	0.485928
3	0.486091	0.486091	0.486091	0.486091	0.486091
3.01	0.486227	0.486227	0.486227	0.486227	0.486227
3.02	0.486336	0.486336	0.486336	0.486336	0.486336
3.03	0.486417	0.486417	0.486417	0.486417	0.486417
3.04	0.486471	0.486471	0.486471	0.486471	0.486471
3.05	0.486496	0.486496	0.486496	0.486496	0.486496
3.06	0.486494	0.486494	0.486494	0.486494	0.486494
3.07	0.486464	0.486464	0.486464	0.486464	0.486464
3.08	0.486406	0.486406	0.486406	0.486406	0.486406
3.09	0.486321	0.486321	0.486321	0.486321	0.486321
3.1	0.486207	0.486207	0.486207	0.486207	0.486207
3.11	0.486065	0.486065	0.486065	0.486065	0.486065
3.12	0.485896	0.485896	0.485896	0.485896	0.485896
3.13	0.485698	0.485698	0.485698	0.485698	0.485698
3.14	0.485472	0.485472	0.485472	0.485472	0.485472
3.15	0.485219	0.485219	0.485219	0.485219	0.485219
3.16	0.484937	0.484937	0.484937	0.484937	0.484937
3.17	0.484627	0.484627	0.484627	0.484627	0.484627
3.18	0.484289	0.484289	0.484289	0.484289	0.484289
3.19	0.483922	0.483922	0.483922	0.483922	0.483922
3.2	0.483528	0.483528	0.483528	0.483528	0.483528
3.21	0.483105	0.483105	0.483105	0.483105	0.483105
3.22	0.482654	0.482654	0.482654	0.482654	0.482654
3.23	0.482175	0.482175	0.482175	0.482175	0.482175
3.24	0.481668	0.481668	0.481668	0.481668	0.481668
3.25	0.481132	0.481132	0.481132	0.481132	0.481132
3.26	0.480568	0.480568	0.480568	0.480568	0.480568
3.27	0.479977	0.479977	0.479977	0.479977	0.479977
3.28	0.479356	0.479356	0.479356	0.479356	0.479356
3.29	0.478708	0.478708	0.478708	0.478708	0.478708
3.3	0.478032	0.478032	0.478032	0.478032	0.478032
3.31	0.477327	0.477327	0.477327	0.477327	0.477327
3.32	0.476594	0.476594	0.476594	0.476594	0.476594
3.33	0.475834	0.475834	0.475834	0.475834	0.475834
3.34	0.475045	0.475045	0.475045	0.475045	0.475045
3.35	0.474228	0.474228	0.474228	0.474228	0.474228
3.36	0.473383	0.473383	0.473383	0.473383	0.473383
3.37	0.472509	0.472509	0.472509	0.472509	0.472509
3.38	0.471608	0.471608	0.471608	0.471608	0.471608
3.39	0.470679	0.470679	0.470679	0.470679	0.470679
3.4	0.469723	0.469723	0.469723	0.469723	0.469723
3.41	0.468738	0.468738	0.468738	0.468738	0.468738
3.42	0.467725	0.467725	0.467725	0.467725	0.467725
3.43	0.466685	0.466685	0.466685	0.466685	0.466685
3.44	0.465617	0.465617	0.465617	0.465617	0.465617
3.45	0.464521	0.464521	0.464521	0.464521	0.464521
3.46	0.463398	0.463398	0.463398	0.463398	0.463398
3.47	0.462247	0.462247	0.462247	0.462247	0.462247
3.48	0.461068	0.461068	0.461068	0.461068	0.461068
3.49	0.459862	0.459862	0.459862	0.459862	0.459862
3.5	0.458629	0.458629	0.458629	0.458629	0.458629
3.51	0.457369	0.457369	0.457369	0.457369	0.457369
3.52	0.456081	0.456081	0.456081	0.456081	0.456081
3.53	0.454766	0.454766	0.454766	0.454766	0.454766
3.54	0.453423	0.453423	0.453423	0.453423	0.453423
3.55	0.452054	0.452054	0.452054	0.452054	0.452054
3.56	0.450658	0.450658	0.450658	0.450658	0.450658
3.57	0.449235	0.449235	0.449235	0.449235	0.449235
3.58	0.447785	0.447785	0.447785	0.447785	0.447785
3.59	0.446309	0.446309	0.446309	0.446309	0.446309
3.6	0.444805	0.444805	0.444805	0.444805	0.444805
3.61	0.443276	0.443276	0.443276	0.443276	0.443276
3.62	0.441719	0.441719	0.441719	0.441719	0.441719
3.63	0.440137	0.440137	0.440137	0.440137	0.440137
3.64	0.438528	0.438528	0.438528	0.438528	0.438528
3.65	0.436893	0.436893	0.436893	0.436893	0.436893
3.66	0.435232	0.435232	0.435232	0.435232	0.435232
3.67	0.433545	0.433545	0.433545	0.433545	0.433545
3.68	0.431832	0.431832	0.431832	0.431832	0.431832
3.69	0.430094	0.430094	0.430094	0.430094	0.430094
3.7	0.42833	0.42833	0.42833	0.42833	0.42833
3.71	0.42654	0.42654	0.42654	0.42654	0.42654
3.72	0.424725	0.424725	0.424725	0.424725	0.424725
3.73	0.422884	0.422884	0.422884	0.422884	0.422884
3.74	0.421019	0.421019	0.421019	0.421019	0.421019
3.75	0.419128	0.419128	0.419128	0.419128	0.419128
3.76	0.417213	0.417213	0.417213	0.417213	0.417213
3.77	0.415273	0.415273	0.415273	0.415273	0.415273
3.78	0.413308	0.413308	0.413308	0.413308	0.413308
3.79	0.411318	0.411318	0.411318	0.411318	0.411318
3.8	0.409304	0.409304	0.409304	0.409304	0.409304
3.81	0.407266	0.407266	0.407266	0.407266	0.407266
3.82	0.405204	0.405204	0.405204	0.405204	0.405204
3.83	0.403118	0.403118	0.403118	0.403118	0.403118
3.84	0.401008	0.401008	0.401008	0.401008	0.401008
3.85	0.398874	0.398874	0.398874	0.398874	0.398874
3.86	0.396717	0.396717	0.396717	0.396717	0.396717
3.87	0.394536	0.394536	0.394536	0.394536	0.394536
3.88	0.392332	0.392332	0.392332	0.392332	0.392332
3.89	0.390105	0.390105	0.390105	0.390105	0.390105
3.9	0.387855	0.387855	0.387855	0.387855	0.387855
3.91	0.385582	0.385582	0.385582	0.385582	0.385582
3.92	0.383286	0.383286	0.383286	0.383286	0.383286
3.93	0.380969	0.380969	0.380969	0.380969	0.380969
3.94	0.378628	0.378628	0.378628	0.378628	0.378628
3.95	0.376266	0.376266	0.376266	0.376266	0.376266
3.96	0.373882	0.373882	0.373882	0.373882	0.373882
3.97	0.371476	0.371476	0.371476	0.371476	0.371476
3.98	0.369048	0.369048	0.369048	0.369048	0.369048
3.99	0.366599	0.366599	0.366599	0.366599	0.366599
4	0.364128	0.364128	0.364128	0.364128	0.364128
4.01	0.361637	0.361637	0.361637	0.361637	0.361637
4.02	0.359124	0.359124	0.359124	0.359124	0.359124
4.03	0.356591	0.356591	0.356591	0.356591	0.356591
4.04	0.354037	0.354037	0.354037	0.354037	0.354037
4.05	0.351463	0.351463	0.351463	0.351463	0.351463
4.06	0.348868	0.348868	0.348868	0.348868	0.348868
4.07	0.346254	0.346254	0.346254	0.346254	0.346254
4.08	0.34362	0.34362	0.34362	0.34362	0.34362
4.09	0.340966	0.340966	0.340966	0.340966	0.340966
4.1	0.338292	0.338292	0.338292	0.338292	0.338292
4.11	0.3356	0.3356	0.3356	0.3356	0.3356
4.12	0.332888	0.332888	0.332888	0.332888	0.332888
4.13	0.330158	0.330158	0.330158	0.330158	0.330158
4.14	0.327409	0.327409	0.327409	0.327409	0.327409
4.15	0.324641	0.324641	0.324641	0.324641	0.324641
4.16	0.321856	0.321856	0.321856	0.321856	0.321856
4.17	0.319052	0.319052	0.319052	0.319052	0.319052
4.18	0.31623	0.31623	0.31623	0.31623	0.31623
4.19	0.313391	0.313391	0.313391	0.313391	0.313391
4.2	0.310535	0.310535	0.310535	0.310535	0.310535
4.21	0.307661	0.307661	0.307661	0.307661	0.307661
4.22	0.30477	0.30477	0.30477	0.30477	0.30477
4.23	0.301863	0.301863	0.301863	0.301863	0.301863
4.24	0.298939	0.298939	0.298939	0.298939	0.298939
4.25	0.295998	0.295998	0.295998	0.295998	0.295998
4.26	0.293042	0.293042	0.293042	0.293042	0.293042
4.27	0.290069	0.290069	0.290069	0.290069	0.290069
4.28	0.287081	0.287081	0.287081	0.287081	0.287081
4.29	0.284078	0.284078	0.284078	0.284078	0.284078
4.3	0.281059	0.281059	0.281059	0.281059	0.281059
4.31	0.278026	0.278026	0.278026	0.278026	0.278026
4.32	0.274977	0.274977	0.274977	0.274977	0.274977
4.33	0.271914	0.271914	0.271914	0.271914	0.271914
4.34	0.268837	0.268837	0.268837	0.268837	0.268837
4.35	0.265746	0.265746	0.265746	0.265746	0.265746
4.36	0.26264	0.26264	0.26264	0.26264	0.26264
4.37	0.259522	0.259522	0.259522	0.259522	0.259522
4.38	0.25639	0.25639	0.25639	0.25639	0.25639
4.39	0.253244	0.253244	0.253244	0.253244	0.253244
4.4	0.250086	0.250086	0.250086	0.250086	0.250086
4.41	0.246915	0.246915	0.246915	0.246915	0.246915
4.42	0.243732	0.243732	0.243732	0.243732	0.243732
4.43	0.240537	0.240537	0.240537	0.240537	0.240537
4.44	0.237329	0.237329	0.237329	0.237329	0.237329
4.45	0.23411	0.23411	0.23411	0.23411	0.23411
4.46	0.23088	0.23088	0.23088	0.23088	0.23088
4.47	0.227638	0.227638	0.227638	0.227638	0.227638
4.48	0.224386	0.224386	0.224386	0.224386	0.224386
4.49	0.221123	0.221123	0.221123	0.221123	0.221123
4.5	0.217849	0.217849	0.217849	0.217849	0.217849
4.51	0.214565	0.214565	0.214565	0.214565	0.214565
4.52	0.211271	0.211271	0.211271	0.211271	0.211271
4.53	0.207968	0.207968	0.207968	0.207968	0.207968
4.54	0.204655	0.204655	0.204655	0.204655	0.204655
4.55	0.201333	0.201333	0.201333	0.201333	0.201333
4.56	0.198002	0.198002	0.198002	0.198002	0.198002
4.57	0.194662	0.194662	0.194662	0.194662	0.194662
4.58	0.191314	0.191314	0.191314	0.191314	0.191314
4.59	0.187957	0.187957	0.187957	0.187957	0.187957
4.6	0.184593	0.184593	0.184593	0.184593	0.184593
4.61	0.181221	0.181221	0.181221	0.181221	0.181221
4.62	0.177842	0.177842	0.177842	0.177842	0.177842
4.63	0.174456	0.174456	0.174456	0.174456	0.174456
4.64	0.171062	0.171062	0.171062	0.171062	0.171062
4.65	0.167662	0.167662	0.167662	0.167662	0.167662
