x	math	gsl	my
-4.4681	-0.0634971	-0.0634971	-0.0634971
-4.4671	-0.0636194	-0.0636194	-0.0636194
-4.4661	-0.0637427	-0.0637427	-0.0637427
-4.4651	-0.0638668	-0.0638668	-0.0638668
-4.4641	-0.0639918	-0.0639918	-0.0639918
-4.4631	-0.0641176	-0.0641176	-0.0641176
-4.4621	-0.0642443	-0.0642443	-0.0642443
-4.4611	-0.0643719	-0.0643719	-0.0643719
-4.4601	-0.0645004	-0.0645004	-0.0645004
-4.4591	-0.0646298	-0.0646298	-0.0646298
-4.4581	-0.0647601	-0.0647601	-0.0647601
-4.4571	-0.0648913	-0.0648913	-0.0648913
-4.4561	-0.0650233	-0.0650233	-0.0650233
-4.4551	-0.0651563	-0.0651563	-0.0651563
-4.4541	-0.0652902	-0.0652902	-0.0652902
-4.4531	-0.0654251	-0.0654251	-0.0654251
-4.4521	-0.0655608	-0.0655608	-0.0655608
-4.4511	-0.0656975	-0.0656975	-0.0656975
-4.4501	-0.0658352	-0.0658352	-0.0658352
-4.4491	-0.0659737	-0.0659737	-0.0659737
-4.4481	-0.0661133	-0.0661133	-0.0661133
-4.4471	-0.0662537	-0.0662537	-0.0662537
-4.4461	-0.0663952	-0.0663952	-0.0663952
-4.4451	-0.0665376	-0.0665376	-0.0665376
-4.4441	-0.0666809	-0.0666809	-0.0666809
-4.4431	-0.0668253	-0.0668253	-0.0668253
-4.4421	-0.0669706	-0.0669706	-0.0669706
-4.4411	-0.0671169	-0.0671169	-0.0671169
-4.4401	-0.0672642	-0.0672642	-0.0672642
-4.4391	-0.0674125	-0.0674125	-0.0674125
-4.4381	-0.0675618	-0.0675618	-0.0675618
-4.4371	-0.0677121	-0.0677121	-0.0677121
-4.4361	-0.0678635	-0.0678635	-0.0678635
-4.4351	-0.0680158	-0.0680158	-0.0680158
-4.4341	-0.0681692	-0.0681692	-0.0681692
-4.4331	-0.0683237	-0.0683237	-0.0683237
-4.4321	-0.0684791	-0.0684791	-0.0684791
-4.4311	-0.0686356	-0.0686356	-0.0686356
-4.4301	-0.0687932	-0.0687932	-0.0687932
-4.4291	-0.0689519	-0.0689519	-0.0689519
-4.4281	-0.0691116	-0.0691116	-0.0691116
-4.4271	-0.0692723	-0.0692723	-0.0692723
-4.4261	-0.0694342	-0.0694342	-0.0694342
-4.4251	-0.0695972	-0.0695972	-0.0695972
-4.4241	-0.0697612	-0.0697612	-0.0697612
-4.4231	-0.0699264	-0.0699264	-0.0699264
-4.4221	-0.0700926	-0.0700926	-0.0700926
-4.4211	-0.07026	-0.07026	-0.07026
-4.4201	-0.0704285	-0.0704285	-0.0704285
-4.4191	-0.0705981	-0.0705981	-0.0705982
-4.4181	-0.0707689	-0.0707689	-0.0707689
-4.4171	-0.0709409	-0.0709409	-0.0709409
-4.4161	-0.0711139	-0.0711139	-0.0711139
-4.4151	-0.0712882	-0.0712882	-0.0712882
-4.4141	-0.0714636	-0.0714636	-0.0714636
-4.4131	-0.0716402	-0.0716402	-0.0716402
-4.4121	-0.071818	-0.071818	-0.071818
-4.4111	-0.0719969	-0.0719969	-0.0719969
-4.4101	-0.0721771	-0.0721771	-0.0721771
-4.4091	-0.0723585	-0.0723585	-0.0723585
-4.4081	-0.0725411	-0.0725411	-0.0725411
-4.4071	-0.0727249	-0.0727249	-0.0727249
-4.4061	-0.07291	-0.07291	-0.07291
-4.4051	-0.0730963	-0.0730963	-0.0730963
-4.4041	-0.0732839	-0.0732839	-0.0732839
-4.4031	-0.0734727	-0.0734727	-0.0734727
-4.4021	-0.0736628	-0.0736628	-0.0736628
-4.4011	-0.0738542	-0.0738542	-0.0738542
-4.4001	-0.0740468	-0.0740468	-0.0740468
-4.3991	-0.0742408	-0.0742408	-0.0742408
-4.3981	-0.0744361	-0.0744361	-0.0744361
-4.3971	-0.0746326	-0.0746326	-0.0746326
-4.3961	-0.0748306	-0.0748306	-0.0748306
-4.3951	-0.0750298	-0.0750298	-0.0750298
-4.3941	-0.0752304	-0.0752304	-0.0752304
-4.3931	-0.0754323	-0.0754323	-0.0754323
-4.3921	-0.0756356	-0.0756356	-0.0756356
-4.3911	-0.0758403	-0.0758403	-0.0758403
-4.3901	-0.0760464	-0.0760464	-0.0760464
-4.3891	-0.0762538	-0.0762538	-0.0762538
-4.3881	-0.0764627	-0.0764627	-0.0764627
-4.3871	-0.076673	-0.076673	-0.076673
-4.3861	-0.0768847	-0.0768847	-0.0768847
-4.3851	-0.0770978	-0.0770978	-0.0770978
-4.3841	-0.0773124	-0.0773124	-0.0773124
-4.3831	-0.0775285	-0.0775285	-0.0775285
-4.3821	-0.077746	-0.077746	-0.077746
-4.3811	-0.077965	-0.077965	-0.077965
-4.3801	-0.0781855	-0.0781855	-0.0781855
-4.3791	-0.0784074	-0.0784074	-0.0784074
-4.3781	-0.0786309	-0.0786309	-0.0786309
-4.3771	-0.078856	-0.078856	-0.078856
-4.3761	-0.0790825	-0.0790825	-0.0790825
-4.3751	-0.0793106	-0.0793106	-0.0793106
-4.3741	-0.0795403	-0.0795403	-0.0795403
-4.3731	-0.0797716	-0.0797716	-0.0797716
-4.3721	-0.0800044	-0.0800044	-0.0800044
-4.3711	-0.0802388	-0.0802388	-0.0802388
-4.3701	-0.0804749	-0.0804749	-0.0804749
-4.3691	-0.0807125	-0.0807125	-0.0807125
-4.3681	-0.0809518	-0.0809518	-0.0809518
-4.3671	-0.0811928	-0.0811928	-0.0811928
-4.3661	-0.0814354	-0.0814354	-0.0814354
-4.3651	-0.0816797	-0.0816797	-0.0816797
-4.3641	-0.0819257	-0.0819257	-0.0819257
-4.3631	-0.0821734	-0.0821734	-0.0821734
-4.3621	-0.0824228	-0.0824228	-0.0824228
-4.3611	-0.0826739	-0.0826739	-0.0826739
-4.3601	-0.0829268	-0.0829268	-0.0829268
-4.3591	-0.0831814	-0.0831814	-0.0831814
-4.3581	-0.0834378	-0.0834378	-0.0834378
-4.3571	-0.083696	-0.083696	-0.083696
-4.3561	-0.083956	-0.083956	-0.083956
-4.3551	-0.0842178	-0.0842178	-0.0842178
-4.3541	-0.0844814	-0.0844814	-0.0844814
-4.3531	-0.0847469	-0.0847469	-0.0847469
-4.3521	-0.0850143	-0.0850143	-0.0850143
-4.3511	-0.0852835	-0.0852835	-0.0852835
-4.3501	-0.0855547	-0.0855547	-0.0855547
-4.3491	-0.0858277	-0.0858277	-0.0858277
-4.3481	-0.0861027	-0.0861027	-0.0861027
-4.3471	-0.0863796	-0.0863796	-0.0863796
-4.3461	-0.0866585	-0.0866585	-0.0866585
-4.3451	-0.0869393	-0.0869393	-0.0869393
-4.3441	-0.0872221	-0.0872221	-0.0872221
-4.3431	-0.087507	-0.087507	-0.087507
-4.3421	-0.0877939	-0.0877939	-0.0877939
-4.3411	-0.0880828	-0.0880828	-0.0880828
-4.3401	-0.0883738	-0.0883738	-0.0883738
-4.3391	-0.0886669	-0.0886669	-0.0886669
-4.3381	-0.0889621	-0.0889621	-0.0889621
-4.3371	-0.0892594	-0.0892594	-0.0892594
-4.3361	-0.0895588	-0.0895588	-0.0895588
-4.3351	-0.0898604	-0.0898604	-0.0898604
-4.3341	-0.0901642	-0.0901642	-0.0901642
-4.3331	-0.0904701	-0.0904701	-0.0904701
-4.3321	-0.0907783	-0.0907783	-0.0907783
-4.3311	-0.0910887	-0.0910887	-0.0910887
-4.3301	-0.0914014	-0.0914014	-0.0914014
-4.3291	-0.0917163	-0.0917163	-0.0917163
-4.3281	-0.0920336	-0.0920336	-0.0920336
-4.3271	-0.0923531	-0.0923531	-0.0923531
-4.3261	-0.092675	-0.092675	-0.092675
-4.3251	-0.0929993	-0.0929993	-0.0929993
-4.3241	-0.0933259	-0.0933259	-0.0933259
-4.3231	-0.093655	-0.093655	-0.093655
-4.3221	-0.0939864	-0.0939864	-0.0939864
-4.3211	-0.0943203	-0.0943203	-0.0943203
-4.3201	-0.0946567	-0.0946567	-0.0946567
-4.3191	-0.0949956	-0.0949956	-0.0949956
-4.3181	-0.095337	-0.095337	-0.095337
-4.3171	-0.095681	-0.095681	-0.095681
-4.3161	-0.0960275	-0.0960275	-0.0960275
-4.3151	-0.0963766	-0.0963766	-0.0963766
-4.3141	-0.0967283	-0.0967283	-0.0967283
-4.3131	-0.0970826	-0.0970826	-0.0970826
-4.3121	-0.0974397	-0.0974397	-0.0974397
-4.3111	-0.0977994	-0.0977994	-0.0977994
-4.3101	-0.0981618	-0.0981618	-0.0981618
-4.3091	-0.098527	-0.098527	-0.098527
-4.3081	-0.0988949	-0.0988949	-0.0988949
-4.3071	-0.0992657	-0.0992657	-0.0992657
-4.3061	-0.0996392	-0.0996392	-0.0996392
-4.3051	-0.100016	-0.100016	-0.100016
-4.3041	-0.100395	-0.100395	-0.100395
-4.3031	-0.100777	-0.100777	-0.100777
-4.3021	-0.101162	-0.101162	-0.101162
-4.3011	-0.10155	-0.10155	-0.10155
-4.3001	-0.101942	-0.101942	-0.101942
-4.2991	-0.102336	-0.102336	-0.102336
-4.2981	-0.102733	-0.102733	-0.102733
-4.2971	-0.103133	-0.103133	-0.103133
-4.2961	-0.103537	-0.103537	-0.103537
-4.2951	-0.103943	-0.103943	-0.103943
-4.2941	-0.104353	-0.104353	-0.104353
-4.2931	-0.104766	-0.104766	-0.104766
-4.2921	-0.105182	-0.105182	-0.105182
-4.2911	-0.105602	-0.105602	-0.105602
-4.2901	-0.106024	-0.106024	-0.106024
-4.2891	-0.10645	-0.10645	-0.10645
-4.2881	-0.10688	-0.10688	-0.10688
-4.2871	-0.107313	-0.107313	-0.107313
-4.2861	-0.107749	-0.107749	-0.107749
-4.2851	-0.108189	-0.108189	-0.108189
-4.2841	-0.108633	-0.108633	-0.108633
-4.2831	-0.10908	-0.10908	-0.10908
-4.2821	-0.109531	-0.109531	-0.109531
-4.2811	-0.109985	-0.109985	-0.109985
-4.2801	-0.110443	-0.110443	-0.110443
-4.2791	-0.110905	-0.110905	-0.110905
-4.2781	-0.11137	-0.11137	-0.11137
-4.2771	-0.111839	-0.111839	-0.111839
-4.2761	-0.112312	-0.112312	-0.112312
-4.2751	-0.112789	-0.112789	-0.112789
-4.2741	-0.11327	-0.11327	-0.11327
-4.2731	-0.113755	-0.113755	-0.113755
-4.2721	-0.114244	-0.114244	-0.114244
-4.2711	-0.114737	-0.114737	-0.114737
-4.2701	-0.115234	-0.115234	-0.115234
-4.2691	-0.115736	-0.115736	-0.115736
-4.2681	-0.116241	-0.116241	-0.116241
-4.2671	-0.116751	-0.116751	-0.116751
-4.2661	-0.117265	-0.117265	-0.117265
-4.2651	-0.117783	-0.117783	-0.117783
-4.2641	-0.118306	-0.118306	-0.118306
-4.2631	-0.118834	-0.118834	-0.118834
-4.2621	-0.119365	-0.119365	-0.119365
-4.2611	-0.119902	-0.119902	-0.119902
-4.2601	-0.120442	-0.120442	-0.120443
-4.2591	-0.120988	-0.120988	-0.120988
-4.2581	-0.121538	-0.121538	-0.121538
-4.2571	-0.122093	-0.122093	-0.122093
-4.2561	-0.122653	-0.122653	-0.122653
-4.2551	-0.123218	-0.123218	-0.123218
-4.2541	-0.123788	-0.123788	-0.123788
-4.2531	-0.124363	-0.124363	-0.124363
-4.2521	-0.124942	-0.124942	-0.124942
-4.2511	-0.125527	-0.125527	-0.125527
-4.2501	-0.126117	-0.126117	-0.126117
-4.2491	-0.126713	-0.126713	-0.126713
-4.2481	-0.127313	-0.127313	-0.127313
-4.2471	-0.127919	-0.127919	-0.127919
-4.2461	-0.128531	-0.128531	-0.128531
-4.2451	-0.129148	-0.129148	-0.129148
-4.2441	-0.12977	-0.12977	-0.12977
-4.2431	-0.130399	-0.130399	-0.130399
-4.2421	-0.131032	-0.131032	-0.131032
-4.2411	-0.131672	-0.131672	-0.131672
-4.2401	-0.132318	-0.132318	-0.132318
-4.2391	-0.132969	-0.132969	-0.132969
-4.2381	-0.133627	-0.133627	-0.133627
-4.2371	-0.13429	-0.13429	-0.13429
-4.2361	-0.13496	-0.13496	-0.13496
-4.2351	-0.135636	-0.135636	-0.135636
-4.2341	-0.136318	-0.136318	-0.136318
-4.2331	-0.137007	-0.137007	-0.137007
-4.2321	-0.137702	-0.137702	-0.137702
-4.2311	-0.138404	-0.138404	-0.138404
-4.2301	-0.139113	-0.139113	-0.139113
-4.2291	-0.139828	-0.139828	-0.139828
-4.2281	-0.14055	-0.14055	-0.14055
-4.2271	-0.141279	-0.141279	-0.141279
-4.2261	-0.142015	-0.142015	-0.142015
-4.2251	-0.142758	-0.142758	-0.142758
-4.2241	-0.143509	-0.143509	-0.143509
-4.2231	-0.144266	-0.144266	-0.144266
-4.2221	-0.145031	-0.145031	-0.145031
-4.2211	-0.145804	-0.145804	-0.145804
-4.2201	-0.146584	-0.146584	-0.146584
-4.2191	-0.147372	-0.147372	-0.147372
-4.2181	-0.148168	-0.148168	-0.148168
-4.2171	-0.148971	-0.148971	-0.148971
-4.2161	-0.149783	-0.149783	-0.149783
-4.2151	-0.150603	-0.150603	-0.150603
-4.2141	-0.151431	-0.151431	-0.151431
-4.2131	-0.152268	-0.152268	-0.152268
-4.2121	-0.153113	-0.153113	-0.153113
-4.2111	-0.153967	-0.153967	-0.153967
-4.2101	-0.154829	-0.154829	-0.154829
-4.2091	-0.1557	-0.1557	-0.1557
-4.2081	-0.156581	-0.156581	-0.156581
-4.2071	-0.15747	-0.15747	-0.15747
-4.2061	-0.158369	-0.158369	-0.158369
-4.2051	-0.159277	-0.159277	-0.159277
-4.2041	-0.160195	-0.160195	-0.160195
-4.2031	-0.161123	-0.161123	-0.161123
-4.2021	-0.16206	-0.16206	-0.16206
-4.2011	-0.163007	-0.163007	-0.163007
-4.2001	-0.163965	-0.163965	-0.163965
-4.1991	-0.164932	-0.164932	-0.164932
-4.1981	-0.165911	-0.165911	-0.165911
-4.1971	-0.1669	-0.1669	-0.1669
-4.1961	-0.167899	-0.167899	-0.167899
-4.1951	-0.16891	-0.16891	-0.16891
-4.1941	-0.169931	-0.169931	-0.169931
-4.1931	-0.170964	-0.170964	-0.170964
-4.1921	-0.172009	-0.172009	-0.172009
-4.1911	-0.173065	-0.173065	-0.173065
-4.1901	-0.174133	-0.174133	-0.174133
-4.1891	-0.175212	-0.175212	-0.175212
-4.1881	-0.176305	-0.176305	-0.176305
-4.1871	-0.177409	-0.177409	-0.177409
-4.1861	-0.178526	-0.178526	-0.178526
-4.1851	-0.179656	-0.179656	-0.179656
-4.1841	-0.180799	-0.180799	-0.180799
-4.1831	-0.181955	-0.181955	-0.181955
-4.1821	-0.183125	-0.183125	-0.183125
-4.1811	-0.184309	-0.184309	-0.184309
-4.1801	-0.185506	-0.185506	-0.185506
-4.1791	-0.186717	-0.186717	-0.186717
-4.1781	-0.187943	-0.187943	-0.187943
-4.1771	-0.189184	-0.189184	-0.189184
-4.1761	-0.190439	-0.190439	-0.190439
-4.1751	-0.191709	-0.191709	-0.191709
-4.1741	-0.192995	-0.192995	-0.192995
-4.1731	-0.194297	-0.194297	-0.194297
-4.1721	-0.195614	-0.195614	-0.195614
-4.1711	-0.196948	-0.196948	-0.196948
-4.1701	-0.198298	-0.198298	-0.198298
-4.1691	-0.199665	-0.199665	-0.199665
-4.1681	-0.20105	-0.20105	-0.20105
-4.1671	-0.202451	-0.202451	-0.202451
-4.1661	-0.203871	-0.203871	-0.203871
-4.1651	-0.205308	-0.205308	-0.205308
-4.1641	-0.206764	-0.206764	-0.206764
-4.1631	-0.208238	-0.208238	-0.208238
-4.1621	-0.209732	-0.209732	-0.209732
-4.1611	-0.211245	-0.211245	-0.211245
-4.1601	-0.212778	-0.212778	-0.212778
-4.1591	-0.214331	-0.214331	-0.214331
-4.1581	-0.215905	-0.215905	-0.215905
-4.1571	-0.217499	-0.217499	-0.217499
-4.1561	-0.219115	-0.219115	-0.219115
-4.1551	-0.220753	-0.220753	-0.220753
-4.1541	-0.222413	-0.222413	-0.222413
-4.1531	-0.224095	-0.224095	-0.224095
-4.1521	-0.225801	-0.225801	-0.225801
-4.1511	-0.22753	-0.22753	-0.22753
-4.1501	-0.229284	-0.229284	-0.229284
-4.1491	-0.231061	-0.231061	-0.231061
-4.1481	-0.232864	-0.232864	-0.232864
-4.1471	-0.234692	-0.234692	-0.234692
-4.1461	-0.236547	-0.236547	-0.236547
-4.1451	-0.238428	-0.238428	-0.238428
-4.1441	-0.240336	-0.240336	-0.240336
-4.1431	-0.242272	-0.242272	-0.242272
-4.1421	-0.244236	-0.244236	-0.244236
-4.1411	-0.246229	-0.246229	-0.246229
-4.1401	-0.248251	-0.248251	-0.248251
-4.1391	-0.250304	-0.250304	-0.250304
-4.1381	-0.252387	-0.252387	-0.252387
-4.1371	-0.254502	-0.254502	-0.254502
-4.1361	-0.25665	-0.25665	-0.25665
-4.1351	-0.25883	-0.25883	-0.25883
-4.1341	-0.261044	-0.261044	-0.261044
-4.1331	-0.263292	-0.263292	-0.263292
-4.1321	-0.265575	-0.265575	-0.265575
-4.1311	-0.267895	-0.267895	-0.267895
-4.1301	-0.270251	-0.270251	-0.270251
-4.1291	-0.272645	-0.272645	-0.272645
-4.1281	-0.275077	-0.275077	-0.275077
-4.1271	-0.27755	-0.27755	-0.27755
-4.1261	-0.280062	-0.280062	-0.280062
-4.1251	-0.282616	-0.282616	-0.282616
-4.1241	-0.285212	-0.285212	-0.285212
-4.1231	-0.287852	-0.287852	-0.287852
-4.1221	-0.290536	-0.290536	-0.290536
-4.1211	-0.293266	-0.293266	-0.293266
-4.1201	-0.296043	-0.296043	-0.296043
-4.1191	-0.298868	-0.298868	-0.298868
-4.1181	-0.301742	-0.301742	-0.301742
-4.1171	-0.304666	-0.304666	-0.304666
-4.1161	-0.307642	-0.307642	-0.307642
-4.1151	-0.310671	-0.310671	-0.310671
-4.1141	-0.313755	-0.313755	-0.313755
-4.1131	-0.316895	-0.316895	-0.316895
-4.1121	-0.320092	-0.320092	-0.320092
-4.1111	-0.323348	-0.323348	-0.323348
-4.1101	-0.326664	-0.326664	-0.326664
-4.1091	-0.330043	-0.330043	-0.330043
-4.1081	-0.333486	-0.333486	-0.333486
-4.1071	-0.336995	-0.336995	-0.336995
-4.1061	-0.340572	-0.340572	-0.340572
-4.1051	-0.344218	-0.344218	-0.344218
-4.1041	-0.347936	-0.347936	-0.347936
-4.1031	-0.351727	-0.351727	-0.351727
-4.1021	-0.355594	-0.355594	-0.355595
-4.1011	-0.35954	-0.35954	-0.35954
-4.1001	-0.363566	-0.363566	-0.363566
-4.0001	-416.604	-416.604	-416.604
-3.9991	46.3592	46.3592	46.3592
-3.9981	21.9928	21.9928	21.9928
-3.9971	14.4309	14.4309	14.4309
-3.9961	10.747	10.747	10.747
-3.9951	8.5667	8.5667	8.5667
-3.9941	7.12556	7.12556	7.12556
-3.9931	6.10218	6.10218	6.10218
-3.9921	5.3379	5.3379	5.3379
-3.9911	4.7454	4.7454	4.7454
-3.9901	4.27262	4.27262	4.27262
-3.9891	3.88661	3.88661	3.88661
-3.9881	3.5655	3.5655	3.5655
-3.9871	3.29418	3.29418	3.29418
-3.9861	3.06193	3.06193	3.06193
-3.9851	2.86086	2.86086	2.86086
-3.9841	2.6851	2.6851	2.6851
-3.9831	2.53015	2.53015	2.53015
-3.9821	2.39253	2.39253	2.39253
-3.9811	2.26949	2.26949	2.26949
-3.9801	2.15882	2.15882	2.15882
-3.9791	2.05875	2.05875	2.05875
-3.9781	1.96784	1.96784	1.96784
-3.9771	1.88487	1.88487	1.88487
-3.9761	1.80886	1.80886	1.80886
-3.9751	1.73896	1.73896	1.73896
-3.9741	1.67447	1.67447	1.67447
-3.9731	1.61478	1.61478	1.61478
-3.9721	1.55938	1.55938	1.55938
-3.9711	1.50783	1.50783	1.50783
-3.9701	1.45972	1.45972	1.45972
-3.9691	1.41475	1.41475	1.41475
-3.9681	1.37259	1.37259	1.37259
-3.9671	1.33301	1.33301	1.33301
-3.9661	1.29577	1.29577	1.29577
-3.9651	1.26068	1.26068	1.26068
-3.9641	1.22754	1.22754	1.22754
-3.9631	1.19621	1.19621	1.19621
-3.9621	1.16653	1.16653	1.16653
-3.9611	1.13839	1.13839	1.13839
-3.9601	1.11167	1.11167	1.11167
-3.9591	1.08626	1.08626	1.08626
-3.9581	1.06207	1.06207	1.06207
-3.9571	1.03901	1.03901	1.03901
-3.9561	1.01701	1.01701	1.01701
-3.9551	0.995991	0.995991	0.995991
-3.9541	0.975896	0.975896	0.975896
-3.9531	0.956664	0.956664	0.956664
-3.9521	0.938241	0.938241	0.938241
-3.9511	0.920576	0.920576	0.920576
-3.9501	0.903624	0.903624	0.903624
-3.9491	0.887344	0.887344	0.887344
-3.9481	0.871696	0.871696	0.871696
-3.9471	0.856645	0.856645	0.856645
-3.9461	0.842157	0.842157	0.842157
-3.9451	0.828202	0.828202	0.828202
-3.9441	0.814751	0.814751	0.814751
-3.9431	0.801777	0.801777	0.801777
-3.9421	0.789257	0.789257	0.789257
-3.9411	0.777166	0.777166	0.777166
-3.9401	0.765483	0.765483	0.765483
-3.9391	0.754188	0.754188	0.754188
-3.9381	0.743263	0.743263	0.743263
-3.9371	0.73269	0.73269	0.73269
-3.9361	0.722451	0.722451	0.722451
-3.9351	0.712533	0.712533	0.712533
-3.9341	0.70292	0.70292	0.70292
-3.9331	0.693598	0.693598	0.693598
-3.9321	0.684555	0.684555	0.684555
-3.9311	0.675778	0.675778	0.675778
-3.9301	0.667257	0.667257	0.667257
-3.9291	0.65898	0.65898	0.65898
-3.9281	0.650937	0.650937	0.650937
-3.9271	0.643119	0.643119	0.643119
-3.9261	0.635516	0.635516	0.635516
-3.9251	0.62812	0.62812	0.62812
-3.9241	0.620923	0.620923	0.620923
-3.9231	0.613917	0.613917	0.613917
-3.9221	0.607094	0.607094	0.607094
-3.9211	0.600448	0.600448	0.600448
-3.9201	0.593972	0.593972	0.593972
-3.9191	0.58766	0.58766	0.58766
-3.9181	0.581505	0.581505	0.581505
-3.9171	0.575503	0.575503	0.575503
-3.9161	0.569647	0.569647	0.569647
-3.9151	0.563932	0.563932	0.563932
-3.9141	0.558354	0.558354	0.558354
-3.9131	0.552908	0.552908	0.552908
-3.9121	0.54759	0.54759	0.54759
-3.9111	0.542394	0.542394	0.542394
-3.9101	0.537317	0.537317	0.537317
-3.9091	0.532355	0.532355	0.532355
-3.9081	0.527505	0.527505	0.527505
-3.9071	0.522762	0.522762	0.522762
-3.9061	0.518124	0.518124	0.518124
-3.9051	0.513586	0.513586	0.513586
-3.9041	0.509147	0.509147	0.509147
-3.9031	0.504802	0.504802	0.504802
-3.9021	0.500549	0.500549	0.50055
-3.9011	0.496386	0.496386	0.496386
-3.9001	0.492309	0.492309	0.492309
-3.8991	0.488316	0.488316	0.488316
-3.8981	0.484404	0.484404	0.484404
-3.8971	0.480572	0.480572	0.480572
-3.8961	0.476816	0.476816	0.476816
-3.8951	0.473135	0.473135	0.473135
-3.8941	0.469526	0.469526	0.469526
-3.8931	0.465989	0.465989	0.465989
-3.8921	0.462519	0.462519	0.462519
-3.8911	0.459117	0.459117	0.459117
-3.8901	0.455779	0.455779	0.455779
-3.8891	0.452504	0.452504	0.452504
-3.8881	0.449291	0.449291	0.449291
-3.8871	0.446138	0.446138	0.446138
-3.8861	0.443043	0.443043	0.443043
-3.8851	0.440005	0.440005	0.440005
-3.8841	0.437022	0.437022	0.437022
-3.8831	0.434093	0.434093	0.434093
-3.8821	0.431216	0.431216	0.431216
-3.8811	0.428391	0.428391	0.428391
-3.8801	0.425616	0.425616	0.425616
-3.8791	0.422889	0.422889	0.422889
-3.8781	0.420211	0.420211	0.420211
-3.8771	0.417578	0.417578	0.417578
-3.8761	0.414991	0.414991	0.414991
-3.8751	0.412448	0.412448	0.412448
-3.8741	0.409948	0.409948	0.409948
-3.8731	0.40749	0.40749	0.40749
-3.8721	0.405073	0.405073	0.405073
-3.8711	0.402697	0.402697	0.402697
-3.8701	0.40036	0.40036	0.40036
-3.8691	0.398061	0.398061	0.398061
-3.8681	0.3958	0.3958	0.3958
-3.8671	0.393576	0.393576	0.393576
-3.8661	0.391387	0.391387	0.391387
-3.8651	0.389234	0.389234	0.389234
-3.8641	0.387115	0.387115	0.387115
-3.8631	0.385029	0.385029	0.385029
-3.8621	0.382977	0.382977	0.382977
-3.8611	0.380956	0.380956	0.380956
-3.8601	0.378968	0.378968	0.378968
-3.8591	0.37701	0.37701	0.37701
-3.8581	0.375082	0.375082	0.375082
-3.8571	0.373184	0.373184	0.373184
-3.8561	0.371315	0.371315	0.371315
-3.8551	0.369474	0.369474	0.369474
-3.8541	0.367661	0.367661	0.367661
-3.8531	0.365875	0.365875	0.365875
-3.8521	0.364116	0.364116	0.364116
-3.8511	0.362383	0.362383	0.362383
-3.8501	0.360676	0.360676	0.360676
-3.8491	0.358994	0.358994	0.358994
-3.8481	0.357337	0.357337	0.357337
-3.8471	0.355703	0.355703	0.355703
-3.8461	0.354094	0.354094	0.354094
-3.8451	0.352508	0.352508	0.352508
-3.8441	0.350945	0.350945	0.350945
-3.8431	0.349404	0.349404	0.349404
-3.8421	0.347885	0.347885	0.347885
-3.8411	0.346388	0.346388	0.346388
-3.8401	0.344912	0.344912	0.344912
-3.8391	0.343457	0.343457	0.343457
-3.8381	0.342023	0.342023	0.342023
-3.8371	0.340608	0.340608	0.340608
-3.8361	0.339213	0.339213	0.339213
-3.8351	0.337838	0.337838	0.337838
-3.8341	0.336482	0.336482	0.336482
-3.8331	0.335144	0.335144	0.335144
-3.8321	0.333825	0.333825	0.333825
-3.8311	0.332523	0.332523	0.332523
-3.8301	0.33124	0.33124	0.33124
-3.8291	0.329974	0.329974	0.329974
-3.8281	0.328725	0.328725	0.328725
-3.8271	0.327493	0.327493	0.327493
-3.8261	0.326278	0.326278	0.326278
-3.8251	0.325079	0.325079	0.325079
-3.8241	0.323896	0.323896	0.323896
-3.8231	0.322729	0.322729	0.322729
-3.8221	0.321577	0.321577	0.321577
-3.8211	0.320441	0.320441	0.320441
-3.8201	0.319319	0.319319	0.319319
-3.8191	0.318213	0.318213	0.318213
-3.8181	0.317121	0.317121	0.317121
-3.8171	0.316043	0.316043	0.316043
-3.8161	0.31498	0.31498	0.31498
-3.8151	0.31393	0.31393	0.31393
-3.8141	0.312894	0.312894	0.312894
-3.8131	0.311872	0.311872	0.311872
-3.8121	0.310863	0.310863	0.310863
-3.8111	0.309866	0.309866	0.309866
-3.8101	0.308883	0.308883	0.308883
-3.8091	0.307913	0.307913	0.307913
-3.8081	0.306954	0.306954	0.306954
-3.8071	0.306009	0.306009	0.306009
-3.8061	0.305075	0.305075	0.305075
-3.8051	0.304153	0.304153	0.304153
-3.8041	0.303243	0.303243	0.303243
-3.8031	0.302345	0.302345	0.302345
-3.8021	0.301458	0.301458	0.301458
-3.8011	0.300582	0.300582	0.300582
-3.8001	0.299718	0.299718	0.299718
-3.7991	0.298864	0.298864	0.298864
-3.7981	0.298022	0.298022	0.298022
-3.7971	0.29719	0.29719	0.29719
-3.7961	0.296368	0.296368	0.296368
-3.7951	0.295557	0.295557	0.295557
-3.7941	0.294756	0.294756	0.294756
-3.7931	0.293965	0.293965	0.293965
-3.7921	0.293184	0.293184	0.293184
-3.7911	0.292413	0.292413	0.292413
-3.7901	0.291652	0.291652	0.291652
-3.7891	0.2909	0.2909	0.2909
-3.7881	0.290157	0.290157	0.290157
-3.7871	0.289424	0.289424	0.289424
-3.7861	0.2887	0.2887	0.2887
-3.7851	0.287986	0.287986	0.287986
-3.7841	0.28728	0.28728	0.28728
-3.7831	0.286583	0.286583	0.286583
-3.7821	0.285894	0.285894	0.285894
-3.7811	0.285215	0.285215	0.285215
-3.7801	0.284544	0.284544	0.284544
-3.7791	0.283881	0.283881	0.283881
-3.7781	0.283227	0.283227	0.283227
