x	math	gsl	my
3.9061	1.67507	1.67507	1.67507
3.9071	1.6763	1.6763	1.6763
3.9081	1.67753	1.67753	1.67753
3.9091	1.67876	1.67876	1.67876
3.9101	1.67999	1.67999	1.67999
3.9111	1.68122	1.68122	1.68122
3.9121	1.68245	1.68245	1.68245
3.9131	1.68368	1.68368	1.68368
3.9141	1.68491	1.68491	1.68491
3.9151	1.68615	1.68615	1.68615
3.9161	1.68738	1.68738	1.68738
3.9171	1.68861	1.68861	1.68861
3.9181	1.68984	1.68984	1.68984
3.9191	1.69108	1.69108	1.69107
3.9201	1.69231	1.69231	1.69231
3.9211	1.69354	1.69354	1.69354
3.9221	1.69478	1.69478	1.69477
3.9231	1.69601	1.69601	1.69601
3.9241	1.69724	1.69724	1.69724
3.9251	1.69848	1.69848	1.69848
3.9261	1.69971	1.69971	1.69971
3.9271	1.70095	1.70095	1.70095
3.9281	1.70218	1.70218	1.70218
3.9291	1.70342	1.70342	1.70342
3.9301	1.70465	1.70465	1.70465
3.9311	1.70589	1.70589	1.70589
3.9321	1.70713	1.70713	1.70713
3.9331	1.70836	1.70836	1.70836
3.9341	1.7096	1.7096	1.7096
3.9351	1.71084	1.71084	1.71084
3.9361	1.71208	1.71208	1.71208
3.9371	1.71331	1.71331	1.71331
3.9381	1.71455	1.71455	1.71455
3.9391	1.71579	1.71579	1.71579
3.9401	1.71703	1.71703	1.71703
3.9411	1.71827	1.71827	1.71827
3.9421	1.71951	1.71951	1.71951
3.9431	1.72075	1.72075	1.72075
3.9441	1.72199	1.72199	1.72199
3.9451	1.72323	1.72323	1.72323
3.9461	1.72447	1.72447	1.72447
3.9471	1.72571	1.72571	1.72571
3.9481	1.72695	1.72695	1.72695
3.9491	1.72819	1.72819	1.72819
3.9501	1.72943	1.72943	1.72943
3.9511	1.73068	1.73068	1.73068
3.9521	1.73192	1.73192	1.73192
3.9531	1.73316	1.73316	1.73316
3.9541	1.7344	1.7344	1.7344
3.9551	1.73565	1.73565	1.73565
3.9561	1.73689	1.73689	1.73689
3.9571	1.73813	1.73813	1.73813
3.9581	1.73938	1.73938	1.73938
3.9591	1.74062	1.74062	1.74062
3.9601	1.74187	1.74187	1.74187
3.9611	1.74311	1.74311	1.74311
3.9621	1.74436	1.74436	1.74436
3.9631	1.7456	1.7456	1.7456
3.9641	1.74685	1.74685	1.74685
3.9651	1.74809	1.74809	1.74809
3.9661	1.74934	1.74934	1.74934
3.9671	1.75059	1.75059	1.75059
3.9681	1.75183	1.75183	1.75183
3.9691	1.75308	1.75308	1.75308
3.9701	1.75433	1.75433	1.75433
3.9711	1.75558	1.75558	1.75558
3.9721	1.75682	1.75682	1.75682
3.9731	1.75807	1.75807	1.75807
3.9741	1.75932	1.75932	1.75932
3.9751	1.76057	1.76057	1.76057
3.9761	1.76182	1.76182	1.76182
3.9771	1.76307	1.76307	1.76307
3.9781	1.76432	1.76432	1.76432
3.9791	1.76557	1.76557	1.76557
3.9801	1.76682	1.76682	1.76682
3.9811	1.76807	1.76807	1.76807
3.9821	1.76932	1.76932	1.76932
3.9831	1.77057	1.77057	1.77057
3.9841	1.77182	1.77182	1.77182
3.9851	1.77307	1.77307	1.77307
3.9861	1.77433	1.77433	1.77433
3.9871	1.77558	1.77558	1.77558
3.9881	1.77683	1.77683	1.77683
3.9891	1.77808	1.77808	1.77808
3.9901	1.77934	1.77934	1.77934
3.9911	1.78059	1.78059	1.78059
3.9921	1.78185	1.78185	1.78184
3.9931	1.7831	1.7831	1.7831
3.9941	1.78435	1.78435	1.78435
3.9951	1.78561	1.78561	1.78561
3.9961	1.78686	1.78686	1.78686
3.9971	1.78812	1.78812	1.78812
3.9981	1.78937	1.78937	1.78937
3.9991	1.79063	1.79063	1.79063
4.0001	1.79189	1.79189	1.79188
4.0011	1.79314	1.79314	1.79314
4.0021	1.7944	1.7944	1.7944
4.0031	1.79565	1.79565	1.79565
4.0041	1.79691	1.79691	1.79691
4.0051	1.79817	1.79817	1.79817
4.0061	1.79943	1.79943	1.79943
4.0071	1.80069	1.80069	1.80068
4.0081	1.80194	1.80194	1.80194
4.0091	1.8032	1.8032	1.8032
4.0101	1.80446	1.80446	1.80446
4.0111	1.80572	1.80572	1.80572
4.0121	1.80698	1.80698	1.80698
4.0131	1.80824	1.80824	1.80824
4.0141	1.8095	1.8095	1.8095
4.0151	1.81076	1.81076	1.81076
4.0161	1.81202	1.81202	1.81202
4.0171	1.81328	1.81328	1.81328
4.0181	1.81454	1.81454	1.81454
4.0191	1.8158	1.8158	1.8158
4.0201	1.81706	1.81706	1.81706
4.0211	1.81833	1.81833	1.81833
4.0221	1.81959	1.81959	1.81959
4.0231	1.82085	1.82085	1.82085
4.0241	1.82211	1.82211	1.82211
4.0251	1.82338	1.82338	1.82338
4.0261	1.82464	1.82464	1.82464
4.0271	1.8259	1.8259	1.8259
4.0281	1.82717	1.82717	1.82717
4.0291	1.82843	1.82843	1.82843
4.0301	1.8297	1.8297	1.8297
4.0311	1.83096	1.83096	1.83096
4.0321	1.83223	1.83223	1.83223
4.0331	1.83349	1.83349	1.83349
4.0341	1.83476	1.83476	1.83476
4.0351	1.83602	1.83602	1.83602
4.0361	1.83729	1.83729	1.83729
4.0371	1.83856	1.83856	1.83856
4.0381	1.83982	1.83982	1.83982
4.0391	1.84109	1.84109	1.84109
4.0401	1.84236	1.84236	1.84236
4.0411	1.84362	1.84362	1.84362
4.0421	1.84489	1.84489	1.84489
4.0431	1.84616	1.84616	1.84616
4.0441	1.84743	1.84743	1.84743
4.0451	1.8487	1.8487	1.8487
4.0461	1.84997	1.84997	1.84997
4.0471	1.85124	1.85124	1.85124
4.0481	1.85251	1.85251	1.85251
4.0491	1.85378	1.85378	1.85377
4.0501	1.85505	1.85505	1.85504
4.0511	1.85632	1.85632	1.85632
4.0521	1.85759	1.85759	1.85759
4.0531	1.85886	1.85886	1.85886
4.0541	1.86013	1.86013	1.86013
4.0551	1.8614	1.8614	1.8614
4.0561	1.86267	1.86267	1.86267
4.0571	1.86394	1.86394	1.86394
4.0581	1.86522	1.86522	1.86522
4.0591	1.86649	1.86649	1.86649
4.0601	1.86776	1.86776	1.86776
4.0611	1.86904	1.86904	1.86903
4.0621	1.87031	1.87031	1.87031
4.0631	1.87158	1.87158	1.87158
4.0641	1.87286	1.87286	1.87286
4.0651	1.87413	1.87413	1.87413
4.0661	1.87541	1.87541	1.8754
4.0671	1.87668	1.87668	1.87668
4.0681	1.87796	1.87796	1.87795
4.0691	1.87923	1.87923	1.87923
4.0701	1.88051	1.88051	1.88051
4.0711	1.88178	1.88178	1.88178
4.0721	1.88306	1.88306	1.88306
4.0731	1.88433	1.88433	1.88433
4.0741	1.88561	1.88561	1.88561
4.0751	1.88689	1.88689	1.88689
4.0761	1.88817	1.88817	1.88817
4.0771	1.88944	1.88944	1.88944
4.0781	1.89072	1.89072	1.89072
4.0791	1.892	1.892	1.892
4.0801	1.89328	1.89328	1.89328
4.0811	1.89456	1.89456	1.89456
4.0821	1.89584	1.89584	1.89584
4.0831	1.89712	1.89712	1.89711
4.0841	1.89839	1.89839	1.89839
4.0851	1.89967	1.89967	1.89967
4.0861	1.90095	1.90095	1.90095
4.0871	1.90224	1.90224	1.90223
4.0881	1.90352	1.90352	1.90352
4.0891	1.9048	1.9048	1.9048
4.0901	1.90608	1.90608	1.90608
4.0911	1.90736	1.90736	1.90736
4.0921	1.90864	1.90864	1.90864
4.0931	1.90992	1.90992	1.90992
4.0941	1.91121	1.91121	1.91121
4.0951	1.91249	1.91249	1.91249
4.0961	1.91377	1.91377	1.91377
4.0971	1.91505	1.91505	1.91505
4.0981	1.91634	1.91634	1.91634
4.0991	1.91762	1.91762	1.91762
4.1001	1.91891	1.91891	1.91891
4.1011	1.92019	1.92019	1.92019
4.1021	1.92147	1.92147	1.92147
4.1031	1.92276	1.92276	1.92276
4.1041	1.92404	1.92404	1.92404
4.1051	1.92533	1.92533	1.92533
4.1061	1.92662	1.92662	1.92661
4.1071	1.9279	1.9279	1.9279
4.1081	1.92919	1.92919	1.92919
4.1091	1.93047	1.93047	1.93047
4.1101	1.93176	1.93176	1.93176
4.1111	1.93305	1.93305	1.93305
4.1121	1.93434	1.93434	1.93433
4.1131	1.93562	1.93562	1.93562
4.1141	1.93691	1.93691	1.93691
4.1151	1.9382	1.9382	1.9382
4.1161	1.93949	1.93949	1.93949
4.1171	1.94078	1.94078	1.94078
4.1181	1.94206	1.94206	1.94206
4.1191	1.94335	1.94335	1.94335
4.1201	1.94464	1.94464	1.94464
4.1211	1.94593	1.94593	1.94593
4.1221	1.94722	1.94722	1.94722
4.1231	1.94851	1.94851	1.94851
4.1241	1.9498	1.9498	1.9498
4.1251	1.9511	1.9511	1.95109
4.1261	1.95239	1.95239	1.95239
4.1271	1.95368	1.95368	1.95368
4.1281	1.95497	1.95497	1.95497
4.1291	1.95626	1.95626	1.95626
4.1301	1.95755	1.95755	1.95755
4.1311	1.95885	1.95885	1.95885
4.1321	1.96014	1.96014	1.96014
4.1331	1.96143	1.96143	1.96143
4.1341	1.96273	1.96273	1.96272
4.1351	1.96402	1.96402	1.96402
4.1361	1.96531	1.96531	1.96531
4.1371	1.96661	1.96661	1.96661
4.1381	1.9679	1.9679	1.9679
4.1391	1.9692	1.9692	1.9692
4.1401	1.97049	1.97049	1.97049
4.1411	1.97179	1.97179	1.97179
4.1421	1.97308	1.97308	1.97308
4.1431	1.97438	1.97438	1.97438
4.1441	1.97567	1.97567	1.97567
4.1451	1.97697	1.97697	1.97697
4.1461	1.97827	1.97827	1.97827
4.1471	1.97956	1.97956	1.97956
4.1481	1.98086	1.98086	1.98086
4.1491	1.98216	1.98216	1.98216
4.1501	1.98346	1.98346	1.98346
4.1511	1.98475	1.98475	1.98475
4.1521	1.98605	1.98605	1.98605
4.1531	1.98735	1.98735	1.98735
4.1541	1.98865	1.98865	1.98865
4.1551	1.98995	1.98995	1.98995
4.1561	1.99125	1.99125	1.99125
4.1571	1.99255	1.99255	1.99255
4.1581	1.99385	1.99385	1.99385
4.1591	1.99515	1.99515	1.99515
4.1601	1.99645	1.99645	1.99645
4.1611	1.99775	1.99775	1.99775
4.1621	1.99905	1.99905	1.99905
4.1631	2.00035	2.00035	2.00035
4.1641	2.00165	2.00165	2.00165
4.1651	2.00295	2.00295	2.00295
4.1661	2.00426	2.00426	2.00426
4.1671	2.00556	2.00556	2.00556
4.1681	2.00686	2.00686	2.00686
4.1691	2.00816	2.00816	2.00816
4.1701	2.00947	2.00947	2.00947
4.1711	2.01077	2.01077	2.01077
4.1721	2.01207	2.01207	2.01207
4.1731	2.01338	2.01338	2.01338
4.1741	2.01468	2.01468	2.01468
4.1751	2.01599	2.01599	2.01599
4.1761	2.01729	2.01729	2.01729
4.1771	2.0186	2.0186	2.0186
4.1781	2.0199	2.0199	2.0199
4.1791	2.02121	2.02121	2.02121
4.1801	2.02251	2.02251	2.02251
4.1811	2.02382	2.02382	2.02382
4.1821	2.02513	2.02513	2.02513
4.1831	2.02643	2.02643	2.02643
4.1841	2.02774	2.02774	2.02774
4.1851	2.02905	2.02905	2.02905
4.1861	2.03035	2.03035	2.03035
4.1871	2.03166	2.03166	2.03166
4.1881	2.03297	2.03297	2.03297
4.1891	2.03428	2.03428	2.03428
4.1901	2.03559	2.03559	2.03559
4.1911	2.0369	2.0369	2.03689
4.1921	2.0382	2.0382	2.0382
4.1931	2.03951	2.03951	2.03951
4.1941	2.04082	2.04082	2.04082
4.1951	2.04213	2.04213	2.04213
4.1961	2.04344	2.04344	2.04344
4.1971	2.04475	2.04475	2.04475
4.1981	2.04606	2.04606	2.04606
4.1991	2.04738	2.04738	2.04738
4.2001	2.04869	2.04869	2.04869
4.2011	2.05	2.05	2.05
4.2021	2.05131	2.05131	2.05131
4.2031	2.05262	2.05262	2.05262
4.2041	2.05393	2.05393	2.05393
4.2051	2.05525	2.05525	2.05525
4.2061	2.05656	2.05656	2.05656
4.2071	2.05787	2.05787	2.05787
4.2081	2.05919	2.05919	2.05919
4.2091	2.0605	2.0605	2.0605
4.2101	2.06181	2.06181	2.06181
4.2111	2.06313	2.06313	2.06313
4.2121	2.06444	2.06444	2.06444
4.2131	2.06576	2.06576	2.06576
4.2141	2.06707	2.06707	2.06707
4.2151	2.06839	2.06839	2.06839
4.2161	2.0697	2.0697	2.0697
4.2171	2.07102	2.07102	2.07102
4.2181	2.07233	2.07233	2.07233
4.2191	2.07365	2.07365	2.07365
4.2201	2.07497	2.07497	2.07497
4.2211	2.07628	2.07628	2.07628
4.2221	2.0776	2.0776	2.0776
4.2231	2.07892	2.07892	2.07892
4.2241	2.08024	2.08024	2.08024
4.2251	2.08155	2.08155	2.08155
4.2261	2.08287	2.08287	2.08287
4.2271	2.08419	2.08419	2.08419
4.2281	2.08551	2.08551	2.08551
4.2291	2.08683	2.08683	2.08683
4.2301	2.08815	2.08815	2.08815
4.2311	2.08947	2.08947	2.08947
4.2321	2.09079	2.09079	2.09079
4.2331	2.09211	2.09211	2.09211
4.2341	2.09343	2.09343	2.09343
4.2351	2.09475	2.09475	2.09475
4.2361	2.09607	2.09607	2.09607
4.2371	2.09739	2.09739	2.09739
4.2381	2.09871	2.09871	2.09871
4.2391	2.10003	2.10003	2.10003
4.2401	2.10136	2.10136	2.10136
4.2411	2.10268	2.10268	2.10268
4.2421	2.104	2.104	2.104
4.2431	2.10532	2.10532	2.10532
4.2441	2.10665	2.10665	2.10665
4.2451	2.10797	2.10797	2.10797
4.2461	2.10929	2.10929	2.10929
4.2471	2.11062	2.11062	2.11062
4.2481	2.11194	2.11194	2.11194
4.2491	2.11326	2.11326	2.11326
4.2501	2.11459	2.11459	2.11459
4.2511	2.11591	2.11591	2.11591
4.2521	2.11724	2.11724	2.11724
4.2531	2.11856	2.11856	2.11856
4.2541	2.11989	2.11989	2.11989
4.2551	2.12122	2.12122	2.12122
4.2561	2.12254	2.12254	2.12254
4.2571	2.12387	2.12387	2.12387
4.2581	2.1252	2.1252	2.1252
4.2591	2.12652	2.12652	2.12652
4.2601	2.12785	2.12785	2.12785
4.2611	2.12918	2.12918	2.12918
4.2621	2.1305	2.1305	2.1305
4.2631	2.13183	2.13183	2.13183
4.2641	2.13316	2.13316	2.13316
4.2651	2.13449	2.13449	2.13449
4.2661	2.13582	2.13582	2.13582
4.2671	2.13715	2.13715	2.13715
4.2681	2.13848	2.13848	2.13848
4.2691	2.13981	2.13981	2.13981
4.2701	2.14114	2.14114	2.14114
4.2711	2.14247	2.14247	2.14247
4.2721	2.1438	2.1438	2.1438
4.2731	2.14513	2.14513	2.14513
4.2741	2.14646	2.14646	2.14646
4.2751	2.14779	2.14779	2.14779
4.2761	2.14912	2.14912	2.14912
4.2771	2.15045	2.15045	2.15045
4.2781	2.15178	2.15178	2.15178
4.2791	2.15312	2.15312	2.15312
4.2801	2.15445	2.15445	2.15445
4.2811	2.15578	2.15578	2.15578
4.2821	2.15712	2.15712	2.15712
4.2831	2.15845	2.15845	2.15845
4.2841	2.15978	2.15978	2.15978
4.2851	2.16112	2.16112	2.16112
4.2861	2.16245	2.16245	2.16245
4.2871	2.16378	2.16378	2.16378
4.2881	2.16512	2.16512	2.16512
4.2891	2.16645	2.16645	2.16645
4.2901	2.16779	2.16779	2.16779
4.2911	2.16912	2.16912	2.16912
4.2921	2.17046	2.17046	2.17046
4.2931	2.1718	2.1718	2.1718
4.2941	2.17313	2.17313	2.17313
4.2951	2.17447	2.17447	2.17447
4.2961	2.17581	2.17581	2.1758
4.2971	2.17714	2.17714	2.17714
4.2981	2.17848	2.17848	2.17848
4.2991	2.17982	2.17982	2.17982
4.3001	2.18115	2.18115	2.18115
4.3011	2.18249	2.18249	2.18249
4.3021	2.18383	2.18383	2.18383
4.3031	2.18517	2.18517	2.18517
4.3041	2.18651	2.18651	2.18651
4.3051	2.18785	2.18785	2.18785
4.3061	2.18919	2.18919	2.18919
4.3071	2.19053	2.19053	2.19053
4.3081	2.19187	2.19187	2.19187
4.3091	2.19321	2.19321	2.19321
4.3101	2.19455	2.19455	2.19455
4.3111	2.19589	2.19589	2.19589
4.3121	2.19723	2.19723	2.19723
4.3131	2.19857	2.19857	2.19857
4.3141	2.19991	2.19991	2.19991
4.3151	2.20125	2.20125	2.20125
4.3161	2.20259	2.20259	2.20259
4.3171	2.20394	2.20394	2.20394
4.3181	2.20528	2.20528	2.20528
4.3191	2.20662	2.20662	2.20662
4.3201	2.20796	2.20796	2.20796
4.3211	2.20931	2.20931	2.20931
4.3221	2.21065	2.21065	2.21065
4.3231	2.212	2.212	2.21199
4.3241	2.21334	2.21334	2.21334
4.3251	2.21468	2.21468	2.21468
4.3261	2.21603	2.21603	2.21603
4.3271	2.21737	2.21737	2.21737
4.3281	2.21872	2.21872	2.21872
4.3291	2.22006	2.22006	2.22006
4.3301	2.22141	2.22141	2.22141
4.3311	2.22275	2.22275	2.22275
4.3321	2.2241	2.2241	2.2241
4.3331	2.22545	2.22545	2.22545
4.3341	2.22679	2.22679	2.22679
4.3351	2.22814	2.22814	2.22814
4.3361	2.22949	2.22949	2.22949
4.3371	2.23083	2.23083	2.23083
4.3381	2.23218	2.23218	2.23218
4.3391	2.23353	2.23353	2.23353
4.3401	2.23488	2.23488	2.23488
4.3411	2.23623	2.23623	2.23623
4.3421	2.23758	2.23758	2.23758
4.3431	2.23892	2.23892	2.23892
4.3441	2.24027	2.24027	2.24027
4.3451	2.24162	2.24162	2.24162
4.3461	2.24297	2.24297	2.24297
4.3471	2.24432	2.24432	2.24432
4.3481	2.24567	2.24567	2.24567
4.3491	2.24702	2.24702	2.24702
4.3501	2.24837	2.24837	2.24837
4.3511	2.24973	2.24973	2.24973
4.3521	2.25108	2.25108	2.25108
4.3531	2.25243	2.25243	2.25243
4.3541	2.25378	2.25378	2.25378
4.3551	2.25513	2.25513	2.25513
4.3561	2.25648	2.25648	2.25648
4.3571	2.25784	2.25784	2.25784
4.3581	2.25919	2.25919	2.25919
4.3591	2.26054	2.26054	2.26054
4.3601	2.2619	2.2619	2.2619
4.3611	2.26325	2.26325	2.26325
4.3621	2.2646	2.2646	2.2646
4.3631	2.26596	2.26596	2.26596
4.3641	2.26731	2.26731	2.26731
4.3651	2.26867	2.26867	2.26867
4.3661	2.27002	2.27002	2.27002
4.3671	2.27138	2.27138	2.27138
4.3681	2.27273	2.27273	2.27273
4.3691	2.27409	2.27409	2.27409
4.3701	2.27544	2.27544	2.27544
4.3711	2.2768	2.2768	2.2768
4.3721	2.27816	2.27816	2.27816
4.3731	2.27951	2.27951	2.27951
4.3741	2.28087	2.28087	2.28087
4.3751	2.28223	2.28223	2.28223
4.3761	2.28358	2.28358	2.28358
4.3771	2.28494	2.28494	2.28494
4.3781	2.2863	2.2863	2.2863
4.3791	2.28766	2.28766	2.28766
4.3801	2.28902	2.28902	2.28902
4.3811	2.29038	2.29038	2.29038
4.3821	2.29173	2.29173	2.29173
4.3831	2.29309	2.29309	2.29309
4.3841	2.29445	2.29445	2.29445
4.3851	2.29581	2.29581	2.29581
4.3861	2.29717	2.29717	2.29717
4.3871	2.29853	2.29853	2.29853
4.3881	2.29989	2.29989	2.29989
4.3891	2.30125	2.30125	2.30125
4.3901	2.30262	2.30262	2.30262
4.3911	2.30398	2.30398	2.30398
4.3921	2.30534	2.30534	2.30534
4.3931	2.3067	2.3067	2.3067
4.3941	2.30806	2.30806	2.30806
4.3951	2.30942	2.30942	2.30942
4.3961	2.31079	2.31079	2.31079
4.3971	2.31215	2.31215	2.31215
4.3981	2.31351	2.31351	2.31351
4.3991	2.31488	2.31488	2.31488
4.4001	2.31624	2.31624	2.31624
4.4011	2.3176	2.3176	2.3176
4.4021	2.31897	2.31897	2.31897
4.4031	2.32033	2.32033	2.32033
4.4041	2.3217	2.3217	2.3217
4.4051	2.32306	2.32306	2.32306
4.4061	2.32443	2.32443	2.32443
4.4071	2.32579	2.32579	2.32579
4.4081	2.32716	2.32716	2.32716
4.4091	2.32852	2.32852	2.32852
4.4101	2.32989	2.32989	2.32989
4.4111	2.33126	2.33126	2.33126
4.4121	2.33262	2.33262	2.33262
4.4131	2.33399	2.33399	2.33399
4.4141	2.33536	2.33536	2.33536
4.4151	2.33672	2.33672	2.33672
4.4161	2.33809	2.33809	2.33809
4.4171	2.33946	2.33946	2.33946
4.4181	2.34083	2.34083	2.34083
4.4191	2.3422	2.3422	2.3422
4.4201	2.34357	2.34357	2.34356
4.4211	2.34493	2.34493	2.34493
4.4221	2.3463	2.3463	2.3463
4.4231	2.34767	2.34767	2.34767
4.4241	2.34904	2.34904	2.34904
4.4251	2.35041	2.35041	2.35041
4.4261	2.35178	2.35178	2.35178
4.4271	2.35315	2.35315	2.35315
4.4281	2.35452	2.35452	2.35452
4.4291	2.35589	2.35589	2.35589
4.4301	2.35727	2.35727	2.35727
4.4311	2.35864	2.35864	2.35864
4.4321	2.36001	2.36001	2.36001
4.4331	2.36138	2.36138	2.36138
4.4341	2.36275	2.36275	2.36275
4.4351	2.36413	2.36413	2.36413
4.4361	2.3655	2.3655	2.3655
4.4371	2.36687	2.36687	2.36687
4.4381	2.36824	2.36824	2.36824
4.4391	2.36962	2.36962	2.36962
4.4401	2.37099	2.37099	2.37099
4.4411	2.37237	2.37237	2.37237
4.4421	2.37374	2.37374	2.37374
4.4431	2.37511	2.37511	2.37511
4.4441	2.37649	2.37649	2.37649
4.4451	2.37786	2.37786	2.37786
4.4461	2.37924	2.37924	2.37924
4.4471	2.38061	2.38061	2.38061
4.4481	2.38199	2.38199	2.38199
4.4491	2.38337	2.38337	2.38337
4.4501	2.38474	2.38474	2.38474
4.4511	2.38612	2.38612	2.38612
4.4521	2.3875	2.3875	2.3875
4.4531	2.38887	2.38887	2.38887
4.4541	2.39025	2.39025	2.39025
4.4551	2.39163	2.39163	2.39163
4.4561	2.39301	2.39301	2.39301
4.4571	2.39438	2.39438	2.39438
4.4581	2.39576	2.39576	2.39576
4.4591	2.39714	2.39714	2.39714
4.4601	2.39852	2.39852	2.39852
4.4611	2.3999	2.3999	2.3999
4.4621	2.40128	2.40128	2.40128
4.4631	2.40266	2.40266	2.40266
4.4641	2.40404	2.40404	2.40404
4.4651	2.40542	2.40542	2.40542
4.4661	2.4068	2.4068	2.4068
4.4671	2.40818	2.40818	2.40818
4.4681	2.40956	2.40956	2.40956
4.4691	2.41094	2.41094	2.41094
4.4701	2.41232	2.41232	2.41232
4.4711	2.4137	2.4137	2.4137
4.4721	2.41508	2.41508	2.41508
4.4731	2.41647	2.41647	2.41647
4.4741	2.41785	2.41785	2.41785
4.4751	2.41923	2.41923	2.41923
4.4761	2.42061	2.42061	2.42061
4.4771	2.422	2.422	2.422
4.4781	2.42338	2.42338	2.42338
4.4791	2.42476	2.42476	2.42476
4.4801	2.42615	2.42615	2.42615
4.4811	2.42753	2.42753	2.42753
4.4821	2.42892	2.42892	2.42892
4.4831	2.4303	2.4303	2.4303
4.4841	2.43169	2.43169	2.43168
4.4851	2.43307	2.43307	2.43307
4.4861	2.43446	2.43446	2.43445
4.4871	2.43584	2.43584	2.43584
4.4881	2.43723	2.43723	2.43723
4.4891	2.43861	2.43861	2.43861
4.4901	2.44	2.44	2.44
4.4911	2.44139	2.44139	2.44139
4.4921	2.44277	2.44277	2.44277
4.4931	2.44416	2.44416	2.44416
4.4941	2.44555	2.44555	2.44555
4.4951	2.44693	2.44693	2.44693
4.4961	2.44832	2.44832	2.44832
4.4971	2.44971	2.44971	2.44971
4.4981	2.4511	2.4511	2.4511
4.4991	2.45249	2.45249	2.45249
4.5001	2.45388	2.45388	2.45388
4.5011	2.45526	2.45526	2.45526
4.5021	2.45665	2.45665	2.45665
4.5031	2.45804	2.45804	2.45804
4.5041	2.45943	2.45943	2.45943
4.5051	2.46082	2.46082	2.46082
4.5061	2.46221	2.46221	2.46221
4.5071	2.4636	2.4636	2.4636
4.5081	2.46499	2.46499	2.46499
4.5091	2.46639	2.46639	2.46639
4.5101	2.46778	2.46778	2.46778
4.5111	2.46917	2.46917	2.46917
4.5121	2.47056	2.47056	2.47056
4.5131	2.47195	2.47195	2.47195
4.5141	2.47334	2.47334	2.47334
4.5151	2.47474	2.47474	2.47474
4.5161	2.47613	2.47613	2.47613
4.5171	2.47752	2.47752	2.47752
4.5181	2.47892	2.47892	2.47892
4.5191	2.48031	2.48031	2.48031
4.5201	2.4817	2.4817	2.4817
4.5211	2.4831	2.4831	2.4831
4.5221	2.48449	2.48449	2.48449
4.5231	2.48589	2.48589	2.48589
4.5241	2.48728	2.48728	2.48728
4.5251	2.48868	2.48868	2.48868
4.5261	2.49007	2.49007	2.49007
4.5271	2.49147	2.49147	2.49147
4.5281	2.49286	2.49286	2.49286
4.5291	2.49426	2.49426	2.49426
4.5301	2.49565	2.49565	2.49565
4.5311	2.49705	2.49705	2.49705
4.5321	2.49845	2.49845	2.49845
4.5331	2.49984	2.49984	2.49984
4.5341	2.50124	2.50124	2.50124
4.5351	2.50264	2.50264	2.50264
4.5361	2.50404	2.50404	2.50404
4.5371	2.50543	2.50543	2.50543
4.5381	2.50683	2.50683	2.50683
4.5391	2.50823	2.50823	2.50823
4.5401	2.50963	2.50963	2.50963
4.5411	2.51103	2.51103	2.51103
4.5421	2.51243	2.51243	2.51243
4.5431	2.51383	2.51383	2.51383
4.5441	2.51523	2.51523	2.51523
4.5451	2.51663	2.51663	2.51663
4.5461	2.51803	2.51803	2.51803
4.5471	2.51943	2.51943	2.51943
4.5481	2.52083	2.52083	2.52083
4.5491	2.52223	2.52223	2.52223
4.5501	2.52363	2.52363	2.52363
4.5511	2.52503	2.52503	2.52503
4.5521	2.52643	2.52643	2.52643
4.5531	2.52783	2.52783	2.52783
4.5541	2.52924	2.52924	2.52924
4.5551	2.53064	2.53064	2.53064
4.5561	2.53204	2.53204	2.53204
4.5571	2.53344	2.53344	2.53344
4.5581	2.53485	2.53485	2.53485
4.5591	2.53625	2.53625	2.53625
4.5601	2.53765	2.53765	2.53765
4.5611	2.53906	2.53906	2.53906
4.5621	2.54046	2.54046	2.54046
4.5631	2.54187	2.54187	2.54187
4.5641	2.54327	2.54327	2.54327
4.5651	2.54468	2.54468	2.54468
4.5661	2.54608	2.54608	2.54608
4.5671	2.54749	2.54749	2.54749
4.5681	2.54889	2.54889	2.54889
4.5691	2.5503	2.5503	2.5503
4.5701	2.5517	2.5517	2.5517
4.5711	2.55311	2.55311	2.55311
4.5721	2.55452	2.55452	2.55452
4.5731	2.55592	2.55592	2.55592
4.5741	2.55733	2.55733	2.55733
4.5751	2.55874	2.55874	2.55874
4.5761	2.56015	2.56015	2.56015
4.5771	2.56155	2.56155	2.56155
4.5781	2.56296	2.56296	2.56296
4.5791	2.56437	2.56437	2.56437
4.5801	2.56578	2.56578	2.56578
4.5811	2.56719	2.56719	2.56719
4.5821	2.5686	2.5686	2.5686
4.5831	2.57	2.57	2.57
4.5841	2.57141	2.57141	2.57141
4.5851	2.57282	2.57282	2.57282
4.5861	2.57423	2.57423	2.57423
4.5871	2.57564	2.57564	2.57564
4.5881	2.57705	2.57705	2.57705
4.5891	2.57847	2.57847	2.57846
4.5901	2.57988	2.57988	2.57988
4.5911	2.58129	2.58129	2.58129
4.5921	2.5827	2.5827	2.5827
4.5931	2.58411	2.58411	2.58411
4.5941	2.58552	2.58552	2.58552
4.5951	2.58693	2.58693	2.58693
4.5961	2.58835	2.58835	2.58835
4.5971	2.58976	2.58976	2.58976
4.5981	2.59117	2.59117	2.59117
4.5991	2.59259	2.59259	2.59258
4.6001	2.594	2.594	2.594
4.6011	2.59541	2.59541	2.59541
4.6021	2.59683	2.59683	2.59683
4.6031	2.59824	2.59824	2.59824
4.6041	2.59965	2.59965	2.59965
4.6051	2.60107	2.60107	2.60107
