x	eval	deriv	integ
6.65	0.933474	-0.353723	0.358644
6.66	0.929841	-0.372877	0.36796
6.67	0.926115	-0.372323	0.37724
6.68	0.922297	-0.391277	0.386482
6.69	0.918386	-0.390923	0.395686
6.7	0.914383	-0.409677	0.40485
6.71	0.910289	-0.409123	0.413973
6.72	0.906104	-0.427877	0.423055
6.73	0.901828	-0.427323	0.432095
6.74	0.897462	-0.445877	0.441092
6.75	0.893006	-0.445323	0.450044
6.76	0.888461	-0.463677	0.458951
6.77	0.883827	-0.463123	0.467813
6.78	0.879105	-0.481277	0.476628
6.79	0.874295	-0.480723	0.485395
6.8	0.869397	-0.498877	0.494113
6.81	0.864413	-0.497923	0.502782
6.82	0.859342	-0.516277	0.511401
6.83	0.854185	-0.515123	0.519969
6.84	0.848943	-0.533277	0.528485
6.85	0.843616	-0.532123	0.536947
6.86	0.838204	-0.550277	0.545357
6.87	0.832709	-0.548723	0.553711
6.88	0.82713	-0.567077	0.562011
6.89	0.821469	-0.565123	0.570254
6.9	0.815725	-0.583677	0.57844
6.91	0.8099	-0.581323	0.586568
6.92	0.803994	-0.599877	0.594637
6.93	0.798007	-0.597523	0.602647
6.94	0.791941	-0.615677	0.610597
6.95	0.785796	-0.613323	0.618486
6.96	0.779572	-0.631477	0.626313
6.97	0.77327	-0.628923	0.634077
6.98	0.76689	-0.647077	0.641778
6.99	0.760434	-0.644123	0.649415
7	0.753902	-0.662277	0.656987
7.01	0.747295	-0.659123	0.664493
7.02	0.740613	-0.677277	0.671932
7.03	0.733856	-0.674123	0.679305
7.04	0.727027	-0.691677	0.686609
7.05	0.720124	-0.688923	0.693845
7.06	0.71315	-0.705877	0.701011
7.07	0.706104	-0.703323	0.708108
7.08	0.698988	-0.719877	0.715133
7.09	0.691802	-0.717323	0.722087
7.1	0.684547	-0.733677	0.728969
7.11	0.677223	-0.731123	0.735778
7.12	0.669831	-0.747277	0.742513
7.13	0.662373	-0.744323	0.749174
7.14	0.654848	-0.760677	0.75576
7.15	0.647258	-0.757323	0.762271
7.16	0.639603	-0.773677	0.768705
7.17	0.631884	-0.770123	0.775063
7.18	0.624102	-0.786277	0.781343
7.19	0.616257	-0.782723	0.787545
7.2	0.608351	-0.798477	0.793668
7.21	0.600384	-0.794923	0.799711
7.22	0.592357	-0.810477	0.805675
7.23	0.584271	-0.806723	0.811558
7.24	0.576126	-0.822277	0.817361
7.25	0.567924	-0.818123	0.823081
7.26	0.559665	-0.833677	0.828719
7.27	0.55135	-0.829323	0.834274
7.28	0.54298	-0.844677	0.839746
7.29	0.534555	-0.840323	0.845133
7.3	0.526078	-0.855077	0.850437
7.31	0.517547	-0.851123	0.855655
7.32	0.508965	-0.865277	0.860787
7.33	0.500332	-0.861323	0.865834
7.34	0.491648	-0.875477	0.870794
7.35	0.482916	-0.870923	0.875667
7.36	0.474135	-0.885277	0.880452
7.37	0.465307	-0.880323	0.885149
7.38	0.456433	-0.894477	0.889758
7.39	0.447512	-0.889723	0.894278
7.4	0.438547	-0.903277	0.898708
7.41	0.429538	-0.898523	0.903048
7.42	0.420487	-0.911677	0.907299
7.43	0.411393	-0.907123	0.911458
7.44	0.402258	-0.919877	0.915526
7.45	0.393083	-0.915123	0.919503
7.46	0.383868	-0.927877	0.923388
7.47	0.374615	-0.922723	0.92718
7.48	0.365325	-0.935277	0.93088
7.49	0.355998	-0.930123	0.934487
7.5	0.346635	-0.942477	0.938
7.51	0.337238	-0.936923	0.941419
7.52	0.327807	-0.949277	0.944745
7.53	0.318344	-0.943323	0.947975
7.54	0.308848	-0.955877	0.951111
7.55	0.299322	-0.949323	0.954152
7.56	0.289765	-0.962077	0.957098
7.57	0.28018	-0.954923	0.959947
7.58	0.270567	-0.967677	0.962701
7.59	0.260926	-0.960523	0.965359
7.6	0.25126	-0.972677	0.96792
7.61	0.241568	-0.965723	0.970384
7.62	0.231852	-0.977477	0.972751
7.63	0.222114	-0.970123	0.975021
7.64	0.212352	-0.982277	0.977193
7.65	0.20257	-0.974123	0.979268
7.66	0.192767	-0.986477	0.981244
7.67	0.182945	-0.977923	0.983123
7.68	0.173105	-0.990077	0.984903
7.69	0.163248	-0.981323	0.986585
7.7	0.153374	-0.993477	0.988168
7.71	0.143485	-0.984323	0.989652
7.72	0.133581	-0.996477	0.991038
7.73	0.123664	-0.986923	0.992324
7.74	0.113735	-0.998877	0.993511
7.75	0.103794	-0.989323	0.994599
7.76	0.0938433	-1.00082	0.995587
7.77	0.0838829	-0.991263	0.996475
7.78	0.0739142	-1.00248	0.997265
7.79	0.063938	-0.992763	0.997954
7.8	0.0539554	-1.00376	0.998543
7.81	0.0439675	-0.993823	0.999033
7.82	0.0339751	-1.00466	0.999423
7.83	0.0239793	-0.994503	0.999712
7.84	0.0139812	-1.00512	0.999902
7.85	0.00398162	-0.994799	0.999992
7.86	-0.00601833	-1.00519	0.999982
7.87	-0.0160177	-0.994683	0.999872
7.88	-0.0260154	-1.00486	0.999661
7.89	-0.0360106	-0.994183	0.999351
7.9	-0.0460021	-1.00412	0.998941
7.91	-0.0559891	-0.993283	0.998431
7.92	-0.0659704	-1.00298	0.997822
7.93	-0.0759452	-0.991983	0.997112
7.94	-0.0859123	-1.00144	0.996303
7.95	-0.0958709	-0.990283	0.995394
7.96	-0.10582	-0.999537	0.994385
7.97	-0.115758	-0.988063	0.993277
7.98	-0.125685	-0.997337	0.99207
7.99	-0.135599	-0.985463	0.990764
8	-0.1455	-0.994737	0.989358
8.01	-0.155386	-0.982463	0.987854
8.02	-0.165257	-0.991737	0.986251
8.03	-0.175111	-0.979063	0.984549
8.04	-0.184947	-0.988137	0.982748
8.05	-0.194765	-0.975463	0.98085
8.06	-0.204564	-0.984337	0.978853
8.07	-0.214342	-0.971263	0.976758
8.08	-0.224099	-0.980137	0.974566
8.09	-0.233833	-0.966663	0.972277
8.1	-0.243544	-0.975537	0.96989
8.11	-0.253231	-0.961863	0.967406
8.12	-0.262892	-0.970337	0.964825
8.13	-0.272527	-0.956663	0.962148
8.14	-0.282135	-0.964937	0.959375
8.15	-0.291714	-0.950863	0.956505
8.16	-0.301264	-0.959137	0.953541
8.17	-0.310785	-0.945063	0.95048
8.18	-0.320274	-0.952737	0.947325
8.19	-0.329731	-0.938663	0.944075
8.2	-0.339155	-0.946137	0.94073
8.21	-0.348545	-0.931863	0.937292
8.22	-0.3579	-0.939137	0.93376
8.23	-0.36722	-0.924863	0.930134
8.24	-0.376503	-0.931737	0.926415
8.25	-0.385748	-0.917263	0.922604
8.26	-0.394955	-0.924137	0.918701
8.27	-0.404122	-0.909263	0.914705
8.28	-0.413248	-0.915937	0.910618
8.29	-0.422334	-0.901263	0.90644
8.3	-0.431377	-0.907337	0.902172
8.31	-0.440377	-0.892663	0.897813
8.32	-0.449333	-0.898537	0.893364
8.33	-0.458244	-0.883663	0.888826
8.34	-0.467109	-0.889337	0.8842
8.35	-0.475928	-0.874463	0.879484
8.36	-0.484698	-0.879537	0.874681
8.37	-0.493421	-0.865063	0.869791
8.38	-0.502094	-0.869537	0.864813
8.39	-0.510717	-0.855063	0.859749
8.4	-0.519289	-0.859337	0.854599
8.41	-0.527809	-0.844663	0.849363
8.42	-0.536276	-0.848737	0.844043
8.43	-0.544689	-0.833863	0.838638
8.44	-0.553048	-0.837937	0.833149
8.45	-0.561352	-0.822863	0.827577
8.46	-0.569599	-0.826537	0.821922
8.47	-0.57779	-0.811663	0.816185
8.48	-0.585923	-0.814937	0.810367
8.49	-0.593997	-0.799863	0.804467
8.5	-0.602012	-0.803137	0.798487
8.51	-0.609967	-0.787863	0.792427
8.52	-0.61786	-0.790737	0.786288
8.53	-0.625692	-0.775663	0.78007
8.54	-0.633461	-0.778137	0.773774
8.55	-0.641167	-0.763063	0.767401
8.56	-0.648809	-0.765337	0.760951
8.57	-0.656386	-0.750063	0.754425
8.58	-0.663897	-0.752137	0.747824
8.59	-0.671342	-0.736863	0.741147
8.6	-0.67872	-0.738737	0.734397
8.61	-0.68603	-0.723263	0.727573
8.62	-0.693271	-0.724937	0.720677
8.63	-0.700443	-0.709463	0.713708
8.64	-0.707545	-0.710937	0.706668
8.65	-0.714576	-0.695263	0.699557
8.66	-0.721536	-0.696737	0.692377
8.67	-0.728424	-0.680863	0.685127
8.68	-0.735238	-0.681937	0.677808
8.69	-0.74198	-0.666463	0.670422
8.7	-0.748647	-0.666937	0.662969
8.71	-0.755239	-0.651463	0.65545
8.72	-0.761755	-0.651737	0.647865
8.73	-0.768196	-0.636463	0.640215
8.74	-0.77456	-0.636337	0.632501
8.75	-0.780846	-0.620863	0.624724
8.76	-0.787054	-0.620737	0.616884
8.77	-0.793183	-0.605063	0.608983
8.78	-0.799233	-0.604937	0.601021
8.79	-0.805203	-0.589063	0.592999
8.8	-0.811093	-0.588937	0.584917
8.81	-0.816902	-0.572863	0.576777
8.82	-0.822628	-0.572337	0.568579
8.83	-0.828273	-0.556663	0.560325
8.84	-0.833835	-0.555737	0.552014
8.85	-0.839313	-0.539863	0.543648
8.86	-0.844707	-0.538937	0.535228
8.87	-0.850017	-0.523063	0.526754
8.88	-0.855242	-0.521937	0.518228
8.89	-0.860382	-0.506063	0.50965
8.9	-0.865435	-0.504537	0.501021
8.91	-0.870402	-0.488863	0.492341
8.92	-0.875282	-0.487137	0.483613
8.93	-0.880074	-0.471263	0.474836
8.94	-0.884778	-0.469537	0.466012
8.95	-0.889394	-0.453663	0.457141
8.96	-0.893921	-0.451737	0.448224
8.97	-0.898359	-0.435863	0.439263
8.98	-0.902706	-0.433537	0.430257
8.99	-0.906964	-0.418063	0.421209
9	-0.91113	-0.415137	0.412118
9.01	-0.915206	-0.400063	0.402987
9.02	-0.91919	-0.396737	0.393815
9.03	-0.923082	-0.381663	0.384603
9.04	-0.926882	-0.378337	0.375353
9.05	-0.930589	-0.363063	0.366066
9.06	-0.934203	-0.359737	0.356742
9.07	-0.937724	-0.344463	0.347382
9.08	-0.941151	-0.340937	0.337988
9.09	-0.944483	-0.325463	0.328559
9.1	-0.947722	-0.322337	0.319098
9.11	-0.950865	-0.306263	0.309605
9.12	-0.953914	-0.303537	0.300081
9.13	-0.956867	-0.287063	0.290527
9.14	-0.959724	-0.284337	0.280944
9.15	-0.962485	-0.267863	0.271333
9.16	-0.965151	-0.265337	0.261695
9.17	-0.967719	-0.248263	0.25203
9.18	-0.970191	-0.246137	0.242341
9.19	-0.972566	-0.228863	0.232627
9.2	-0.974844	-0.226737	0.22289
9.21	-0.977024	-0.209263	0.21313
9.22	-0.979106	-0.207137	0.20335
9.23	-0.981091	-0.189863	0.193549
9.24	-0.982977	-0.187337	0.183728
9.25	-0.984765	-0.170263	0.173889
9.26	-0.986455	-0.167737	0.164033
9.27	-0.988046	-0.150463	0.154161
9.28	-0.989538	-0.147937	0.144273
9.29	-0.990931	-0.130663	0.13437
9.3	-0.992225	-0.128137	0.124454
9.31	-0.99342	-0.110863	0.114526
9.32	-0.994516	-0.108337	0.104586
9.33	-0.995512	-0.0908626	0.094636
9.34	-0.996409	-0.0885374	0.0846763
9.35	-0.997205	-0.0706626	0.0747081
9.36	-0.997903	-0.0689374	0.0647326
9.37	-0.9985	-0.0504626	0.0547504
9.38	-0.998998	-0.0491374	0.0447629
9.39	-0.999395	-0.0302626	0.0347708
9.4	-0.999693	-0.0293374	0.0247753
9.41	-0.999891	-0.0102626	0.0147773
9.42	-0.999989	-0.0093374	0.00477785
9.43	-0.999986	0.0099374	-0.00522219
9.44	-0.999884	0.0104626	-0.0152215
9.45	-0.999682	0.0299374	-0.0252195
9.46	-0.99938	0.0304626	-0.0352148
9.47	-0.998978	0.0499374	-0.0452068
9.48	-0.998476	0.0504626	-0.0551941
9.49	-0.997874	0.0699374	-0.065176
9.5	-0.997172	0.0704626	-0.0751512
9.51	-0.996371	0.0897374	-0.0851191
9.52	-0.99547	0.0904626	-0.0950783
9.53	-0.994469	0.109737	-0.105028
9.54	-0.993369	0.110263	-0.114967
9.55	-0.99217	0.129537	-0.124895
9.56	-0.990871	0.130263	-0.13481
9.57	-0.989474	0.149137	-0.144712
9.58	-0.987977	0.150263	-0.1546
9.59	-0.986382	0.168737	-0.164472
9.6	-0.984688	0.170063	-0.174327
9.61	-0.982895	0.188537	-0.184165
9.62	-0.981005	0.189463	-0.193984
9.63	-0.979016	0.208337	-0.203785
9.64	-0.976929	0.209063	-0.213564
9.65	-0.974745	0.227737	-0.223323
9.66	-0.972463	0.228663	-0.233059
9.67	-0.970083	0.247337	-0.242772
9.68	-0.967607	0.247863	-0.25246
9.69	-0.965034	0.266737	-0.262124
9.7	-0.962365	0.267063	-0.271761
9.71	-0.959599	0.286137	-0.281371
9.72	-0.956738	0.286063	-0.290952
9.73	-0.95378	0.305537	-0.300505
9.74	-0.950728	0.304863	-0.310028
9.75	-0.94758	0.324737	-0.319519
9.76	-0.944337	0.323863	-0.328979
9.77	-0.941	0.343537	-0.338406
9.78	-0.937569	0.342663	-0.347799
9.79	-0.934044	0.362337	-0.357157
9.8	-0.930426	0.361263	-0.366479
9.81	-0.926715	0.380937	-0.375765
9.82	-0.922911	0.379863	-0.385013
9.83	-0.919015	0.399337	-0.394223
9.84	-0.915027	0.398263	-0.403393
9.85	-0.910947	0.417737	-0.412523
9.86	-0.906776	0.416463	-0.421612
9.87	-0.902515	0.435737	-0.430658
9.88	-0.898163	0.434663	-0.439662
9.89	-0.893722	0.453537	-0.448621
9.9	-0.889191	0.452663	-0.457536
9.91	-0.884571	0.471337	-0.466405
9.92	-0.879863	0.470263	-0.475227
9.93	-0.875067	0.488937	-0.484002
9.94	-0.870183	0.487863	-0.492728
9.95	-0.865213	0.506137	-0.501405
9.96	-0.860155	0.505463	-0.510032
9.97	-0.855012	0.523137	-0.518608
9.98	-0.849783	0.522663	-0.527132
9.99	-0.84447	0.539937	-0.535603
10	-0.839072	0.539663	-0.544021
