0.0005594	
r	f(e,r)	Exact
1.947	0.27758	0.27784
1.948	0.277445	0.277705
1.949	0.27731	0.27757
1.95	0.277175	0.277434
1.951	0.27704	0.277299
1.952	0.276905	0.277164
1.953	0.27677	0.277029
1.954	0.276635	0.276894
1.955	0.2765	0.276759
1.956	0.276365	0.276623
1.957	0.27623	0.276488
1.958	0.276095	0.276353
1.959	0.27596	0.276218
1.96	0.275824	0.276083
1.961	0.275689	0.275947
1.962	0.275554	0.275812
1.963	0.275419	0.275677
1.964	0.275283	0.275542
1.965	0.275148	0.275406
1.966	0.275013	0.275271
1.967	0.274877	0.275136
1.968	0.274742	0.275001
1.969	0.274606	0.274865
1.97	0.274471	0.27473
1.971	0.274336	0.274595
1.972	0.274201	0.274459
1.973	0.274066	0.274324
1.974	0.273931	0.274189
1.975	0.273796	0.274054
1.976	0.273661	0.273918
1.977	0.273526	0.273783
1.978	0.273391	0.273648
1.979	0.273256	0.273512
1.98	0.273121	0.273377
1.981	0.272986	0.273242
1.982	0.272851	0.273106
1.983	0.272715	0.272971
1.984	0.27258	0.272836
1.985	0.272445	0.272701
1.986	0.27231	0.272565
1.987	0.272175	0.27243
1.988	0.27204	0.272295
1.989	0.271904	0.272159
1.99	0.271769	0.272024
1.991	0.271634	0.271889
1.992	0.271499	0.271753
1.993	0.271363	0.271618
1.994	0.271228	0.271483
1.995	0.271093	0.271347
1.996	0.270957	0.271212
1.997	0.270822	0.271077
1.998	0.270686	0.270941
1.999	0.270551	0.270806
2	0.270415	0.270671
2.001	0.27028	0.270535
2.002	0.270144	0.2704
2.003	0.270009	0.270265
2.004	0.269874	0.270129
2.005	0.269739	0.269994
2.006	0.269604	0.269859
2.007	0.269469	0.269723
2.008	0.269334	0.269588
2.009	0.269199	0.269453
2.01	0.269064	0.269317
2.011	0.268928	0.269182
2.012	0.268793	0.269047
2.013	0.268658	0.268911
2.014	0.268523	0.268776
2.015	0.268388	0.268641
2.016	0.268253	0.268505
2.017	0.268118	0.26837
2.018	0.267983	0.268235
2.019	0.267848	0.268099
2.02	0.267712	0.267964
2.021	0.267577	0.267829
2.022	0.267442	0.267693
2.023	0.267307	0.267558
2.024	0.267171	0.267423
2.025	0.267036	0.267288
2.026	0.266901	0.267152
2.027	0.266766	0.267017
2.028	0.26663	0.266882
2.029	0.266495	0.266746
2.03	0.26636	0.266611
2.031	0.266224	0.266476
2.032	0.266089	0.266341
2.033	0.265953	0.266205
2.034	0.265818	0.26607
2.035	0.265682	0.265935
2.036	0.265547	0.2658
2.037	0.265412	0.265664
2.038	0.265277	0.265529
2.039	0.265142	0.265394
2.04	0.265007	0.265259
2.041	0.264872	0.265123
2.042	0.264737	0.264988
2.043	0.264603	0.264853
2.044	0.264468	0.264718
2.045	0.264333	0.264582
2.046	0.264198	0.264447
2.047	0.264063	0.264312
2.048	0.263928	0.264177
2.049	0.263793	0.264042
2.05	0.263658	0.263907
2.051	0.263523	0.263771
2.052	0.263388	0.263636
2.053	0.263253	0.263501
2.054	0.263118	0.263366
2.055	0.262983	0.263231
2.056	0.262848	0.263096
2.057	0.262712	0.262961
2.058	0.262577	0.262825
2.059	0.262442	0.26269
2.06	0.262307	0.262555
2.061	0.262172	0.26242
2.062	0.262037	0.262285
2.063	0.261902	0.26215
2.064	0.261767	0.262015
2.065	0.261631	0.26188
2.066	0.261496	0.261745
2.067	0.261361	0.26161
2.068	0.261226	0.261475
2.069	0.26109	0.26134
2.07	0.260956	0.261205
2.071	0.260821	0.26107
2.072	0.260686	0.260935
2.073	0.260551	0.2608
2.074	0.260417	0.260665
2.075	0.260282	0.26053
2.076	0.260147	0.260395
2.077	0.260013	0.26026
2.078	0.259878	0.260125
2.079	0.259743	0.25999
2.08	0.259609	0.259855
2.081	0.259474	0.25972
2.082	0.259339	0.259585
2.083	0.259204	0.25945
2.084	0.25907	0.259315
2.085	0.258935	0.25918
2.086	0.2588	0.259045
2.087	0.258666	0.258911
2.088	0.258531	0.258776
2.089	0.258396	0.258641
2.09	0.258261	0.258506
2.091	0.258127	0.258371
2.092	0.257992	0.258236
2.093	0.257857	0.258102
2.094	0.257722	0.257967
2.095	0.257588	0.257832
2.096	0.257453	0.257697
2.097	0.257318	0.257563
2.098	0.257183	0.257428
2.099	0.257048	0.257293
2.1	0.256913	0.257158
2.101	0.256778	0.257024
2.102	0.256644	0.256889
2.103	0.256509	0.256754
2.104	0.256374	0.25662
2.105	0.25624	0.256485
2.106	0.256105	0.256351
2.107	0.255971	0.256216
2.108	0.255837	0.256081
2.109	0.255702	0.255947
2.11	0.255568	0.255812
2.111	0.255434	0.255678
2.112	0.255299	0.255543
2.113	0.255165	0.255408
2.114	0.255031	0.255274
2.115	0.254897	0.255139
2.116	0.254762	0.255005
2.117	0.254628	0.25487
2.118	0.254494	0.254736
2.119	0.254359	0.254601
2.12	0.254225	0.254467
2.121	0.254091	0.254333
2.122	0.253957	0.254198
2.123	0.253822	0.254064
2.124	0.253688	0.253929
2.125	0.253554	0.253795
2.126	0.253419	0.253661
2.127	0.253285	0.253526
2.128	0.253151	0.253392
2.129	0.253017	0.253258
2.13	0.252882	0.253123
2.131	0.252748	0.252989
2.132	0.252614	0.252855
2.133	0.252479	0.252721
2.134	0.252345	0.252586
2.135	0.25221	0.252452
2.136	0.252076	0.252318
2.137	0.251942	0.252184
2.138	0.251807	0.25205
2.139	0.251673	0.251915
2.14	0.251539	0.251781
2.141	0.251405	0.251647
2.142	0.251272	0.251513
2.143	0.251138	0.251379
2.144	0.251004	0.251245
2.145	0.25087	0.251111
2.146	0.250736	0.250977
2.147	0.250603	0.250843
2.148	0.250469	0.250709
2.149	0.250335	0.250575
2.15	0.250201	0.250441
2.151	0.250068	0.250307
2.152	0.249934	0.250173
2.153	0.2498	0.250039
2.154	0.249667	0.249905
2.155	0.249533	0.249771
2.156	0.249399	0.249638
2.157	0.249265	0.249504
2.158	0.249132	0.24937
2.159	0.248998	0.249236
2.16	0.248864	0.249102
2.161	0.248731	0.248968
2.162	0.248597	0.248835
2.163	0.248463	0.248701
2.164	0.24833	0.248567
2.165	0.248196	0.248434
2.166	0.248062	0.2483
2.167	0.247928	0.248166
2.168	0.247795	0.248033
2.169	0.247661	0.247899
2.17	0.247527	0.247765
2.171	0.247393	0.247632
2.172	0.24726	0.247498
2.173	0.247126	0.247365
2.174	0.246992	0.247231
2.175	0.246859	0.247098
2.176	0.246726	0.246964
2.177	0.246592	0.246831
2.178	0.246459	0.246697
2.179	0.246326	0.246564
2.18	0.246193	0.246431
2.181	0.24606	0.246297
2.182	0.245927	0.246164
2.183	0.245794	0.24603
2.184	0.245661	0.245897
2.185	0.245528	0.245764
2.186	0.245395	0.245631
2.187	0.245261	0.245497
2.188	0.245128	0.245364
2.189	0.244995	0.245231
2.19	0.244862	0.245098
2.191	0.244729	0.244965
2.192	0.244596	0.244831
2.193	0.244463	0.244698
2.194	0.24433	0.244565
2.195	0.244197	0.244432
2.196	0.244064	0.244299
2.197	0.243931	0.244166
2.198	0.243799	0.244033
2.199	0.243666	0.2439
2.2	0.243533	0.243767
2.201	0.2434	0.243634
2.202	0.243267	0.243501
2.203	0.243134	0.243368
2.204	0.243001	0.243235
2.205	0.242868	0.243102
2.206	0.242735	0.24297
2.207	0.242602	0.242837
2.208	0.242469	0.242704
2.209	0.242336	0.242571
2.21	0.242203	0.242438
2.211	0.24207	0.242306
2.212	0.241938	0.242173
2.213	0.241805	0.24204
2.214	0.241673	0.241908
2.215	0.241541	0.241775
2.216	0.241408	0.241642
2.217	0.241276	0.24151
2.218	0.241144	0.241377
2.219	0.241011	0.241245
2.22	0.240879	0.241112
2.221	0.240747	0.24098
2.222	0.240615	0.240847
2.223	0.240482	0.240715
2.224	0.24035	0.240582
2.225	0.240218	0.24045
2.226	0.240086	0.240318
2.227	0.239954	0.240185
2.228	0.239821	0.240053
2.229	0.239689	0.239921
2.23	0.239557	0.239788
2.231	0.239425	0.239656
2.232	0.239293	0.239524
2.233	0.239161	0.239392
2.234	0.239029	0.23926
2.235	0.238896	0.239127
2.236	0.238764	0.238995
2.237	0.238632	0.238863
2.238	0.2385	0.238731
2.239	0.238368	0.238599
2.24	0.238236	0.238467
2.241	0.238104	0.238335
2.242	0.237972	0.238203
2.243	0.23784	0.238071
2.244	0.237708	0.237939
2.245	0.237575	0.237807
2.246	0.237443	0.237675
2.247	0.237311	0.237544
2.248	0.23718	0.237412
2.249	0.237048	0.23728
2.25	0.236917	0.237148
2.251	0.236785	0.237017
2.252	0.236654	0.236885
2.253	0.236522	0.236753
2.254	0.236391	0.236621
2.255	0.236259	0.23649
2.256	0.236128	0.236358
2.257	0.235997	0.236227
2.258	0.235866	0.236095
2.259	0.235734	0.235964
2.26	0.235603	0.235832
2.261	0.235472	0.235701
2.262	0.23534	0.235569
2.263	0.235209	0.235438
2.264	0.235078	0.235306
2.265	0.234947	0.235175
2.266	0.234816	0.235044
2.267	0.234684	0.234912
2.268	0.234553	0.234781
2.269	0.234422	0.23465
2.27	0.234291	0.234519
2.271	0.23416	0.234387
2.272	0.234029	0.234256
2.273	0.233898	0.234125
2.274	0.233767	0.233994
2.275	0.233635	0.233863
2.276	0.233504	0.233732
2.277	0.233373	0.233601
2.278	0.233242	0.23347
2.279	0.233111	0.233339
2.28	0.23298	0.233208
2.281	0.232849	0.233077
2.282	0.232718	0.232946
2.283	0.232587	0.232815
2.284	0.232456	0.232685
2.285	0.232325	0.232554
2.286	0.232194	0.232423
2.287	0.232064	0.232292
2.288	0.231933	0.232162
2.289	0.231803	0.232031
2.29	0.231673	0.2319
2.291	0.231542	0.23177
2.292	0.231412	0.231639
2.293	0.231282	0.231508
2.294	0.231151	0.231378
2.295	0.231021	0.231247
2.296	0.230891	0.231117
2.297	0.230761	0.230986
2.298	0.23063	0.230856
2.299	0.2305	0.230726
2.3	0.23037	0.230595
2.301	0.23024	0.230465
2.302	0.23011	0.230335
2.303	0.22998	0.230204
2.304	0.22985	0.230074
2.305	0.22972	0.229944
2.306	0.22959	0.229814
2.307	0.22946	0.229684
2.308	0.229329	0.229554
2.309	0.229199	0.229424
2.31	0.229069	0.229293
2.311	0.228939	0.229163
2.312	0.22881	0.229033
2.313	0.22868	0.228904
2.314	0.22855	0.228774
2.315	0.22842	0.228644
2.316	0.22829	0.228514
2.317	0.22816	0.228384
2.318	0.22803	0.228254
2.319	0.2279	0.228124
2.32	0.22777	0.227995
2.321	0.22764	0.227865
2.322	0.22751	0.227735
2.323	0.22738	0.227606
2.324	0.227251	0.227476
2.325	0.227121	0.227347
2.326	0.226992	0.227217
2.327	0.226863	0.227087
2.328	0.226734	0.226958
2.329	0.226604	0.226829
2.33	0.226475	0.226699
2.331	0.226346	0.22657
2.332	0.226217	0.22644
2.333	0.226088	0.226311
2.334	0.225959	0.226182
2.335	0.22583	0.226052
2.336	0.225701	0.225923
2.337	0.225572	0.225794
2.338	0.225443	0.225665
2.339	0.225314	0.225536
2.34	0.225185	0.225407
2.341	0.225056	0.225278
2.342	0.224927	0.225149
2.343	0.224799	0.22502
2.344	0.22467	0.224891
2.345	0.224541	0.224762
2.346	0.224412	0.224633
2.347	0.224283	0.224504
2.348	0.224155	0.224375
2.349	0.224026	0.224246
2.35	0.223897	0.224118
2.351	0.223768	0.223989
2.352	0.22364	0.22386
2.353	0.223511	0.223731
2.354	0.223382	0.223603
2.355	0.223254	0.223474
2.356	0.223125	0.223346
2.357	0.222996	0.223217
2.358	0.222868	0.223089
2.359	0.222739	0.22296
2.36	0.22261	0.222832
2.361	0.222482	0.222703
2.362	0.222353	0.222575
2.363	0.222225	0.222447
2.364	0.222097	0.222318
2.365	0.221969	0.22219
2.366	0.221841	0.222062
2.367	0.221713	0.221934
2.368	0.221585	0.221806
2.369	0.221457	0.221677
2.37	0.221329	0.221549
2.371	0.221201	0.221421
2.372	0.221074	0.221293
2.373	0.220946	0.221165
2.374	0.220818	0.221037
2.375	0.22069	0.220909
2.376	0.220563	0.220782
2.377	0.220435	0.220654
2.378	0.220308	0.220526
2.379	0.22018	0.220398
2.38	0.220052	0.22027
2.381	0.219925	0.220143
2.382	0.219797	0.220015
2.383	0.21967	0.219887
2.384	0.219542	0.21976
2.385	0.219415	0.219632
2.386	0.219288	0.219505
2.387	0.21916	0.219377
2.388	0.219033	0.21925
2.389	0.218905	0.219122
2.39	0.218778	0.218995
2.391	0.218651	0.218868
2.392	0.218523	0.21874
2.393	0.218396	0.218613
2.394	0.218269	0.218486
2.395	0.218142	0.218359
2.396	0.218014	0.218231
2.397	0.217887	0.218104
2.398	0.21776	0.217977
2.399	0.217633	0.21785
2.4	0.217505	0.217723
2.401	0.217378	0.217596
2.402	0.217251	0.217469
2.403	0.217124	0.217342
2.404	0.216997	0.217215
2.405	0.216871	0.217089
2.406	0.216744	0.216962
2.407	0.216618	0.216835
2.408	0.216491	0.216708
2.409	0.216365	0.216582
2.41	0.216238	0.216455
2.411	0.216112	0.216328
2.412	0.215986	0.216202
2.413	0.215859	0.216075
2.414	0.215733	0.215949
2.415	0.215607	0.215822
2.416	0.215481	0.215696
2.417	0.215354	0.215569
2.418	0.215228	0.215443
2.419	0.215102	0.215317
2.42	0.214976	0.21519
2.421	0.21485	0.215064
2.422	0.214724	0.214938
2.423	0.214598	0.214812
2.424	0.214472	0.214686
2.425	0.214346	0.214559
2.426	0.21422	0.214433
2.427	0.214094	0.214307
2.428	0.213968	0.214181
2.429	0.213842	0.214055
2.43	0.213716	0.21393
2.431	0.21359	0.213804
2.432	0.213465	0.213678
2.433	0.213339	0.213552
2.434	0.213213	0.213426
2.435	0.213087	0.213301
2.436	0.212961	0.213175
2.437	0.212836	0.213049
2.438	0.21271	0.212924
2.439	0.212584	0.212798
2.44	0.212459	0.212672
2.441	0.212333	0.212547
2.442	0.212207	0.212422
2.443	0.212082	0.212296
2.444	0.211956	0.212171
2.445	0.211831	0.212045
2.446	0.211706	0.21192
2.447	0.211581	0.211795
2.448	0.211456	0.21167
2.449	0.211331	0.211544
2.45	0.211206	0.211419
2.451	0.211081	0.211294
2.452	0.210956	0.211169
2.453	0.210832	0.211044
2.454	0.210707	0.210919
2.455	0.210582	0.210794
2.456	0.210458	0.210669
2.457	0.210333	0.210544
2.458	0.210208	0.21042
2.459	0.210084	0.210295
2.46	0.209959	0.21017
2.461	0.209835	0.210045
2.462	0.20971	0.209921
2.463	0.209586	0.209796
2.464	0.209461	0.209671
2.465	0.209337	0.209547
2.466	0.209212	0.209422
2.467	0.209088	0.209298
2.468	0.208964	0.209173
2.469	0.208839	0.209049
2.47	0.208715	0.208925
2.471	0.208591	0.2088
2.472	0.208467	0.208676
2.473	0.208342	0.208552
2.474	0.208218	0.208428
2.475	0.208094	0.208303
2.476	0.20797	0.208179
2.477	0.207846	0.208055
2.478	0.207722	0.207931
2.479	0.207597	0.207807
2.48	0.207473	0.207683
2.481	0.207349	0.207559
2.482	0.207225	0.207435
2.483	0.207101	0.207312
2.484	0.206977	0.207188
2.485	0.206853	0.207064
2.486	0.206729	0.20694
2.487	0.206606	0.206817
2.488	0.206483	0.206693
2.489	0.206359	0.206569
2.49	0.206236	0.206446
2.491	0.206113	0.206322
2.492	0.205989	0.206199
2.493	0.205866	0.206075
2.494	0.205743	0.205952
2.495	0.20562	0.205829
2.496	0.205497	0.205705
2.497	0.205374	0.205582
2.498	0.205251	0.205459
2.499	0.205128	0.205336
2.5	0.205005	0.205212
2.501	0.204882	0.205089
2.502	0.204759	0.204966
2.503	0.204636	0.204843
2.504	0.204514	0.20472
2.505	0.204391	0.204597
2.506	0.204268	0.204474
2.507	0.204145	0.204352
2.508	0.204023	0.204229
2.509	0.2039	0.204106
2.51	0.203777	0.203983
2.511	0.203655	0.203861
2.512	0.203532	0.203738
2.513	0.20341	0.203615
2.514	0.203287	0.203493
2.515	0.203165	0.20337
2.516	0.203042	0.203248
2.517	0.20292	0.203125
2.518	0.202797	0.203003
2.519	0.202675	0.202881
2.52	0.202552	0.202758
2.521	0.20243	0.202636
2.522	0.202308	0.202514
2.523	0.202185	0.202392
2.524	0.202063	0.202269
2.525	0.201941	0.202147
2.526	0.201819	0.202025
2.527	0.201696	0.201903
2.528	0.201574	0.201781
2.529	0.201452	0.201659
2.53	0.201331	0.201537
2.531	0.201209	0.201415
2.532	0.201088	0.201294
2.533	0.200966	0.201172
2.534	0.200845	0.20105
2.535	0.200723	0.200928
2.536	0.200602	0.200807
2.537	0.20048	0.200685
2.538	0.200359	0.200564
2.539	0.200238	0.200442
2.54	0.200116	0.200321
2.541	0.199995	0.200199
2.542	0.199874	0.200078
2.543	0.199753	0.199956
2.544	0.199632	0.199835
2.545	0.199511	0.199714
2.546	0.19939	0.199593
2.547	0.199269	0.199472
2.548	0.199148	0.19935
2.549	0.199027	0.199229
2.55	0.198906	0.199108
2.551	0.198785	0.198987
2.552	0.198664	0.198866
2.553	0.198543	0.198745
2.554	0.198423	0.198624
2.555	0.198302	0.198504
2.556	0.198181	0.198383
2.557	0.19806	0.198262
2.558	0.19794	0.198141
2.559	0.197819	0.198021
2.56	0.197698	0.1979
2.561	0.197578	0.19778
2.562	0.197457	0.197659
2.563	0.197337	0.197539
2.564	0.197216	0.197418
2.565	0.197096	0.197298
2.566	0.196975	0.197177
2.567	0.196855	0.197057
2.568	0.196734	0.196937
2.569	0.196614	0.196817
2.57	0.196494	0.196696
2.571	0.196373	0.196576
2.572	0.196253	0.196456
2.573	0.196133	0.196336
2.574	0.196014	0.196216
2.575	0.195894	0.196096
2.576	0.195774	0.195976
2.577	0.195655	0.195856
2.578	0.195535	0.195736
2.579	0.195416	0.195617
2.58	0.195296	0.195497
2.581	0.195177	0.195377
2.582	0.195057	0.195258
2.583	0.194938	0.195138
2.584	0.194818	0.195018
2.585	0.194699	0.194899
2.586	0.19458	0.194779
2.587	0.194461	0.19466
2.588	0.194341	0.194541
2.589	0.194222	0.194421
2.59	0.194103	0.194302
2.591	0.193984	0.194183
2.592	0.193865	0.194063
2.593	0.193746	0.193944
2.594	0.193627	0.193825
2.595	0.193508	0.193706
2.596	0.193389	0.193587
2.597	0.19327	0.193468
2.598	0.193151	0.193349
2.599	0.193032	0.19323
2.6	0.192914	0.193111
2.601	0.192795	0.192992
2.602	0.192676	0.192874
2.603	0.192557	0.192755
2.604	0.192439	0.192636
2.605	0.19232	0.192518
2.606	0.192201	0.192399
2.607	0.192083	0.192281
2.608	0.191964	0.192162
2.609	0.191846	0.192044
2.61	0.191727	0.191925
2.611	0.191609	0.191807
2.612	0.19149	0.191688
2.613	0.191372	0.19157
2.614	0.191253	0.191452
2.615	0.191135	0.191334
2.616	0.191017	0.191216
2.617	0.190899	0.191098
2.618	0.190781	0.190979
2.619	0.190663	0.190861
2.62	0.190546	0.190744
2.621	0.190428	0.190626
2.622	0.19031	0.190508
2.623	0.190193	0.19039
2.624	0.190075	0.190272
2.625	0.189958	0.190154
2.626	0.18984	0.190037
2.627	0.189723	0.189919
2.628	0.189606	0.189801
2.629	0.189488	0.189684
2.63	0.189371	0.189566
2.631	0.189254	0.189449
2.632	0.189136	0.189331
2.633	0.189019	0.189214
2.634	0.188902	0.189097
2.635	0.188785	0.188979
2.636	0.188668	0.188862
2.637	0.188551	0.188745
2.638	0.188434	0.188628
2.639	0.188317	0.188511
2.64	0.1882	0.188394
2.641	0.188083	0.188277
2.642	0.187966	0.18816
2.643	0.187849	0.188043
2.644	0.187732	0.187926
2.645	0.187616	0.187809
2.646	0.187499	0.187692
2.647	0.187382	0.187576
2.648	0.187265	0.187459
2.649	0.187149	0.187342
2.65	0.187032	0.187226
2.651	0.186916	0.187109
2.652	0.186799	0.186993
2.653	0.186683	0.186876
2.654	0.186566	0.18676
2.655	0.18645	0.186643
2.656	0.186333	0.186527
2.657	0.186217	0.186411
2.658	0.1861	0.186295
2.659	0.185984	0.186178
2.66	0.185868	0.186062
2.661	0.185752	0.185946
2.662	0.185636	0.18583
2.663	0.18552	0.185714
2.664	0.185405	0.185598
2.665	0.185289	0.185482
2.666	0.185173	0.185366
2.667	0.185058	0.185251
2.668	0.184942	0.185135
2.669	0.184827	0.185019
2.67	0.184711	0.184903
2.671	0.184596	0.184788
2.672	0.18448	0.184672
2.673	0.184365	0.184557
2.674	0.18425	0.184441
2.675	0.184135	0.184326
2.676	0.184019	0.18421
2.677	0.183904	0.184095
2.678	0.183789	0.18398
2.679	0.183674	0.183864
2.68	0.183559	0.183749
2.681	0.183444	0.183634
2.682	0.183329	0.183519
2.683	0.183214	0.183404
2.684	0.183099	0.183289
2.685	0.182984	0.183174
2.686	0.182869	0.183059
2.687	0.182755	0.182944
2.688	0.18264	0.182829
2.689	0.182525	0.182714
2.69	0.18241	0.1826
2.691	0.182296	0.182485
2.692	0.182181	0.18237
2.693	0.182067	0.182256
2.694	0.181952	0.182141
2.695	0.181838	0.182027
2.696	0.181723	0.181912
2.697	0.181609	0.181798
2.698	0.181494	0.181683
2.699	0.18138	0.181569
2.7	0.181266	0.181455
2.701	0.181151	0.181341
2.702	0.181037	0.181226
2.703	0.180923	0.181112
2.704	0.180808	0.180998
2.705	0.180694	0.180884
2.706	0.18058	0.18077
2.707	0.180467	0.180656
2.708	0.180353	0.180542
2.709	0.180239	0.180429
2.71	0.180126	0.180315
2.711	0.180012	0.180201
2.712	0.179899	0.180087
2.713	0.179785	0.179974
2.714	0.179672	0.17986
2.715	0.179559	0.179746
2.716	0.179445	0.179633
2.717	0.179332	0.179519
2.718	0.179219	0.179406
2.719	0.179106	0.179293
2.72	0.178992	0.179179
2.721	0.178879	0.179066
2.722	0.178766	0.178953
2.723	0.178653	0.17884
2.724	0.17854	0.178726
2.725	0.178427	0.178613
2.726	0.178315	0.1785
2.727	0.178202	0.178387
2.728	0.178089	0.178274
2.729	0.177976	0.178162
2.73	0.177863	0.178049
2.731	0.177751	0.177936
2.732	0.177638	0.177823
2.733	0.177525	0.17771
2.734	0.177413	0.177598
2.735	0.1773	0.177485
2.736	0.177188	0.177373
2.737	0.177075	0.17726
2.738	0.176963	0.177148
2.739	0.176851	0.177035
2.74	0.176738	0.176923
2.741	0.176626	0.17681
2.742	0.176514	0.176698
2.743	0.176401	0.176586
2.744	0.176289	0.176474
2.745	0.176177	0.176362
2.746	0.176065	0.176249
2.747	0.175953	0.176137
2.748	0.175841	0.176025
2.749	0.175729	0.175914
2.75	0.175616	0.175802
2.751	0.175505	0.17569
2.752	0.175393	0.175578
2.753	0.175281	0.175466
2.754	0.17517	0.175355
2.755	0.175058	0.175243
2.756	0.174947	0.175131
2.757	0.174836	0.17502
2.758	0.174724	0.174908
2.759	0.174613	0.174797
2.76	0.174502	0.174685
2.761	0.174391	0.174574
2.762	0.17428	0.174463
2.763	0.174169	0.174351
2.764	0.174058	0.17424
2.765	0.173947	0.174129
2.766	0.173836	0.174018
2.767	0.173725	0.173907
2.768	0.173614	0.173796
2.769	0.173503	0.173685
2.77	0.173392	0.173574
2.771	0.173281	0.173463
2.772	0.173171	0.173352
2.773	0.17306	0.173241
2.774	0.17295	0.17313
2.775	0.172839	0.17302
2.776	0.172728	0.172909
2.777	0.172618	0.172799
2.778	0.172508	0.172688
2.779	0.172397	0.172578
2.78	0.172287	0.172467
2.781	0.172176	0.172357
2.782	0.172066	0.172246
2.783	0.171956	0.172136
2.784	0.171846	0.172026
2.785	0.171736	0.171916
2.786	0.171625	0.171805
2.787	0.171515	0.171695
2.788	0.171405	0.171585
2.789	0.171295	0.171475
2.79	0.171185	0.171365
2.791	0.171075	0.171255
2.792	0.170965	0.171145
2.793	0.170856	0.171036
2.794	0.170746	0.170926
2.795	0.170636	0.170816
2.796	0.170526	0.170706
2.797	0.170417	0.170597
2.798	0.170307	0.170487
2.799	0.170198	0.170378
2.8	0.170088	0.170268
2.801	0.169979	0.170159
2.802	0.16987	0.170049
2.803	0.169761	0.16994
2.804	0.169652	0.169831
2.805	0.169543	0.169721
2.806	0.169434	0.169612
2.807	0.169325	0.169503
2.808	0.169216	0.169394
2.809	0.169107	0.169285
2.81	0.168998	0.169176
2.811	0.168889	0.169067
2.812	0.168781	0.168958
2.813	0.168672	0.168849
2.814	0.168563	0.168741
2.815	0.168455	0.168632
2.816	0.168346	0.168523
2.817	0.168238	0.168414
2.818	0.168129	0.168306
2.819	0.168021	0.168197
2.82	0.167913	0.168089
2.821	0.167804	0.16798
2.822	0.167696	0.167872
2.823	0.167588	0.167764
2.824	0.167479	0.167655
2.825	0.167371	0.167547
2.826	0.167263	0.167439
2.827	0.167155	0.167331
2.828	0.167047	0.167222
2.829	0.166939	0.167114
2.83	0.166831	0.167006
2.831	0.166723	0.166898
2.832	0.166615	0.16679
2.833	0.166508	0.166683
2.834	0.1664	0.166575
2.835	0.166292	0.166467
2.836	0.166184	0.166359
2.837	0.166077	0.166252
2.838	0.165969	0.166144
2.839	0.165862	0.166036
2.84	0.165754	0.165929
2.841	0.165646	0.165821
2.842	0.165539	0.165714
2.843	0.165432	0.165607
2.844	0.165324	0.165499
2.845	0.165217	0.165392
2.846	0.16511	0.165285
2.847	0.165003	0.165178
2.848	0.164896	0.16507
2.849	0.164789	0.164963
2.85	0.164682	0.164856
2.851	0.164575	0.164749
2.852	0.164469	0.164642
2.853	0.164362	0.164535
2.854	0.164255	0.164429
2.855	0.164149	0.164322
2.856	0.164042	0.164215
2.857	0.163936	0.164108
2.858	0.163829	0.164002
2.859	0.163723	0.163895
2.86	0.163616	0.163789
2.861	0.16351	0.163682
2.862	0.163404	0.163576
2.863	0.163297	0.163469
2.864	0.163191	0.163363
2.865	0.163085	0.163257
2.866	0.162979	0.16315
2.867	0.162873	0.163044
2.868	0.162767	0.162938
2.869	0.162661	0.162832
2.87	0.162555	0.162726
2.871	0.162449	0.16262
2.872	0.162343	0.162514
2.873	0.162238	0.162408
2.874	0.162132	0.162302
2.875	0.162026	0.162196
2.876	0.16192	0.162091
2.877	0.161815	0.161985
2.878	0.161709	0.161879
2.879	0.161604	0.161774
2.88	0.161498	0.161668
2.881	0.161393	0.161563
2.882	0.161287	0.161457
2.883	0.161182	0.161352
2.884	0.161077	0.161246
2.885	0.160971	0.161141
2.886	0.160866	0.161036
2.887	0.160761	0.160931
2.888	0.160656	0.160825
2.889	0.160551	0.16072
2.89	0.160446	0.160615
2.891	0.160341	0.16051
2.892	0.160236	0.160405
2.893	0.160131	0.1603
2.894	0.160026	0.160195
2.895	0.159922	0.160091
2.896	0.159817	0.159986
2.897	0.159712	0.159881
2.898	0.159608	0.159777
2.899	0.159503	0.159672
2.9	0.159399	0.159567
2.901	0.159295	0.159463
2.902	0.15919	0.159358
2.903	0.159086	0.159254
2.904	0.158982	0.15915
2.905	0.158878	0.159045
2.906	0.158774	0.158941
2.907	0.15867	0.158837
2.908	0.158565	0.158733
2.909	0.158462	0.158628
2.91	0.158358	0.158524
2.911	0.158254	0.15842
2.912	0.15815	0.158316
2.913	0.158046	0.158212
2.914	0.157942	0.158109
2.915	0.157839	0.158005
2.916	0.157735	0.157901
2.917	0.157631	0.157797
2.918	0.157528	0.157694
2.919	0.157424	0.15759
2.92	0.157321	0.157486
2.921	0.157217	0.157383
2.922	0.157114	0.157279
2.923	0.157011	0.157176
2.924	0.156908	0.157073
2.925	0.156804	0.156969
2.926	0.156701	0.156866
2.927	0.156598	0.156763
2.928	0.156495	0.15666
2.929	0.156392	0.156556
2.93	0.156289	0.156453
2.931	0.156186	0.15635
2.932	0.156083	0.156247
2.933	0.15598	0.156144
2.934	0.155877	0.156041
2.935	0.155774	0.155939
2.936	0.155672	0.155836
2.937	0.155569	0.155733
2.938	0.155466	0.15563
2.939	0.155364	0.155528
2.94	0.155261	0.155425
2.941	0.155159	0.155323
2.942	0.155056	0.15522
2.943	0.154954	0.155118
2.944	0.154852	0.155015
