0.0601	
r	f(e,r)	Exact
2.162	0.2487	0.248835
2.163	0.248566	0.248701
2.164	0.248433	0.248567
2.165	0.248299	0.248434
2.166	0.248165	0.2483
2.167	0.248032	0.248166
2.168	0.247898	0.248033
2.169	0.247764	0.247899
2.17	0.247631	0.247765
2.171	0.247497	0.247632
2.172	0.247363	0.247498
2.173	0.24723	0.247365
2.174	0.247096	0.247231
2.175	0.246963	0.247098
2.176	0.24683	0.246964
2.177	0.246697	0.246831
2.178	0.246564	0.246697
2.179	0.246431	0.246564
2.18	0.246298	0.246431
2.181	0.246165	0.246297
2.182	0.246032	0.246164
2.183	0.245899	0.24603
2.184	0.245766	0.245897
2.185	0.245633	0.245764
2.186	0.2455	0.245631
2.187	0.245367	0.245497
2.188	0.245234	0.245364
2.189	0.245101	0.245231
2.19	0.244968	0.245098
2.191	0.244835	0.244965
2.192	0.244702	0.244831
2.193	0.24457	0.244698
2.194	0.244437	0.244565
2.195	0.244304	0.244432
2.196	0.244171	0.244299
2.197	0.244038	0.244166
2.198	0.243905	0.244033
2.199	0.243772	0.2439
2.2	0.243639	0.243767
2.201	0.243507	0.243634
2.202	0.243374	0.243501
2.203	0.243241	0.243368
2.204	0.243108	0.243235
2.205	0.242975	0.243102
2.206	0.242842	0.24297
2.207	0.242709	0.242837
2.208	0.242576	0.242704
2.209	0.242443	0.242571
2.21	0.242311	0.242438
2.211	0.242178	0.242306
2.212	0.242046	0.242173
2.213	0.241913	0.24204
2.214	0.241781	0.241908
2.215	0.241649	0.241775
2.216	0.241517	0.241642
2.217	0.241384	0.24151
2.218	0.241252	0.241377
2.219	0.24112	0.241245
2.22	0.240988	0.241112
2.221	0.240856	0.24098
2.222	0.240724	0.240847
2.223	0.240592	0.240715
2.224	0.240459	0.240582
2.225	0.240327	0.24045
2.226	0.240195	0.240318
2.227	0.240063	0.240185
2.228	0.239931	0.240053
2.229	0.239799	0.239921
2.23	0.239667	0.239788
2.231	0.239535	0.239656
2.232	0.239403	0.239524
2.233	0.239271	0.239392
2.234	0.239139	0.23926
2.235	0.239007	0.239127
2.236	0.238875	0.238995
2.237	0.238743	0.238863
2.238	0.238611	0.238731
2.239	0.238479	0.238599
2.24	0.238347	0.238467
2.241	0.238215	0.238335
2.242	0.238083	0.238203
2.243	0.237951	0.238071
2.244	0.237819	0.237939
2.245	0.237687	0.237807
2.246	0.237555	0.237675
2.247	0.237423	0.237544
2.248	0.237291	0.237412
2.249	0.23716	0.23728
2.25	0.237029	0.237148
2.251	0.236897	0.237017
2.252	0.236766	0.236885
2.253	0.236635	0.236753
2.254	0.236503	0.236621
2.255	0.236372	0.23649
2.256	0.236241	0.236358
2.257	0.23611	0.236227
2.258	0.235979	0.236095
2.259	0.235847	0.235964
2.26	0.235716	0.235832
2.261	0.235585	0.235701
2.262	0.235454	0.235569
2.263	0.235323	0.235438
2.264	0.235192	0.235306
2.265	0.235061	0.235175
2.266	0.23493	0.235044
2.267	0.234799	0.234912
2.268	0.234667	0.234781
2.269	0.234536	0.23465
2.27	0.234405	0.234519
2.271	0.234274	0.234387
2.272	0.234143	0.234256
2.273	0.234012	0.234125
2.274	0.233881	0.233994
2.275	0.23375	0.233863
2.276	0.233619	0.233732
2.277	0.233488	0.233601
2.278	0.233358	0.23347
2.279	0.233227	0.233339
2.28	0.233096	0.233208
2.281	0.232965	0.233077
2.282	0.232834	0.232946
2.283	0.232703	0.232815
2.284	0.232572	0.232685
2.285	0.232441	0.232554
2.286	0.23231	0.232423
2.287	0.23218	0.232292
2.288	0.23205	0.232162
2.289	0.231919	0.232031
2.29	0.231789	0.2319
2.291	0.231659	0.23177
2.292	0.231529	0.231639
2.293	0.231398	0.231508
2.294	0.231268	0.231378
2.295	0.231138	0.231247
2.296	0.231008	0.231117
2.297	0.230878	0.230986
2.298	0.230748	0.230856
2.299	0.230618	0.230726
2.3	0.230488	0.230595
2.301	0.230358	0.230465
2.302	0.230228	0.230335
2.303	0.230098	0.230204
2.304	0.229968	0.230074
2.305	0.229838	0.229944
2.306	0.229708	0.229814
2.307	0.229578	0.229684
2.308	0.229448	0.229554
2.309	0.229318	0.229424
2.31	0.229188	0.229293
2.311	0.229058	0.229163
2.312	0.228929	0.229033
2.313	0.228799	0.228904
2.314	0.228669	0.228774
2.315	0.228539	0.228644
2.316	0.228409	0.228514
2.317	0.228279	0.228384
2.318	0.22815	0.228254
2.319	0.22802	0.228124
2.32	0.22789	0.227995
2.321	0.22776	0.227865
2.322	0.22763	0.227735
2.323	0.227501	0.227606
2.324	0.227371	0.227476
2.325	0.227242	0.227347
2.326	0.227113	0.227217
2.327	0.226984	0.227087
2.328	0.226854	0.226958
2.329	0.226725	0.226829
2.33	0.226596	0.226699
2.331	0.226467	0.22657
2.332	0.226338	0.22644
2.333	0.226209	0.226311
2.334	0.22608	0.226182
2.335	0.225952	0.226052
2.336	0.225823	0.225923
2.337	0.225694	0.225794
2.338	0.225565	0.225665
2.339	0.225436	0.225536
2.34	0.225307	0.225407
2.341	0.225179	0.225278
2.342	0.22505	0.225149
2.343	0.224921	0.22502
2.344	0.224792	0.224891
2.345	0.224664	0.224762
2.346	0.224535	0.224633
2.347	0.224406	0.224504
2.348	0.224278	0.224375
2.349	0.224149	0.224246
2.35	0.22402	0.224118
2.351	0.223892	0.223989
2.352	0.223763	0.22386
2.353	0.223635	0.223731
2.354	0.223506	0.223603
2.355	0.223378	0.223474
2.356	0.223249	0.223346
2.357	0.223121	0.223217
2.358	0.222992	0.223089
2.359	0.222863	0.22296
2.36	0.222735	0.222832
2.361	0.222606	0.222703
2.362	0.222478	0.222575
2.363	0.22235	0.222447
2.364	0.222222	0.222318
2.365	0.222094	0.22219
2.366	0.221966	0.222062
2.367	0.221838	0.221934
2.368	0.22171	0.221806
2.369	0.221583	0.221677
2.37	0.221455	0.221549
2.371	0.221327	0.221421
2.372	0.2212	0.221293
2.373	0.221072	0.221165
2.374	0.220944	0.221037
2.375	0.220817	0.220909
2.376	0.220689	0.220782
2.377	0.220562	0.220654
2.378	0.220434	0.220526
2.379	0.220307	0.220398
2.38	0.220179	0.22027
2.381	0.220052	0.220143
2.382	0.219925	0.220015
2.383	0.219797	0.219887
2.384	0.21967	0.21976
2.385	0.219542	0.219632
2.386	0.219415	0.219505
2.387	0.219288	0.219377
2.388	0.219161	0.21925
2.389	0.219033	0.219122
2.39	0.218906	0.218995
2.391	0.218779	0.218868
2.392	0.218652	0.21874
2.393	0.218525	0.218613
2.394	0.218397	0.218486
2.395	0.21827	0.218359
2.396	0.218143	0.218231
2.397	0.218016	0.218104
2.398	0.217889	0.217977
2.399	0.217762	0.21785
2.4	0.217635	0.217723
2.401	0.217508	0.217596
2.402	0.21738	0.217469
2.403	0.217253	0.217342
2.404	0.217127	0.217215
2.405	0.217	0.217089
2.406	0.216874	0.216962
2.407	0.216748	0.216835
2.408	0.216621	0.216708
2.409	0.216495	0.216582
2.41	0.216369	0.216455
2.411	0.216242	0.216328
2.412	0.216116	0.216202
2.413	0.21599	0.216075
2.414	0.215864	0.215949
2.415	0.215738	0.215822
2.416	0.215612	0.215696
2.417	0.215486	0.215569
2.418	0.21536	0.215443
2.419	0.215234	0.215317
2.42	0.215108	0.21519
2.421	0.214982	0.215064
2.422	0.214856	0.214938
2.423	0.21473	0.214812
2.424	0.214604	0.214686
2.425	0.214478	0.214559
2.426	0.214352	0.214433
2.427	0.214226	0.214307
2.428	0.214101	0.214181
2.429	0.213975	0.214055
2.43	0.213849	0.21393
2.431	0.213723	0.213804
2.432	0.213598	0.213678
2.433	0.213472	0.213552
2.434	0.213346	0.213426
2.435	0.213221	0.213301
2.436	0.213095	0.213175
2.437	0.212969	0.213049
2.438	0.212844	0.212924
2.439	0.212718	0.212798
2.44	0.212593	0.212672
2.441	0.212467	0.212547
2.442	0.212341	0.212422
2.443	0.212216	0.212296
2.444	0.21209	0.212171
2.445	0.211965	0.212045
2.446	0.211841	0.21192
2.447	0.211716	0.211795
2.448	0.211591	0.21167
2.449	0.211466	0.211544
2.45	0.211341	0.211419
2.451	0.211217	0.211294
2.452	0.211092	0.211169
2.453	0.210967	0.211044
2.454	0.210843	0.210919
2.455	0.210718	0.210794
2.456	0.210593	0.210669
2.457	0.210469	0.210544
2.458	0.210344	0.21042
2.459	0.21022	0.210295
2.46	0.210095	0.21017
2.461	0.209971	0.210045
2.462	0.209847	0.209921
2.463	0.209722	0.209796
2.464	0.209598	0.209671
2.465	0.209474	0.209547
2.466	0.209349	0.209422
2.467	0.209225	0.209298
2.468	0.209101	0.209173
2.469	0.208977	0.209049
2.47	0.208853	0.208925
2.471	0.208728	0.2088
2.472	0.208604	0.208676
2.473	0.20848	0.208552
2.474	0.208356	0.208428
2.475	0.208232	0.208303
2.476	0.208108	0.208179
2.477	0.207984	0.208055
2.478	0.20786	0.207931
2.479	0.207736	0.207807
2.48	0.207612	0.207683
2.481	0.207488	0.207559
2.482	0.207364	0.207435
2.483	0.20724	0.207312
2.484	0.207116	0.207188
2.485	0.206993	0.207064
2.486	0.206869	0.20694
2.487	0.206746	0.206817
2.488	0.206622	0.206693
2.489	0.206499	0.206569
2.49	0.206376	0.206446
2.491	0.206253	0.206322
2.492	0.20613	0.206199
2.493	0.206007	0.206075
2.494	0.205884	0.205952
2.495	0.205761	0.205829
2.496	0.205638	0.205705
2.497	0.205515	0.205582
2.498	0.205392	0.205459
2.499	0.205269	0.205336
2.5	0.205146	0.205212
2.501	0.205024	0.205089
2.502	0.204901	0.204966
2.503	0.204778	0.204843
2.504	0.204655	0.20472
2.505	0.204533	0.204597
2.506	0.20441	0.204474
2.507	0.204288	0.204352
2.508	0.204165	0.204229
2.509	0.204042	0.204106
2.51	0.20392	0.203983
2.511	0.203797	0.203861
2.512	0.203675	0.203738
2.513	0.203553	0.203615
2.514	0.20343	0.203493
2.515	0.203308	0.20337
2.516	0.203185	0.203248
2.517	0.203063	0.203125
2.518	0.202941	0.203003
2.519	0.202818	0.202881
2.52	0.202696	0.202758
2.521	0.202574	0.202636
2.522	0.202452	0.202514
2.523	0.20233	0.202392
2.524	0.202207	0.202269
2.525	0.202085	0.202147
2.526	0.201963	0.202025
2.527	0.201841	0.201903
2.528	0.201719	0.201781
2.529	0.201597	0.201659
2.53	0.201476	0.201537
2.531	0.201354	0.201415
2.532	0.201233	0.201294
2.533	0.201111	0.201172
2.534	0.20099	0.20105
2.535	0.200869	0.200928
2.536	0.200748	0.200807
2.537	0.200626	0.200685
2.538	0.200505	0.200564
2.539	0.200384	0.200442
2.54	0.200263	0.200321
2.541	0.200142	0.200199
2.542	0.200021	0.200078
2.543	0.1999	0.199956
2.544	0.199779	0.199835
2.545	0.199658	0.199714
2.546	0.199537	0.199593
2.547	0.199416	0.199472
2.548	0.199295	0.19935
2.549	0.199174	0.199229
2.55	0.199054	0.199108
2.551	0.198933	0.198987
2.552	0.198812	0.198866
2.553	0.198691	0.198745
2.554	0.198571	0.198624
2.555	0.19845	0.198504
2.556	0.198329	0.198383
2.557	0.198209	0.198262
2.558	0.198088	0.198141
2.559	0.197968	0.198021
2.56	0.197847	0.1979
2.561	0.197727	0.19778
2.562	0.197606	0.197659
2.563	0.197486	0.197539
2.564	0.197366	0.197418
2.565	0.197245	0.197298
2.566	0.197125	0.197177
2.567	0.197005	0.197057
2.568	0.196884	0.196937
2.569	0.196764	0.196817
2.57	0.196644	0.196696
2.571	0.196523	0.196576
2.572	0.196404	0.196456
2.573	0.196284	0.196336
2.574	0.196164	0.196216
2.575	0.196045	0.196096
2.576	0.195925	0.195976
2.577	0.195806	0.195856
2.578	0.195686	0.195736
2.579	0.195567	0.195617
2.58	0.195447	0.195497
2.581	0.195328	0.195377
2.582	0.195209	0.195258
2.583	0.19509	0.195138
2.584	0.19497	0.195018
2.585	0.194851	0.194899
2.586	0.194732	0.194779
2.587	0.194613	0.19466
2.588	0.194494	0.194541
2.589	0.194375	0.194421
2.59	0.194256	0.194302
2.591	0.194137	0.194183
2.592	0.194018	0.194063
2.593	0.193899	0.193944
2.594	0.19378	0.193825
2.595	0.193661	0.193706
2.596	0.193543	0.193587
2.597	0.193424	0.193468
2.598	0.193305	0.193349
2.599	0.193186	0.19323
2.6	0.193068	0.193111
2.601	0.192949	0.192992
2.602	0.19283	0.192874
2.603	0.192712	0.192755
2.604	0.192593	0.192636
2.605	0.192475	0.192518
2.606	0.192356	0.192399
2.607	0.192238	0.192281
2.608	0.192119	0.192162
2.609	0.192001	0.192044
2.61	0.191883	0.191925
2.611	0.191764	0.191807
2.612	0.191646	0.191688
2.613	0.191528	0.19157
2.614	0.191409	0.191452
2.615	0.191291	0.191334
2.616	0.191173	0.191216
2.617	0.191055	0.191098
2.618	0.190938	0.190979
2.619	0.19082	0.190861
2.62	0.190703	0.190744
2.621	0.190585	0.190626
2.622	0.190467	0.190508
2.623	0.19035	0.19039
2.624	0.190233	0.190272
2.625	0.190115	0.190154
2.626	0.189998	0.190037
2.627	0.189881	0.189919
2.628	0.189763	0.189801
2.629	0.189646	0.189684
2.63	0.189529	0.189566
2.631	0.189412	0.189449
2.632	0.189295	0.189331
2.633	0.189178	0.189214
2.634	0.189061	0.189097
2.635	0.188944	0.188979
2.636	0.188827	0.188862
2.637	0.18871	0.188745
2.638	0.188593	0.188628
2.639	0.188476	0.188511
2.64	0.188359	0.188394
2.641	0.188242	0.188277
2.642	0.188126	0.18816
2.643	0.188009	0.188043
2.644	0.187892	0.187926
2.645	0.187776	0.187809
2.646	0.187659	0.187692
2.647	0.187543	0.187576
2.648	0.187426	0.187459
2.649	0.187309	0.187342
2.65	0.187193	0.187226
2.651	0.187077	0.187109
2.652	0.18696	0.186993
2.653	0.186844	0.186876
2.654	0.186727	0.18676
2.655	0.186611	0.186643
2.656	0.186495	0.186527
2.657	0.186378	0.186411
2.658	0.186262	0.186295
2.659	0.186146	0.186178
2.66	0.18603	0.186062
2.661	0.185914	0.185946
2.662	0.185799	0.18583
2.663	0.185683	0.185714
2.664	0.185567	0.185598
2.665	0.185452	0.185482
2.666	0.185336	0.185366
2.667	0.185221	0.185251
2.668	0.185105	0.185135
2.669	0.18499	0.185019
2.67	0.184875	0.184903
2.671	0.184759	0.184788
2.672	0.184644	0.184672
2.673	0.184529	0.184557
2.674	0.184414	0.184441
2.675	0.184299	0.184326
2.676	0.184184	0.18421
2.677	0.184069	0.184095
2.678	0.183954	0.18398
2.679	0.183839	0.183864
2.68	0.183724	0.183749
2.681	0.183609	0.183634
2.682	0.183494	0.183519
2.683	0.183379	0.183404
2.684	0.183265	0.183289
2.685	0.18315	0.183174
2.686	0.183035	0.183059
2.687	0.18292	0.182944
2.688	0.182806	0.182829
2.689	0.182691	0.182714
2.69	0.182577	0.1826
2.691	0.182462	0.182485
2.692	0.182348	0.18237
2.693	0.182233	0.182256
2.694	0.182119	0.182141
2.695	0.182005	0.182027
2.696	0.18189	0.181912
2.697	0.181776	0.181798
2.698	0.181662	0.181683
2.699	0.181547	0.181569
2.7	0.181433	0.181455
2.701	0.181319	0.181341
2.702	0.181205	0.181226
2.703	0.181091	0.181112
2.704	0.180977	0.180998
2.705	0.180863	0.180884
2.706	0.180749	0.18077
2.707	0.180635	0.180656
2.708	0.180522	0.180542
2.709	0.180408	0.180429
2.71	0.180295	0.180315
2.711	0.180181	0.180201
2.712	0.180068	0.180087
2.713	0.179955	0.179974
2.714	0.179842	0.17986
2.715	0.179728	0.179746
2.716	0.179615	0.179633
2.717	0.179502	0.179519
2.718	0.179389	0.179406
2.719	0.179276	0.179293
2.72	0.179163	0.179179
2.721	0.17905	0.179066
2.722	0.178937	0.178953
2.723	0.178824	0.17884
2.724	0.178711	0.178726
2.725	0.178599	0.178613
2.726	0.178486	0.1785
2.727	0.178373	0.178387
2.728	0.17826	0.178274
2.729	0.178148	0.178162
2.73	0.178035	0.178049
2.731	0.177923	0.177936
2.732	0.17781	0.177823
2.733	0.177698	0.17771
2.734	0.177585	0.177598
2.735	0.177473	0.177485
2.736	0.17736	0.177373
2.737	0.177248	0.17726
2.738	0.177136	0.177148
2.739	0.177024	0.177035
2.74	0.176911	0.176923
2.741	0.176799	0.17681
2.742	0.176687	0.176698
2.743	0.176575	0.176586
2.744	0.176463	0.176474
2.745	0.176351	0.176362
2.746	0.176239	0.176249
2.747	0.176127	0.176137
2.748	0.176015	0.176025
2.749	0.175903	0.175914
2.75	0.175791	0.175802
2.751	0.175679	0.17569
2.752	0.175568	0.175578
2.753	0.175457	0.175466
2.754	0.175345	0.175355
2.755	0.175234	0.175243
2.756	0.175123	0.175131
2.757	0.175011	0.17502
2.758	0.1749	0.174908
2.759	0.174789	0.174797
2.76	0.174678	0.174685
2.761	0.174567	0.174574
2.762	0.174456	0.174463
2.763	0.174345	0.174351
2.764	0.174234	0.17424
2.765	0.174123	0.174129
2.766	0.174013	0.174018
2.767	0.173902	0.173907
2.768	0.173791	0.173796
2.769	0.17368	0.173685
2.77	0.17357	0.173574
2.771	0.173459	0.173463
2.772	0.173349	0.173352
2.773	0.173238	0.173241
2.774	0.173128	0.17313
2.775	0.173017	0.17302
2.776	0.172907	0.172909
2.777	0.172797	0.172799
2.778	0.172686	0.172688
2.779	0.172576	0.172578
2.78	0.172466	0.172467
2.781	0.172356	0.172357
2.782	0.172245	0.172246
2.783	0.172135	0.172136
2.784	0.172025	0.172026
2.785	0.171915	0.171916
2.786	0.171805	0.171805
2.787	0.171695	0.171695
2.788	0.171586	0.171585
2.789	0.171476	0.171475
2.79	0.171366	0.171365
2.791	0.171256	0.171255
2.792	0.171146	0.171145
2.793	0.171037	0.171036
2.794	0.170927	0.170926
2.795	0.170817	0.170816
2.796	0.170708	0.170706
2.797	0.170598	0.170597
2.798	0.170489	0.170487
2.799	0.17038	0.170378
2.8	0.17027	0.170268
2.801	0.170161	0.170159
2.802	0.170052	0.170049
2.803	0.169943	0.16994
2.804	0.169834	0.169831
2.805	0.169725	0.169721
2.806	0.169617	0.169612
2.807	0.169508	0.169503
2.808	0.169399	0.169394
2.809	0.16929	0.169285
2.81	0.169182	0.169176
2.811	0.169073	0.169067
2.812	0.168964	0.168958
2.813	0.168856	0.168849
2.814	0.168747	0.168741
2.815	0.168639	0.168632
2.816	0.168531	0.168523
2.817	0.168422	0.168414
2.818	0.168314	0.168306
2.819	0.168206	0.168197
2.82	0.168097	0.168089
2.821	0.167989	0.16798
2.822	0.167881	0.167872
2.823	0.167773	0.167764
2.824	0.167665	0.167655
2.825	0.167557	0.167547
2.826	0.167449	0.167439
2.827	0.167341	0.167331
2.828	0.167233	0.167222
2.829	0.167125	0.167114
2.83	0.167018	0.167006
2.831	0.16691	0.166898
2.832	0.166802	0.16679
2.833	0.166694	0.166683
2.834	0.166587	0.166575
2.835	0.166479	0.166467
2.836	0.166372	0.166359
2.837	0.166264	0.166252
2.838	0.166157	0.166144
2.839	0.166049	0.166036
2.84	0.165942	0.165929
2.841	0.165835	0.165821
2.842	0.165727	0.165714
2.843	0.16562	0.165607
2.844	0.165513	0.165499
2.845	0.165406	0.165392
2.846	0.165299	0.165285
2.847	0.165192	0.165178
2.848	0.165085	0.16507
2.849	0.164978	0.164963
2.85	0.164872	0.164856
2.851	0.164765	0.164749
2.852	0.164658	0.164642
2.853	0.164552	0.164535
2.854	0.164445	0.164429
2.855	0.164339	0.164322
2.856	0.164232	0.164215
2.857	0.164126	0.164108
2.858	0.16402	0.164002
2.859	0.163914	0.163895
2.86	0.163807	0.163789
2.861	0.163701	0.163682
2.862	0.163595	0.163576
2.863	0.163489	0.163469
2.864	0.163383	0.163363
2.865	0.163277	0.163257
2.866	0.163171	0.16315
2.867	0.163065	0.163044
2.868	0.162959	0.162938
2.869	0.162853	0.162832
2.87	0.162747	0.162726
2.871	0.162642	0.16262
2.872	0.162536	0.162514
2.873	0.16243	0.162408
2.874	0.162325	0.162302
2.875	0.162219	0.162196
2.876	0.162114	0.162091
2.877	0.162008	0.161985
2.878	0.161903	0.161879
2.879	0.161798	0.161774
2.88	0.161692	0.161668
2.881	0.161587	0.161563
2.882	0.161482	0.161457
2.883	0.161376	0.161352
2.884	0.161271	0.161246
2.885	0.161166	0.161141
2.886	0.161061	0.161036
2.887	0.160956	0.160931
2.888	0.160851	0.160825
2.889	0.160746	0.16072
2.89	0.160641	0.160615
2.891	0.160536	0.16051
2.892	0.160432	0.160405
2.893	0.160327	0.1603
2.894	0.160222	0.160195
2.895	0.160118	0.160091
2.896	0.160013	0.159986
2.897	0.159909	0.159881
2.898	0.159805	0.159777
2.899	0.1597	0.159672
2.9	0.159596	0.159567
2.901	0.159492	0.159463
2.902	0.159388	0.159358
2.903	0.159284	0.159254
2.904	0.15918	0.15915
2.905	0.159076	0.159045
2.906	0.158972	0.158941
2.907	0.158868	0.158837
2.908	0.158764	0.158733
2.909	0.15866	0.158628
2.91	0.158556	0.158524
2.911	0.158453	0.15842
2.912	0.158349	0.158316
2.913	0.158245	0.158212
2.914	0.158142	0.158109
2.915	0.158038	0.158005
2.916	0.157935	0.157901
2.917	0.157831	0.157797
2.918	0.157728	0.157694
2.919	0.157624	0.15759
2.92	0.157521	0.157486
2.921	0.157418	0.157383
2.922	0.157315	0.157279
2.923	0.157212	0.157176
2.924	0.157108	0.157073
2.925	0.157005	0.156969
2.926	0.156902	0.156866
2.927	0.156799	0.156763
2.928	0.156696	0.15666
2.929	0.156593	0.156556
2.93	0.156491	0.156453
2.931	0.156388	0.15635
2.932	0.156285	0.156247
2.933	0.156182	0.156144
2.934	0.15608	0.156041
2.935	0.155977	0.155939
2.936	0.155874	0.155836
2.937	0.155772	0.155733
2.938	0.155669	0.15563
2.939	0.155567	0.155528
2.94	0.155465	0.155425
2.941	0.155362	0.155323
2.942	0.15526	0.15522
2.943	0.155158	0.155118
2.944	0.155056	0.155015
2.945	0.154954	0.154913
2.946	0.154852	0.154811
2.947	0.15475	0.154709
2.948	0.154648	0.154606
2.949	0.154546	0.154504
2.95	0.154445	0.154402
2.951	0.154343	0.1543
2.952	0.154241	0.154198
2.953	0.15414	0.154096
2.954	0.154038	0.153994
2.955	0.153936	0.153892
2.956	0.153835	0.153791
2.957	0.153734	0.153689
2.958	0.153632	0.153587
2.959	0.153531	0.153486
2.96	0.153429	0.153384
2.961	0.153328	0.153282
2.962	0.153227	0.153181
2.963	0.153126	0.15308
2.964	0.153025	0.152978
2.965	0.152924	0.152877
2.966	0.152823	0.152775
2.967	0.152722	0.152674
2.968	0.152621	0.152573
2.969	0.15252	0.152472
2.97	0.152419	0.152371
2.971	0.152318	0.15227
2.972	0.152218	0.152169
2.973	0.152117	0.152068
2.974	0.152016	0.151967
2.975	0.151916	0.151866
2.976	0.151815	0.151765
2.977	0.151715	0.151665
2.978	0.151614	0.151564
2.979	0.151514	0.151463
2.98	0.151414	0.151363
2.981	0.151313	0.151262
2.982	0.151213	0.151162
2.983	0.151113	0.151061
2.984	0.151013	0.150961
2.985	0.150913	0.15086
2.986	0.150812	0.15076
2.987	0.150712	0.15066
2.988	0.150613	0.15056
2.989	0.150513	0.15046
2.99	0.150413	0.150359
2.991	0.150313	0.150259
2.992	0.150213	0.150159
2.993	0.150114	0.150059
2.994	0.150014	0.14996
2.995	0.149915	0.14986
2.996	0.149815	0.14976
2.997	0.149716	0.14966
2.998	0.149616	0.14956
2.999	0.149517	0.149461
3	0.149418	0.149361
3.001	0.149318	0.149262
3.002	0.149219	0.149162
3.003	0.14912	0.149063
3.004	0.149021	0.148963
3.005	0.148922	0.148864
3.006	0.148823	0.148765
3.007	0.148724	0.148665
3.008	0.148625	0.148566
3.009	0.148526	0.148467
3.01	0.148427	0.148368
3.011	0.148329	0.148269
3.012	0.14823	0.14817
3.013	0.148131	0.148071
3.014	0.148033	0.147972
3.015	0.147934	0.147873
3.016	0.147836	0.147774
3.017	0.147737	0.147676
3.018	0.147639	0.147577
3.019	0.14754	0.147478
3.02	0.147442	0.14738
3.021	0.147344	0.147281
3.022	0.147245	0.147183
3.023	0.147147	0.147084
3.024	0.147049	0.146986
3.025	0.146951	0.146887
3.026	0.146853	0.146789
3.027	0.146755	0.146691
3.028	0.146657	0.146593
3.029	0.146559	0.146494
3.03	0.146461	0.146396
3.031	0.146364	0.146298
3.032	0.146266	0.1462
3.033	0.146168	0.146102
3.034	0.146071	0.146004
3.035	0.145973	0.145907
3.036	0.145875	0.145809
3.037	0.145778	0.145711
3.038	0.14568	0.145613
3.039	0.145583	0.145516
3.04	0.145486	0.145418
3.041	0.145389	0.145321
3.042	0.145291	0.145223
3.043	0.145194	0.145126
3.044	0.145097	0.145028
3.045	0.145	0.144931
3.046	0.144903	0.144833
3.047	0.144806	0.144736
3.048	0.144709	0.144639
3.049	0.144612	0.144542
3.05	0.144515	0.144445
3.051	0.144419	0.144348
3.052	0.144322	0.144251
3.053	0.144225	0.144154
3.054	0.144129	0.144057
3.055	0.144032	0.14396
3.056	0.143936	0.143863
3.057	0.143839	0.143766
3.058	0.143743	0.14367
3.059	0.143646	0.143573
3.06	0.14355	0.143476
3.061	0.143454	0.14338
3.062	0.143357	0.143283
3.063	0.143261	0.143187
3.064	0.143165	0.14309
3.065	0.143069	0.142994
3.066	0.142973	0.142898
3.067	0.142877	0.142801
3.068	0.142781	0.142705
3.069	0.142685	0.142609
3.07	0.14259	0.142513
3.071	0.142494	0.142417
3.072	0.142398	0.142321
3.073	0.142302	0.142225
3.074	0.142207	0.142129
3.075	0.142111	0.142033
3.076	0.142016	0.141937
3.077	0.14192	0.141842
3.078	0.141825	0.141746
3.079	0.141729	0.14165
3.08	0.141634	0.141555
3.081	0.141539	0.141459
3.082	0.141444	0.141363
3.083	0.141348	0.141268
3.084	0.141253	0.141173
3.085	0.141158	0.141077
3.086	0.141063	0.140982
3.087	0.140968	0.140887
3.088	0.140873	0.140791
3.089	0.140778	0.140696
3.09	0.140683	0.140601
3.091	0.140589	0.140506
3.092	0.140494	0.140411
3.093	0.140399	0.140316
3.094	0.140305	0.140221
3.095	0.14021	0.140126
3.096	0.140115	0.140031
3.097	0.140021	0.139937
3.098	0.139926	0.139842
3.099	0.139832	0.139747
3.1	0.139738	0.139653
3.101	0.139643	0.139558
3.102	0.139549	0.139463
3.103	0.139455	0.139369
3.104	0.139361	0.139275
3.105	0.139267	0.13918
3.106	0.139173	0.139086
3.107	0.139079	0.138992
3.108	0.138985	0.138897
3.109	0.138891	0.138803
3.11	0.138797	0.138709
3.111	0.138703	0.138615
3.112	0.13861	0.138521
3.113	0.138516	0.138427
3.114	0.138422	0.138333
3.115	0.138329	0.138239
3.116	0.138235	0.138145
3.117	0.138142	0.138051
3.118	0.138048	0.137958
3.119	0.137955	0.137864
3.12	0.137862	0.13777
3.121	0.137768	0.137677
3.122	0.137675	0.137583
3.123	0.137582	0.13749
3.124	0.137489	0.137396
3.125	0.137396	0.137303
3.126	0.137303	0.13721
3.127	0.13721	0.137116
3.128	0.137117	0.137023
3.129	0.137024	0.13693
3.13	0.136931	0.136837
3.131	0.136838	0.136744
3.132	0.136746	0.136651
3.133	0.136653	0.136558
3.134	0.13656	0.136465
3.135	0.136468	0.136372
3.136	0.136375	0.136279
3.137	0.136282	0.136186
3.138	0.13619	0.136093
3.139	0.136098	0.136001
3.14	0.136005	0.135908
3.141	0.135913	0.135815
3.142	0.135821	0.135723
3.143	0.135728	0.13563
3.144	0.135636	0.135538
3.145	0.135544	0.135445
3.146	0.135452	0.135353
3.147	0.13536	0.135261
3.148	0.135268	0.135169
3.149	0.135176	0.135076
3.15	0.135084	0.134984
3.151	0.134992	0.134892
3.152	0.134901	0.1348
3.153	0.134809	0.134708
3.154	0.134717	0.134616
3.155	0.134626	0.134524
3.156	0.134534	0.134432
3.157	0.134443	0.13434
3.158	0.134351	0.134249
3.159	0.13426	0.134157
