0	0.0558253	0.394467	0
0.015625	0.0622691	0.430141	0.000921886
0.03125	0.0692607	0.464581	0.00194876
0.046875	0.0767805	0.497735	0.00308904
0.0625	0.084808	0.529552	0.0043508
0.078125	0.0933218	0.559983	0.00574182
0.09375	0.1023	0.588983	0.00726952
0.109375	0.11172	0.616508	0.00894099
0.125	0.121558	0.642519	0.0107629
0.140625	0.13179	0.666976	0.0127417
0.15625	0.142393	0.689845	0.0148833
0.171875	0.15334	0.711094	0.0171933
0.1875	0.164606	0.730693	0.0196769
0.203125	0.176165	0.748615	0.0223388
0.21875	0.187991	0.764837	0.0251834
0.234375	0.200057	0.779338	0.0282147
0.25	0.212336	0.7921	0.0314363
0.265625	0.224801	0.80311	0.0348512
0.28125	0.237424	0.812356	0.0384622
0.296875	0.250178	0.819829	0.0422714
0.3125	0.263035	0.825523	0.0462808
0.328125	0.275967	0.829438	0.0504916
0.34375	0.288945	0.831572	0.054905
0.359375	0.301944	0.83193	0.0595213
0.375	0.314934	0.830518	0.0643407
0.390625	0.327888	0.827346	0.0693628
0.40625	0.34078	0.822426	0.0745869
0.421875	0.35358	0.815773	0.0800117
0.4375	0.366264	0.807406	0.0856356
0.453125	0.378803	0.797345	0.0914567
0.46875	0.391172	0.785614	0.0974723
0.484375	0.403345	0.772237	0.10368
0.5	0.415296	0.757244	0.110076
0.515625	0.427	0.740665	0.116656
0.53125	0.438434	0.722534	0.123418
0.546875	0.449572	0.702885	0.130356
0.5625	0.460391	0.681756	0.137465
0.578125	0.470869	0.659186	0.144741
0.59375	0.480983	0.635216	0.152178
0.609375	0.490712	0.609891	0.15977
0.625	0.500035	0.583253	0.167511
0.640625	0.508932	0.55535	0.175394
0.65625	0.517384	0.526229	0.183413
0.671875	0.525371	0.49594	0.19156
0.6875	0.532876	0.464533	0.199828
0.703125	0.539882	0.432058	0.20821
0.71875	0.546373	0.398569	0.216697
0.734375	0.552332	0.364119	0.225281
0.75	0.557747	0.328761	0.233954
0.765625	0.562602	0.292549	0.242708
0.78125	0.566885	0.25554	0.251533
0.796875	0.570583	0.217788	0.26042
0.8125	0.573687	0.179348	0.26936
0.828125	0.576185	0.140276	0.278344
0.84375	0.578068	0.100627	0.287363
0.859375	0.579327	0.0604578	0.296406
0.875	0.579954	0.0198222	0.305463
0.890625	0.579944	-0.0212247	0.314526
0.90625	0.579289	-0.0626288	0.323583
0.921875	0.577985	-0.104337	0.332625
0.9375	0.576027	-0.146295	0.341642
0.953125	0.573413	-0.188452	0.350623
0.96875	0.570138	-0.230757	0.359558
0.984375	0.566201	-0.27316	0.368436
1	0.561601	-0.315611	0.377248
1.01562	0.556338	-0.358064	0.385983
1.03125	0.550412	-0.400471	0.39463
1.04688	0.543824	-0.442787	0.40318
1.0625	0.536575	-0.484969	0.411621
1.07812	0.528669	-0.526975	0.419944
1.09375	0.520109	-0.568765	0.428139
1.10938	0.510897	-0.610299	0.436194
1.125	0.501038	-0.65154	0.444101
1.14062	0.490538	-0.692453	0.451848
1.15625	0.479401	-0.733005	0.459427
1.17188	0.467634	-0.773163	0.466826
1.1875	0.455242	-0.812899	0.474037
1.20312	0.442233	-0.852183	0.481049
1.21875	0.428614	-0.89099	0.487854
1.23438	0.414392	-0.929297	0.49444
1.25	0.399576	-0.96708	0.5008
1.26562	0.384174	-1.00432	0.506924
1.28125	0.368194	-1.041	0.512803
1.29688	0.351645	-1.0771	0.518427
1.3125	0.334538	-1.11261	0.523789
1.32812	0.31688	-1.14751	0.528879
1.34375	0.298681	-1.1818	0.533688
1.35938	0.279951	-1.21547	0.53821
1.375	0.260701	-1.24851	0.542434
1.39062	0.240939	-1.28091	0.546354
1.40625	0.220676	-1.31268	0.549961
1.42188	0.199921	-1.34381	0.553247
1.4375	0.178685	-1.37429	0.556206
1.45312	0.156978	-1.40415	0.558829
1.46875	0.134809	-1.43337	0.561109
1.48438	0.112188	-1.46196	0.563039
1.5	0.0891258	-1.48993	0.564613
1.51562	0.0656312	-1.51728	0.565822
1.53125	0.0417138	-1.54403	0.566661
1.54688	0.0173832	-1.57019	0.567124
1.5625	-0.00735159	-1.59576	0.567203
1.57812	-0.0324815	-1.62077	0.566892
1.59375	-0.0579977	-1.64521	0.566186
1.60938	-0.0838916	-1.66911	0.565077
1.625	-0.110155	-1.69249	0.563562
1.64062	-0.136779	-1.71535	0.561633
1.65625	-0.163757	-1.73771	0.559286
1.67188	-0.19108	-1.75959	0.556514
1.6875	-0.218741	-1.781	0.553313
1.70312	-0.246734	-1.80197	0.549677
1.71875	-0.275051	-1.82251	0.545601
1.73438	-0.303685	-1.84263	0.54108
1.75	-0.332631	-1.86236	0.536109
1.76562	-0.361882	-1.8817	0.530683
1.78125	-0.391432	-1.90068	0.524799
1.79688	-0.421276	-1.91931	0.51845
1.8125	-0.451409	-1.93761	0.511632
1.82812	-0.481825	-1.95559	0.504342
1.84375	-0.51252	-1.97327	0.496574
1.85938	-0.543488	-1.99065	0.488324
1.875	-0.574726	-2.00776	0.479588
1.89062	-0.606229	-2.02459	0.470362
1.90625	-0.637993	-2.04117	0.460642
1.92188	-0.670014	-2.0575	0.450424
1.9375	-0.702289	-2.07358	0.439703
1.95312	-0.734813	-2.08943	0.428476
1.96875	-0.767582	-2.10504	0.416739
1.98438	-0.800594	-2.12043	0.404488
2	-0.833844	-2.13558	0.391719
2.01562	-0.86733	-2.15051	0.378429
2.03125	-0.901046	-2.1652	0.364614
2.04688	-0.934991	-2.17966	0.35027
2.0625	-0.96916	-2.19387	0.335394
2.07812	-1.00355	-2.20784	0.319983
2.09375	-1.03815	-2.22154	0.304032
2.10938	-1.07297	-2.23496	0.287539
2.125	-1.10799	-2.2481	0.270501
2.14062	-1.14322	-2.26093	0.252913
2.15625	-1.17865	-2.27342	0.234774
2.17188	-1.21426	-2.28557	0.21608
2.1875	-1.25007	-2.29734	0.196827
2.20312	-1.28605	-2.3087	0.177014
2.21875	-1.32221	-2.31962	0.156637
2.23438	-1.35854	-2.33007	0.135694
2.25	-1.39503	-2.34001	0.114182
2.26562	-1.43166	-2.34938	0.0920987
2.28125	-1.46844	-2.35816	0.0694418
2.29688	-1.50535	-2.36627	0.0462092
2.3125	-1.54238	-2.37368	0.0223989
2.32812	-1.57952	-2.38031	-0.00199081
2.34375	-1.61676	-2.3861	-0.0269617
2.35938	-1.65409	-2.39098	-0.0525151
2.375	-1.69148	-2.39487	-0.0786522
2.39062	-1.72892	-2.39768	-0.105374
2.40625	-1.7664	-2.39934	-0.132681
2.42188	-1.80389	-2.39974	-0.160574
2.4375	-1.84138	-2.3988	-0.189053
2.45312	-1.87885	-2.3964	-0.218117
2.46875	-1.91626	-2.39246	-0.247766
2.48438	-1.9536	-2.38686	-0.278
2.5	-1.99084	-2.37952	-0.308816
2.51562	-2.02795	-2.37032	-0.340213
2.53125	-2.0649	-2.35918	-0.372189
2.54688	-2.10167	-2.34602	-0.40474
2.5625	-2.13821	-2.33077	-0.437865
2.57812	-2.17449	-2.31337	-0.471558
2.59375	-2.21049	-2.2938	-0.505816
2.60938	-2.24616	-2.27203	-0.540634
2.625	-2.28148	-2.24809	-0.576007
2.64062	-2.3164	-2.22202	-0.611928
2.65625	-2.35091	-2.19388	-0.648392
2.67188	-2.38495	-2.16378	-0.685392
2.6875	-2.41851	-2.13185	-0.722919
2.70312	-2.45156	-2.09827	-0.760967
2.71875	-2.48408	-2.06323	-0.799528
2.73438	-2.51603	-2.02695	-0.838592
2.75	-2.54741	-1.98967	-0.878151
2.76562	-2.57821	-1.95165	-0.918196
2.78125	-2.6084	-1.91317	-0.958717
2.79688	-2.63799	-1.8745	-0.999705
2.8125	-2.66698	-1.83588	-1.04115
2.82812	-2.69536	-1.79757	-1.08304
2.84375	-2.72316	-1.75979	-1.12538
2.85938	-2.75036	-1.72271	-1.16814
2.875	-2.77699	-1.68648	-1.21132
2.89062	-2.80307	-1.65118	-1.25492
2.90625	-2.8286	-1.61684	-1.29892
2.92188	-2.8536	-1.58345	-1.34331
2.9375	-2.87809	-1.5509	-1.38809
2.95312	-2.90207	-1.51905	-1.43325
2.96875	-2.92556	-1.4877	-1.47878
2.98438	-2.94856	-1.45659	-1.52467
3	-2.97108	-1.42543	-1.57092
3.01562	-2.9931	-1.39388	-1.61751
3.03125	-3.01463	-1.36158	-1.66445
3.04688	-3.03565	-1.32819	-1.71172
3.0625	-3.05613	-1.29333	-1.75931
3.07812	-3.07606	-1.25667	-1.80722
3.09375	-3.09539	-1.21789	-1.85543
3.10938	-3.1141	-1.17671	-1.90395
3.125	-3.13215	-1.13291	-1.95275
3.14062	-3.14949	-1.08632	-2.00182
3.15625	-3.16608	-1.03683	-2.05116
3.17188	-3.18188	-0.984401	-2.10076
3.1875	-3.19683	-0.929052	-2.15059
3.20312	-3.21089	-0.870872	-2.20065
3.21875	-3.22403	-0.810007	-2.25093
3.23438	-3.23619	-0.746657	-2.3014
3.25	-3.24735	-0.681069	-2.35205
3.26562	-3.25747	-0.613525	-2.40287
3.28125	-3.26652	-0.544339	-2.45384
3.29688	-3.27447	-0.473838	-2.50495
3.3125	-3.28132	-0.402361	-2.55617
