0.1	0.1	0.995	
0.195219	0.19429	0.980967	
0.287567	0.284051	0.958842	
0.378164	0.369754	0.929173	
0.467684	0.451452	0.89235	
0.556536	0.528957	0.848714	
0.644975	0.601948	0.798615	
0.733155	0.67003	0.74243	
0.821174	0.732782	0.680579	
0.909093	0.789786	0.613523	
0.996949	0.840639	0.541768	
1.08477	0.884974	0.465857	
1.17256	0.922462	0.386369	
1.26033	0.952823	0.30391	
1.3481	0.975826	0.219113	
1.43586	0.991298	0.132631	
1.52362	0.99912	0.0451275	
1.61137	0.999233	-0.0427229	
1.69912	0.991636	-0.130243	
1.78687	0.97639	-0.216759	
1.87462	0.95361	-0.301603	
1.96237	0.923473	-0.384121	
2.05012	0.886211	-0.463676	
2.13787	0.842112	-0.539655	
2.22562	0.791516	-0.611471	
2.31337	0.734814	-0.678571	
2.40112	0.672441	-0.740437	
2.48886	0.604881	-0.796592	
2.57661	0.532653	-0.846602	
2.66436	0.456315	-0.890082	
2.75211	0.376456	-0.926696	
2.83985	0.293692	-0.956161	
2.9276	0.208662	-0.97825	
3.01535	0.12202	-0.992794	
3.10309	0.0344368	-0.999679	
3.19084	-0.0534137	-0.998852	
3.27859	-0.140853	-0.99032	
3.36633	-0.227207	-0.974148	
3.45408	-0.31181	-0.950462	
3.54182	-0.394008	-0.919443	
3.62957	-0.473167	-0.881331	
3.71731	-0.548678	-0.836421	
3.80506	-0.619957	-0.785057	
3.8928	-0.686455	-0.727638	
3.98054	-0.747658	-0.664604	
4.06829	-0.803095	-0.596443	
4.15603	-0.852338	-0.523681	
4.24377	-0.895006	-0.446878	
4.33152	-0.930772	-0.366627	
4.41926	-0.959358	-0.283547	
4.507	-0.980544	-0.198279	
4.59475	-0.994167	-0.11148	
4.68249	-1.00012	-0.0238202	
4.77023	-0.998362	0.0640243	
4.85797	-0.988901	0.151376	
4.94571	-0.971812	0.237561	
5.03346	-0.947228	0.321915	
5.1212	-0.915336	0.403787	
5.20894	-0.876384	0.482545	
5.29668	-0.830672	0.557583	
5.38442	-0.778552	0.62832	
5.47216	-0.720426	0.694212	
5.5599	-0.656743	0.75475	
5.64764	-0.587993	0.809468	
5.73538	-0.514707	0.857942	
5.82312	-0.437451	0.8998	
5.91086	-0.356819	0.934718	
5.9986	-0.273434	0.962427	
6.08634	-0.187939	0.982714	
6.17408	-0.100994	0.995421	
6.26181	-0.0132686	1.00045	
6.28319	0.00811484	1.00051	
